,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,7000.000,17000.000,,21000.000,40000.000,107000.000,224000.000,
AircraftRental,,10000.000,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,246086.000,,,,31772.000
AmortizationOfFinancingCostsAndDiscounts,,,,,68694.000,,,,356400.000
AmortizationOfIntangibleAssets,,,,,142142.000,,,,0.000
AssetImpairmentCharges,,,,,,1584048.000,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,-0.090,-0.150,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,-783608.000,-1660917.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1655464.000,,,,-1098943.000,,,,1099857.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,-1163.000
CostOfServicesDepreciationAndAmortization,,,,,,,2033.000,,6221.000
DebtConversionConvertedInstrumentAmount1,,,,,1072513.000,,,,
Depreciation,,,,,2028.000,2046.000,,,6221.000
DepreciationAndAmortization,1485.000,1700.000,1721.000,428492.000,144170.000,2046.000,2033.000,-136982.000,6221.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,128163.000,-57023.000,,1163.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,-0.010,-0.000,,0.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,,,,47445.000,,,0.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,64797.000,54606.000,,1163.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,2603.000,2417.000,,0.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,125560.000,54606.000,,0.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,-125560.000,-54606.000,,-1163.000
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,,,2603.000,2417.000,,0.000
EarningsPerShareBasicAndDiluted,-0.160,-0.190,-0.130,-0.120,-0.160,-0.730,-0.130,-0.200,-0.140
