,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31
AccountsPayableCurrent,,,,,,,,,,,,160477.000,46284.000
AccountsReceivableNetCurrent,,,,,,,,,,,,1500.000,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,5147.000,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,35255.000,34936.000
AccruedProfessionalFeesCurrent,,68834.000,63934.000,,66434.000,90005.000,83855.000,85955.000,88055.000,116491.000,131824.000,,59814.000
AdditionalPaidInCapital,27000.000,27000.000,27000.000,,27000.000,27000.000,27000.000,27000.000,27000.000,27000.000,8630.000,1443684.000,4563441.000
Assets,24338.000,24339.000,18439.000,,16931.000,16933.000,7984.000,7984.000,7984.000,1484.000,1484.000,617779.000,734528.000
AssetsCurrent,,,,,,,,,,,,78427.000,66684.000
CapitalizedComputerSoftwareGross,,,,,,,,,,,,257000.000,350000.000
CapitalizedComputerSoftwareNet,,,,,,,,,,,,113000.000,632940.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,,,,,,,228347.000,632940.000
Cash,17838.000,17839.000,11939.000,10431.000,10431.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,17839.000,11939.000,,10431.000,10433.000,1484.000,1484.000,1484.000,1484.000,1484.000,66927.000,31684.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,66927.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,90000000.000,90000000.000,,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,11000000.000,11000000.000,11000000.000,,11000000.000,11000000.000,11000000.000,11000000.000,11000000.000,11000000.000,29370000.000,26942455.000,29965455.000
CommonStockSharesOutstanding,,,,,,,,,,,,29370000.000,29965455.000
CommonStockValue,11000.000,11000.000,11000.000,,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000,29370.000,26942.000,29965.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,29748.000,37764.000,38717.000,39430.000,40145.000,52022.000,57235.000,,
DeferredTaxAssetsNet,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,87503.000,111072.000,113871.000,115971.000,118071.000,153007.000,168340.000,,
DeferredTaxAssetsValuationAllowance,,,,,-29748.000,-37764.000,-38717.000,-39430.000,-40145.000,-52022.000,57235.000,,
DepositAssets,,,,,,,,,,,,300000.000,
Deposits,,,,,,,,,,,,100000.000,
DueToRelatedPartiesCurrent,,,,,,,,,,,,93000.000,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,0.000,0.000,,,,0.000,,,
InvestmentsAndCash,,,,,10431.000,10433.000,1484.000,1484.000,1484.000,,,,
Liabilities,,,,,,,,,,,,289032.000,141034.000
LiabilitiesAndStockholdersEquity,24338.000,24339.000,18439.000,,16931.000,16933.000,7984.000,7984.000,7984.000,1484.000,1484.000,617779.000,734528.000
LiabilitiesCurrent,5147.000,68834.000,63934.000,,66434.000,90005.000,83855.000,85955.000,88055.000,116491.000,131824.000,289032.000,141034.000
MineralPropertiesGross,6500.000,6500.000,6500.000,,6500.000,6500.000,6500.000,6500.000,6500.000,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,93300.000,
OtherAssets,,,,,,,,,,,,,667844.000
OtherReceivables,,,,,,,,,,,,,16600.000
PreferredStockParOrStatedValuePerShare,,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,1000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,,,,,,,,,,,,0.000,
PreferredStockValue,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
PrepaidExpenseCurrent,,,,,,,,,,,,10000.000,35000.000
PropertyPlantAndEquipmentNet,,,,,,,,,,,,11005.000,18304.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,,16600.000
RetainedEarningsAccumulatedDeficit,-18809.000,-82495.000,-83495.000,,-87503.000,-111072.000,-113871.000,-115971.000,-118071.000,-153007.000,-168340.000,-1141879.000,-3999912.000
SharesOutstanding,,,,,,,,,,,,,29965455.000
StockholdersEquity,19191.000,-44495.000,-45495.000,,-49503.000,-73072.000,-75871.000,-77971.000,-80071.000,-115007.000,-130340.000,328747.000,593494.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,328747.000,593494.000
