,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,,679000.000,844000.000,765000.000,793000.000,703000.000,648000.000,699000.000,588000.000,889000.000,734000.000,556000.000,833000.000,782000.000,916000.000,1016000.000,872000.000,1526000.000,1442000.000,1189000.000,1626000.000,1302000.000
AccountsPayableCurrent,605000.000,879000.000,816000.000,783000.000,504000.000,808000.000,1025000.000,1027000.000,1638000.000,736000.000,943000.000,1051000.000,942000.000,932000.000,1202000.000,1161000.000,1464000.000,1337000.000,1368000.000,1284000.000,1092000.000,1255000.000
AccountsReceivableGross,,,,,,1729000.000,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,1798000.000,,,,1720000.000,,,,2942000.000,,,,2794000.000
AccountsReceivableNet,,,,,,1707000.000,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,2074000.000,1921000.000,2151000.000,2842000.000,3070000.000,1707000.000,2192000.000,2424000.000,2603000.000,1790000.000,1954000.000,2149000.000,1416000.000,1517000.000,2540000.000,2572000.000,2741000.000,2274000.000,2593000.000,2260000.000,1977000.000,2108000.000
AccountsReceivableRelatedParties,,,,375000.000,439000.000,,,,,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,56000.000,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,229000.000,13000.000
AccruedProfessionalFeesCurrent,,,,,,141000.000,,,,362000.000,,,,137000.000,,,,557000.000,,,,79000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,2647000.000,,,,2761000.000,,,,2751000.000,,,,2913000.000,,,,3031000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3075000.000,-3162000.000,-3053000.000,-3054000.000,-3070000.000,-2991000.000,-3090000.000,-3077000.000,-3069000.000,-3069000.000,-3061000.000,-3171000.000,-3373000.000,-3507000.000,-3578000.000,-3831000.000,-3899000.000,-3854000.000,-4087000.000,-4255000.000,-4671000.000,-4178000.000
AdditionalPaidInCapitalCommonStock,130935000.000,133868000.000,134496000.000,135938000.000,141494000.000,144816000.000,145163000.000,145482000.000,147932000.000,149141000.000,150544000.000,151338000.000,151912000.000,157772000.000,159266000.000,160893000.000,162480000.000,166367000.000,166779000.000,167185000.000,168198000.000,168709000.000
AllowanceForDoubtfulAccountsReceivable,,,,74000.000,58000.000,22000.000,9000000.000,9000.000,9000.000,8000.000,21000.000,19000.000,,20000.000,19000.000,21000.000,10000.000,15000.000,15000.000,2000.000,37000.000,14000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,8000.000,,,,20000.000,,,,15000.000,,,,14000.000
Assets,7763000.000,8981000.000,7838000.000,13392000.000,11830000.000,12565000.000,10581000.000,8882000.000,9843000.000,20791000.000,19879000.000,18394000.000,11834000.000,15048000.000,14206000.000,13584000.000,12098000.000,13803000.000,11320000.000,9241000.000,27507000.000,25459000.000
AssetsCurrent,6922000.000,8172000.000,6960000.000,12447000.000,10900000.000,11534000.000,8951000.000,6912000.000,7493000.000,9542000.000,8668000.000,7291000.000,5197000.000,9647000.000,13264000.000,12677000.000,11139000.000,12888000.000,10497000.000,8392000.000,25127000.000,22643000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,0.000,0.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,,,,,,74000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,,,,,,,168000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,,,,,280000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,,,,,102000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,,,,,,80000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,,,,,,98000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,,,,,,,,,38000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,,,,,,,,,,,,242000.000
CashAndCashEquivalentsAtCarryingValue,3622000.000,4961000.000,3351000.000,8310000.000,6598000.000,7900000.000,5380000.000,3190000.000,3437000.000,5480000.000,4987000.000,3549000.000,2240000.000,6136000.000,8752000.000,7974000.000,6113000.000,7469000.000,4970000.000,3254000.000,18983000.000,17461000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,14285715.000,14285715.000,14285715.000,14285715.000,14285715.000,14285715.000,14285715.000,30000000.000,30000000.000,30000000.000,30000000.000,60000000.000,60000000.000,12000000.000,12000000.000,12000000.000,12000000.000
CommonStockSharesIssued,26857200.000,28855729.000,29007903.000,32768903.000,37339888.000,6583150.000,6625555.000,6633694.000,7239131.000,8160145.000,8460145.000,8585382.000,8660580.000,15045080.000,15681565.000,16415765.000,17342037.000,20984369.000,4200756.000,4206020.000,4257754.000,4289322.000
CommonStockSharesOutstanding,26857200.000,28855729.000,29007903.000,32768903.000,37339888.000,6583150.000,6625555.000,6633694.000,7239131.000,8160145.000,8460145.000,8585382.000,8660580.000,15045080.000,15681565.000,16415765.000,17342037.000,20984369.000,4200756.000,4206020.000,4257754.000,4289322.000
CommonStockValue,3000.000,3000.000,3000.000,3000.000,4000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,2000.000,2000.000,2000.000,2000.000,2000.000,1000.000,1000.000,1000.000,1000.000
DebtInstrumentUnamortizedDiscount,,607000.000,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,,312000.000,
DeferredOfferingCosts,,,,,,44000.000,553000.000,824000.000,1160000.000,0.000,,,250000.000,,,,,,,,,
DeferredRevenueAndCreditsCurrent,,,,,,,,,,,,,,,,,,,,,,176000.000
DeferredRevenueCurrent,1895000.000,1852000.000,1619000.000,2874000.000,2867000.000,2320000.000,2277000.000,2322000.000,2657000.000,2629000.000,2250000.000,1990000.000,1561000.000,769000.000,507000.000,391000.000,456000.000,574000.000,656000.000,651000.000,794000.000,345000.000
DeferredRevenueNoncurrent,147000.000,140000.000,133000.000,3350000.000,2980000.000,2619000.000,2253000.000,1883000.000,1514000.000,1152000.000,787000.000,563000.000,487000.000,413000.000,339000.000,263000.000,187000.000,112000.000,38000.000,0.000,531000.000,527000.000
DeferredTaxAssetsGross,,,,,,41708000.000,,,,44384000.000,,,,44992000.000,,,,44606000.000,,,,42056000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,41273000.000,,,,43887000.000,,,,44606000.000,,,,42056000.000
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,34880000.000,,,,36209000.000,,,,36661000.000,,,,36454000.000,,,,33394000.000
DeferredTaxAssetsOther,,,,,,13000.000,,,,35000.000,,,,5000.000,,,,8000.000,,,,1000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,37000.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsStateTaxes,,,,,,1000.000,,,,-1000.000,,,,-1000.000,,,,-1000.000,,,,4000.000
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,50000.000,,,,50000.000,,,,50000.000,,,,50000.000,,,,50000.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,1646000.000,,,,1650000.000,,,,1667000.000,,,,1710000.000,,,,1746000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,3727000.000,,,,3941000.000,,,,4880000.000,,,,5083000.000,,,,5439000.000
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,13000.000,,,,49000.000,,,,241000.000,,,,240000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,1404000.000,,,,2537000.000,,,,1731000.000,,,,1111000.000,,,,1232000.000
DeferredTaxAssetsValuationAllowance,,,,,,-41708000.000,,,,-41273000.000,,,,43887000.000,,,,44606000.000,,,,42056000.000
DeferredTaxLiabilitiesOtherComprehensiveIncome,,,,,,,,,,-3111000.000,,,,1105000.000,,,,0.000,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,0.000,,,,,,,,,,,,,,,,
DerivativeCollateralObligationToReturnCash,,,,,,37000.000,,,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,3175000.000,1697000.000,856000.000,177000.000,11000.000,70000.000,5000.000,1000.000,0.000,,,,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,0.000,,,,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,119000.000,34000.000,55000.000,1552000.000,,0.000,,,,3175000.000,1697000.000,856000.000,177000.000,11000.000,70000.000,5000.000,1000.000,0.000,,,,
DerivativeLiabilitiesNoncurrent,1844000.000,2000000.000,2000000.000,2000000.000,,,,,,,,,,,,,,,,,,
DueFromAffiliateCurrent,,,,,,,,,,537000.000,0.000,0.000,0.000,0.000,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,455000.000,,,,516000.000,,,,545000.000,,,,693000.000,,,,681000.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,935000.000,,935000.000,935000.000,935000.000,,,,944000.000,944000.000,944000.000,1185000.000,1167000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,1171000.000,961000.000,1403000.000,1156000.000,,3652000.000,3910000.000,3273000.000,,2473000.000,2813000.000,2220000.000,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,1681000.000,,,,,,4124000.000,,,,2737000.000,,,,1958000.000,1377000.000,981000.000,695000.000,
FairValueLiabilitiesMeasuredOnRecurringBasisObligations,,,,1552000.000,,0.000,,,,,,,,,,,,,,,,
FurnitureAndFixturesGross,,,,,,,,,,88000.000,,,,82000.000,,,,83000.000,,,,91000.000
InventoryAdjustments,,,,129000.000,148000.000,,,,,,,,,,,,,,,,,
InventoryFinishedGoods,,,,379000.000,367000.000,327000.000,297000.000,,,345000.000,,,,537000.000,455000.000,697000.000,517000.000,536000.000,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,,,,,,,774000.000,693000.000,697000.000,741000.000
InventoryGross,,,,1005000.000,1049000.000,1162000.000,884000.000,825000.000,1055000.000,1135000.000,1355000.000,,,,,,,,,,,
InventoryNet,887000.000,1017000.000,953000.000,876000.000,901000.000,992000.000,813000.000,749000.000,970000.000,1088000.000,1306000.000,1235000.000,1351000.000,1402000.000,1466000.000,1670000.000,1613000.000,1640000.000,1992000.000,2085000.000,2066000.000,2221000.000
InventoryRawMaterials,,,,626000.000,682000.000,835000.000,587000.000,,,790000.000,,,,865000.000,1011000.000,973000.000,1096000.000,1104000.000,,,,
InventoryRawMaterialsNetOfReserves,,,,,,,,,,,,,,,,,,,1218000.000,1392000.000,1369000.000,1480000.000
InventoryValuationReserves,,,,,,170000.000,71000.000,76000.000,85000.000,47000.000,49000.000,,,87000.000,121000.000,129000.000,104000.000,164000.000,167000.000,163000.000,183000.000,61000.000
LeaseholdImprovementsGross,,,,,,,,,,269000.000,,,,249000.000,,,,307000.000,,,,536000.000
Liabilities,7899000.000,8818000.000,8706000.000,13893000.000,8702000.000,8484000.000,7964000.000,7332000.000,6446000.000,8728000.000,6475000.000,5024000.000,4006000.000,2994000.000,3069000.000,2836000.000,2980000.000,3663000.000,3570000.000,3202000.000,4644000.000,4028000.000
LiabilitiesAndStockholdersEquity,7763000.000,8981000.000,7838000.000,13392000.000,11830000.000,12565000.000,10581000.000,8882000.000,9843000.000,20791000.000,19879000.000,18394000.000,11834000.000,15048000.000,14206000.000,13584000.000,12098000.000,13803000.000,11320000.000,9241000.000,27507000.000,25459000.000
LiabilitiesCurrent,4207000.000,4388000.000,4749000.000,7451000.000,5298000.000,5127000.000,4760000.000,4737000.000,4920000.000,7572000.000,5687000.000,4461000.000,3519000.000,2581000.000,2730000.000,2573000.000,2793000.000,3551000.000,3532000.000,3152000.000,3753000.000,3288000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,0.000,0.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,,,,,,,,,0.000,0.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,,,,,1310000.000,1310000.000,,935000.000,,,,,,,,,,,
LongTermDebt,,,,,3031000.000,2704000.000,,,,147000.000,,,,,,,,,,,,172000.000
LongTermDebtCurrent,852000.000,944000.000,1415000.000,1477000.000,1134000.000,1259000.000,657000.000,573000.000,37000.000,143000.000,63000.000,8000.000,6000.000,87000.000,35000.000,0.000,0.000,114000.000,66000.000,28000.000,12000.000,123000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,1780000.000,,,,143000.000,,,,,,,,,,,,127000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,,,,,,,,,,,,,6000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,,,,,,,,,13000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,8000.000,,,,,,,,,,,,,,,,13000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,916000.000,,,,4000.000,,,,,,,,,,,,13000.000
LongTermDebtNoncurrent,1701000.000,2290000.000,1824000.000,1092000.000,424000.000,676000.000,696000.000,519000.000,12000.000,4000.000,1000.000,0.000,0.000,0.000,,,,,,50000.000,48000.000,45000.000
LongTermInvestments,,,,,,,,,,10150000.000,10150000.000,10150000.000,5500000.000,4538000.000,0.000,0.000,0.000,0.000,,,,
MachineryAndEquipmentGross,,,,,,,,,,3073000.000,,,,2937000.000,,,,3075000.000,,,,3319000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,985000.000,,,,725000.000,,,,936000.000,,,,691000.000,,,,713000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,327000.000,,,,321000.000,,,,348000.000,,,,370000.000,,,,371000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,66000.000,,,,,,,,10000.000,,,,,,,,
