,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrentAndNoncurrent,13652.000,918.000,1127.000,663.000,1115.000
AccountsReceivableNet,,,,182.000,594.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,-11816.000,-12644.000,-11852.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-10414.000,,,
AdditionalPaidInCapital,168853.000,168853.000,168853.000,221318.000,221318.000
Assets,14594.000,5256.000,12778.000,7901.000,12748.000
AssetsCurrent,9154.000,361.000,8004.000,3249.000,8259.000
Cash,8995.000,207.000,7840.000,2903.000,3034.000
CashAndCashEquivalentsAtCarryingValue,8995.000,207.000,7840.000,2903.000,
CashEquivalentsAtCarryingValue,,,,,3034.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,49000000.000,49000000.000,49000000.000,49000000.000,49000000.000
CommonStockSharesIssued,21146404.000,21146404.000,21146404.000,21496404.000,21469404.000
CommonStockSharesOutstanding,21146404.000,21145404.000,21145404.000,21496404.000,21469404.000
CommonStockValue,2114.000,2114.000,2114.000,2149.000,2149.000
DeferredTaxAssetsOperatingLossCarryforwards,,56698.000,,,
DeferredTaxAssetsValuationAllowance,,-56698.000,,,
DeferredTaxLiabilitiesOtherComprehensiveIncome,-10724.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-157507.000,,,,
LiabilitiesAndStockholdersEquity,14594.000,5256.000,12778.000,7901.000,12748.000
LiabilitiesCurrent,13652.000,6698.000,33082.000,53656.000,62299.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,5780.000,31955.000,52993.000,61184.000
NotesReceivableNet,159.000,154.000,164.000,164.000,4631.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,5440.000,4895.000,4774.000,4652.000,4489.000
RetainedEarningsAccumulatedDeficit,-159302.000,-161995.000,-179455.000,-256578.000,-261166.000
SaleOfStockPricePerShare,,0.150,,,
StockholdersEquity,941.000,-1442.000,-20304.000,-45755.000,-49551.000
