,2011-12-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1583000.000
AmortizationOfIntangibleAssets,31412000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,141000.000
BenefitsLossesAndExpenses,5215374000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-108599000.000
ComprehensiveIncomeNetOfTax,66988000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-401000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,66587000.000
CostOfRevenue,5021709000.000
CurrentFederalTaxExpenseBenefit,22643000.000
CurrentForeignTaxExpenseBenefit,20000.000
CurrentIncomeTaxExpenseBenefit,24820000.000
CurrentStateAndLocalTaxExpenseBenefit,2157000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,2100000.000
DeferredFederalIncomeTaxExpenseBenefit,13336000.000
DeferredIncomeTaxExpenseBenefit,15550000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,2214000.000
Depreciation,8670000.000
EarningsPerShareBasic,1.410
EarningsPerShareDiluted,1.390
EffectiveIncomeTaxRateContinuingOperations,0.377
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.003
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.003
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.027
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,2.800
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,6758000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,35979000.000
FiniteLivedIntangibleAssetsAmortizationExpense,31400000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,20000.000
FutureAmortizationExpenseYearFive,26347000.000
FutureAmortizationExpenseYearFour,34043000.000
FutureAmortizationExpenseYearOne,41096000.000
FutureAmortizationExpenseYearThree,35189000.000
FutureAmortizationExpenseYearTwo,37450000.000
GainLossOnSaleOfPropertyPlantEquipment,-366000.000
GoodwillAcquiredDuringPeriod,372345000.000
GoodwillImpairmentLoss,0.000
GoodwillPurchaseAccountingAdjustments,16045000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,106957000.000
IncomeTaxExpenseBenefit,40370000.000
IncomeTaxesPaid,31015000.000
IncreaseDecreaseInAccountsPayable,103418000.000
IncreaseDecreaseInAccountsReceivable,57425000.000
IncreaseDecreaseInIncomeTaxesReceivable,12953000.000
IncreaseDecreaseInInventories,-427000.000
IncreaseDecreaseInOtherOperatingAssets,8202000.000
IncreaseDecreaseInRestrictedCash,5000000.000
InterestExpense,7495000.000
InterestPaid,5366000.000
InvestmentIncomeInterest,232000.000
MinorityInterestIncreaseFromStockIssuance,504000.000
NetCashProvidedByUsedInFinancingActivities,342985000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,342985000.000
NetCashProvidedByUsedInInvestingActivities,-550606000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-550606000.000
NetCashProvidedByUsedInOperatingActivities,99022000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,99022000.000
NetIncomeLoss,66988000.000
NetIncomeLossAttributableToNoncontrollingInterest,-401000.000
OperatingIncomeLoss,114220000.000
OperatingLeasesRentExpenseNet,6900000.000
OtherNoncashIncomeExpense,-5033000.000
PaymentsForProceedsFromOtherInvestingActivities,3197000.000
PaymentsForRepurchaseOfCommonStock,3541000.000
PaymentsOfDebtIssuanceCosts,7500000.000
PaymentsOfFinancingCosts,5422000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,462084000.000
PaymentsToAcquirePropertyPlantAndEquipment,40762000.000
ProceedsFromIssuanceOfCommonStock,227094000.000
ProceedsFromLongTermLinesOfCredit,609000000.000
ProceedsFromMinorityShareholders,437000.000
ProceedsFromPaymentsForOtherFinancingActivities,1013000.000
ProceedsFromStockOptionsExercised,1937000.000
ProceedsFromStockPlans,646000.000
ProfitLoss,66587000.000
ProvisionForDoubtfulAccounts,-613000.000
RepaymentsOfLinesOfCredit,479000000.000
RepaymentsOfLongTermDebt,7500000.000
Revenues,5329594000.000
SalesRevenueNet,5329594000.000
SellingGeneralAndAdministrativeExpense,193665000.000
ShareBasedCompensation,10356000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,52000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,501000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,51.460
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,237000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,31.340
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.400
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.008
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageRemainingContractualTerm,0.600
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,13600000.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,4371000.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,646000.000
StockIssuedDuringPeriodValueNewIssues,227094000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,10355000.000
StockIssuedDuringPeriodValueStockOptionsExercised,7148000.000
TreasuryStockSharesAcquired,74000.000
TreasuryStockValueAcquiredCostMethod,3541000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,538000.000
WeightedAverageNumberOfDilutedSharesOutstanding,48107000.000
WeightedAverageNumberOfSharesOutstandingBasic,47569000.000
