,2011-04-03,2011-07-03,2011-10-02,2011-12-31,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02
AccountsPayableCurrent,1322000000.000,1331000000.000,1349000000.000,1507000000.000,1199000000.000,1179000000.000,1190000000.000,1348000000.000,1221000000.000,1164000000.000,1143000000.000,1178000000.000,1078000000.000,1113000000.000,1060000000.000,1250000000.000,1141000000.000,1171000000.000,1334000000.000,1402000000.000,1304000000.000,1405000000.000,1415000000.000,1520000000.000,1282000000.000,1278000000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,146000000.000,139000000.000,133000000.000,148000000.000,141000000.000,144000000.000,131000000.000,139000000.000,144000000.000,150000000.000,149000000.000,157000000.000,151000000.000,151000000.000,147000000.000,153000000.000,146000000.000
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,,,,,,,0.056,0.056,0.056,0.056,0.056,0.056,0.055,0.055,0.054,0.053,0.052,0.052,0.052,0.052,0.052,0.052,0.052
AccrualForEnvironmentalLossContingenciesGross,,,,,,,,,,209000000.000,203000000.000,198000000.000,208000000.000,202000000.000,211000000.000,202000000.000,204000000.000,214000000.000,223000000.000,224000000.000,225000000.000,219000000.000,221000000.000,219000000.000,216000000.000,210000000.000
AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear,,,,112000000.000,,,,109000000.000,,,,100000000.000,,,,112000000.000,,,,121000000.000,,,,119000000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,,,,12000000.000,,,,11000000.000,,,,10000000.000,,,,11000000.000,,,,11000000.000,,,,10000000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,,,,13000000.000,,,,12000000.000,,,,11000000.000,,,,14000000.000,,,,16000000.000,,,,12000000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear,,,,26000000.000,,,,18000000.000,,,,19000000.000,,,,21000000.000,,,,24000000.000,,,,28000000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,,,,16000000.000,,,,14000000.000,,,,15000000.000,,,,14000000.000,,,,20000000.000,,,,18000000.000,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,,,,48000000.000,,,,38000000.000,,,,43000000.000,,,,30000000.000,,,,32000000.000,,,,32000000.000,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,346000000.000,103000000.000,,,,,,,,
AccruedInvestmentIncomeReceivable,,,,89000000.000,,,,192000000.000,,,,106000000.000,,,,55000000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,3962000000.000,,,,4154000000.000,,,,4319000000.000,,,,4491000000.000,,,,4528000000.000,,,,4628000000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,-10000000.000,-12000000.000,-12000000.000,-11000000.000,-9000000.000,-9000000.000,-9000000.000,-6000000.000,-9000000.000,-15000000.000,-13000000.000,-13000000.000,-12000000.000,-11000000.000,-11000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-13000000.000,,,,-5000000.000,-7000000.000,-11000000.000,-6000000.000,-8000000.000,-8000000.000,-7000000.000,-9000000.000,-14000000.000,-19000000.000,-14000000.000,-17000000.000,-16000000.000,-14000000.000,-12000000.000,-7000000.000,0.000,-1000000.000,5000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,7008000000.000,,,-14000000.000,7833000000.000,7642000000.000,7450000000.000,7339000000.000,5143000000.000,4998000000.000,4852000000.000,4921000000.000,7432000000.000,7247000000.000,7063000000.000,6961000000.000,7088000000.000,6932000000.000,6770000000.000,6709000000.000,7234000000.000,7051000000.000,6866000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,25000000.000,,,,60000000.000,15000000.000,9000000.000,42000000.000,47000000.000,53000000.000,82000000.000,41000000.000,-3000000.000,-72000000.000,-5000000.000,-33000000.000,-60000000.000,-93000000.000,-106000000.000,-138000000.000,-175000000.000,-164000000.000,-131000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4965000000.000,-4803000000.000,-4808000000.000,-7001000000.000,-6817000000.000,-6688000000.000,-6506000000.000,-7788000000.000,-7646000000.000,-7464000000.000,-7314000000.000,-5113000000.000,-4962000000.000,-4786000000.000,-4895000000.000,-7458000000.000,-7353000000.000,-7095000000.000,-7024000000.000,-7176000000.000,-7050000000.000,-6899000000.000,-6856000000.000,-7411000000.000,-7218000000.000,-6994000000.000
AdditionalPaidInCapitalCommonStock,11448000000.000,11619000000.000,11640000000.000,11676000000.000,11774000000.000,11863000000.000,11900000000.000,2928000000.000,2740000000.000,2526000000.000,2335000000.000,1972000000.000,1795000000.000,1566000000.000,1403000000.000,1309000000.000,1040000000.000,834000000.000,617000000.000,398000000.000,30000000.000,0.000,0.000,0.000,0.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,7000000.000,,,,4000000.000,,,,4000000.000,,,,4000000.000,,,,5000000.000,,,,8000000.000,,
Assets,24574000000.000,24055000000.000,24120000000.000,25854000000.000,25627000000.000,25078000000.000,25697000000.000,26686000000.000,26687000000.000,26376000000.000,26778000000.000,25967000000.000,26541000000.000,26380000000.000,26307000000.000,27900000000.000,27798000000.000,28437000000.000,29249000000.000,29281000000.000,28829000000.000,29098000000.000,29452000000.000,30052000000.000,29869000000.000,30229000000.000
AssetsCurrent,8544000000.000,8077000000.000,8112000000.000,9309000000.000,9185000000.000,8779000000.000,9260000000.000,9246000000.000,9458000000.000,9276000000.000,9752000000.000,9816000000.000,10439000000.000,10299000000.000,10285000000.000,10292000000.000,10241000000.000,8704000000.000,9528000000.000,9812000000.000,9359000000.000,9850000000.000,10155000000.000,10678000000.000,10515000000.000,10937000000.000
AvailableForSaleSecuritiesCurrent,,,,,,556000000.000,614000000.000,856000000.000,887000000.000,995000000.000,955000000.000,1001000000.000,1495000000.000,915000000.000,1480000000.000,1497000000.000,1234000000.000,666000000.000,608000000.000,872000000.000,711000000.000,703000000.000,462000000.000,100000000.000,399000000.000,410000000.000
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,,,,,,,,,,,,2605000000.000,
BillingsInExcessOfCostNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,117000000.000,
BuildingsAndImprovementsGross,,,,2423000000.000,,,,2503000000.000,,,,2547000000.000,,,,2607000000.000,,,,2530000000.000,,,,2508000000.000,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,115000000.000,,,,80000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,273000000.000,,,,489000000.000,,,,312000000.000,,,,318000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,3000000.000,,,,126000000.000,,,,509000000.000,,,,23000000.000,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,762000000.000,,,,840000000.000,,,,918000000.000,,,,922000000.000,,,,1059000000.000,,,,1113000000.000,,
CapitalizedComputerSoftwareGross,,,,1144000000.000,,,,,,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareNet,,,,382000000.000,,,,371000000.000,,,,340000000.000,,,,313000000.000,,,,294000000.000,,,,291000000.000,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,,,,,,,,,,,,,,,,,,,0.000,,
CashAndCashEquivalentsAtCarryingValue,2660000000.000,2116000000.000,2405000000.000,4000000000.000,3541000000.000,2350000000.000,3032000000.000,3188000000.000,3125000000.000,2467000000.000,2942000000.000,3296000000.000,3036000000.000,3261000000.000,2634000000.000,3222000000.000,2906000000.000,1828000000.000,2453000000.000,2328000000.000,1934000000.000,2016000000.000,2342000000.000,3303000000.000,2186000000.000,2167000000.000
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,2175000000.000
CashCollateralForBorrowedSecurities,,,,-63000000.000,,,,15000000.000,,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,37.500,,,37.500,,,,,,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,5000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CommercialPaper,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000,1450000000.000
CommonStockSharesOutstanding,354600000.000,353000000.000,345900000.000,338900000.000,332800000.000,332100000.000,329800000.000,328100000.000,324400000.000,322400000.000,319400000.000,314500000.000,312800000.000,310600000.000,308300000.000,307300000.000,305900000.000,303600000.000,301000000.000,299000000.000,296900000.000,295100000.000,293600000.000,292800000.000,291000000.000,
CommonStockValue,4000000.000,4000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
ContractReceivableRetainage,,,,,,,,38000000.000,,,,54000000.000,,,,50000000.000,,,,50000000.000,,,,72000000.000,,
ContractReceivableRetainageDueOneYearOrLess,,,,,,,,22000000.000,,,,13000000.000,,,,5000000.000,,,,9000000.000,,,,10000000.000,,
ContractWithCustomerAssetNetCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,5728000000.000
ContractWithCustomerLiabilityCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,2704000000.000
ContractWithCustomerLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,113000000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear,,,,,,,,120000000.000,,,,114000000.000,,,,190000000.000,,,,250000000.000,,,,154000000.000,,
CustomerAdvancesCurrent,2104000000.000,1978000000.000,2044000000.000,2542000000.000,2360000000.000,2274000000.000,2169000000.000,2398000000.000,2187000000.000,2140000000.000,2232000000.000,2350000000.000,2612000000.000,2558000000.000,2382000000.000,2284000000.000,1944000000.000,1975000000.000,2215000000.000,2193000000.000,2136000000.000,2136000000.000,2063000000.000,2239000000.000,2605000000.000,
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,,0.009,,,,,,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,4783000000.000,,,,4783000000.000,,,,5383000000.000,,,,5383000000.000,,,,5383000000.000,,
DebtInstrumentUnamortizedDiscount,,,,,,,,40000000.000,,,,38000000.000,,,,43000000.000,,,,43000000.000,,,,39000000.000,,
DeferredCosts,,,,190000000.000,,,,65000000.000,,,,279000000.000,,,,223000000.000,,,,241000000.000,,,,211000000.000,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,323000000.000,,,,,,,,,,,,,,
DeferredSalesCommission,,,,,,,,,,,,,,,,,,,,,,,,,32000000.000,32000000.000
DeferredTaxAssetsGross,,,,,,,,,,,,66000000.000,,,,,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,148000000.000,221000000.000,229000000.000,177000000.000,83000000.000,96000000.000,102000000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,130000000.000,129000000.000,121000000.000,657000000.000,575000000.000,476000000.000,720000000.000,1367000000.000,1245000000.000,,,,,,,1231000000.000,,,,906000000.000,,,,753000000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,221000000.000,,,,96000000.000,,90000000.000,75000000.000,24000000.000,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,652000000.000,,,,1358000000.000,,1140000000.000,1106000000.000,,,,,1222000000.000,,,,887000000.000,,,,746000000.000,,
DeferredTaxAssetsNetCurrent,287000000.000,301000000.000,,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,116000000.000,,,,101000000.000,,,,115000000.000,,,,107000000.000,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,106000000.000,,,,79000000.000,,,,52000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,,,,,,191000000.000,,,,132000000.000,,,,133000000.000,,,,126000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,1922000000.000,,,,2490000000.000,,,,934000000.000,,,,2242000000.000,,,,2355000000.000,,,,2368000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,119000000.000,,,,118000000.000,,,,113000000.000,,,,110000000.000,,,,109000000.000,,,,109000000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,165000000.000,,,,181000000.000,,,,240000000.000,,,,242000000.000,,,,322000000.000,,,,293000000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,,,,,,24000000.000,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,,,82000000.000,,,,165000000.000,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpense,,,,,,,,,,,,,,,,539000000.000,,,,841000000.000,,,,852000000.000,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,9000000.000,10000000.000,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,258000000.000,350000000.000,363000000.000,5000000.000,4000000.000,6000000.000,3000000.000,,,10000000.000,1000000.000,257000000.000,,,,,,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,,,,,,,,74000000.000,,,,,,,,,,38000000.000,38000000.000,30000000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,1368000000.000,,,,1312000000.000,,,,1346000000.000,,,,1337000000.000,,,,1385000000.000,,,,1343000000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,,,,,,7192000000.000,6946000000.000,,3625000000.000,3189000000.000,3372000000.000,,6691000000.000,6540000000.000,6564000000.000,,6803000000.000,6781000000.000,6944000000.000,,7425000000.000,7418000000.000
DefinedBenefitPlanAccumulatedBenefitObligation,,,,19464000000.000,,,,22288000000.000,,,,21050000000.000,,,,24298000000.000,,,,23286000000.000,,,,23911000000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,,,,,22252000000.000,,,,18980000000.000,,,,23520000000.000,,,,22546000000.000,,,,22511000000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,,,,,17411000000.000,,,,17425000000.000,,,,19406000000.000,,,,18111000000.000,,,,17182000000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,,,,,,,,24657000000.000,,,,21529000000.000,,,,25916000000.000,,,,24699000000.000,,,,24382000000.000,,
