,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,4172723.000,2851253.000,,,,,,,,,,,7740816.000,7917969.000,9284514.000,12535261.000
AccruedIncomeTaxes,,,,,,,,,,,,,34306.000,19120.000,,
AccruedLiabilitiesCurrent,,,5013808.000,5473072.000,4233072.000,4399103.000,4473842.000,3809207.000,5844926.000,6793091.000,9455477.000,8523916.000,,,,
AccruedProfessionalFeesCurrent,548258.000,400967.000,372267.000,252289.000,353243.000,283668.000,164389.000,336952.000,446614.000,309529.000,245329.000,384526.000,448298.000,236752.000,71554.000,2285729.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,38333.000,76667.000,115000.000,153333.000,191667.000,230000.000,268333.000,306667.000,345000.000,383797.000,422920.000,462152.000,463104.000,464055.000,465007.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-43775.000,-9.000,7919.000,16108.000,3000.000,36006.000,14061.000,35615.000,-153690.000,11970.000,-35159.000,-47512.000,-99802.000,-92192.000
AdditionalPaidInCapitalCommonStock,107799653.000,109907599.000,111032619.000,112112125.000,113123849.000,114445189.000,115604563.000,181307068.000,182798121.000,184550032.000,185703423.000,187061837.000,188786182.000,191584735.000,193563572.000,244319102.000
Assets,93848091.000,89061078.000,85281196.000,77792820.000,71488632.000,66027608.000,60494992.000,117767438.000,111425696.000,104943140.000,98215623.000,89522775.000,82220061.000,75081172.000,68119098.000,106545698.000
AssetsCurrent,93848091.000,88639411.000,44692951.000,26002896.000,23863618.000,45227729.000,55620172.000,94566460.000,56095175.000,53830612.000,46691330.000,50606139.000,58876155.000,51026740.000,47169711.000,90171109.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,92685912.000,87667229.000,44200420.000,24201212.000,21160428.000,28489426.000,25007217.000,64632687.000,13933233.000,21286572.000,13376196.000,4622773.000,12769184.000,9127991.000,10316064.000,57129787.000
CommonStockCapitalSharesReservedForFutureIssuance,1352379.000,2774928.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000,33750000.000
CommonStockSharesIssued,12539031.000,12886983.000,13095726.000,13235232.000,13258168.000,13270232.000,13285232.000,17906662.000,17954883.000,17968814.000,18235020.000,18987373.000,19084377.000,19151652.000,19219223.000,25096214.000
CommonStockSharesOutstanding,12539031.000,12886983.000,13095726.000,13235232.000,13258168.000,13270232.000,13285232.000,17906662.000,17954883.000,17968814.000,18235020.000,18987373.000,19084377.000,19151652.000,19219223.000,25096214.000
CommonStockValue,1254.000,1289.000,1310.000,1324.000,1326.000,1327.000,1329.000,1791.000,1796.000,1798.000,1825.000,1900.000,1910.000,1916.000,1922.000,2510.000
DeferredRevenueCurrent,,,286000.000,286000.000,285714.000,285714.000,485714.000,485714.000,1057143.000,822604.000,822604.000,822604.000,1197604.000,1197600.000,898199.000,598798.000
DeferredRevenueNoncurrent,,,643000.000,572000.000,500857.000,429428.000,607999.000,486570.000,793712.000,822600.000,616949.000,411298.000,299397.000,,,
DeferredTaxAssetsGrossNoncurrent,,,19206906.000,,,,35584574.000,,,,56493017.000,,,,76926992.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,16374002.000,,,,18342986.000,,,,19904809.000,,,,28412080.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,644203.000,,,,13986047.000,,,,32815488.000,,,,43219883.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,2188701.000,,,,3255541.000,,,,3772720.000,,,,5295029.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,1259692.000,,,,1450412.000,,,,1931498.000,,,,1478437.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,1259692.000,,,,1450412.000,,,,1931498.000,,,,1478437.000,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,19206906.000,,,,35584574.000,,,,56493017.000,,,,76926992.000,
DepositsAssetsCurrent,,,,209965.000,106243.000,106243.000,106243.000,106243.000,106243.000,117276.000,106243.000,103188.000,53188.000,,,
DueFromRelatedPartiesCurrent,,,199615.000,199615.000,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,424533.000,1035896.000,2043704.000,1317996.000,1095466.000,1200233.000,1696728.000,435029.000,873639.000,1244718.000,2727965.000,1177426.000,1372266.000,1509203.000,1975037.000,585413.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,7400000.000,7400000.000,,,,,,,,,,,,,,
FairValueAssetsLevel1ToLevel2TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
FairValueAssetsLevel2ToLevel1TransfersAmount,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GrantsReceivableCurrent,,,,,,,,,1000000.000,,,,,,,
Liabilities,4172723.000,2851253.000,5656808.000,6045072.000,4733929.000,4828531.000,5081841.000,4295777.000,6638638.000,7615691.000,10103667.000,8935214.000,9277417.000,9275544.000,10396013.000,13329584.000
LiabilitiesAndStockholdersEquity,93848091.000,89061078.000,85281196.000,77792820.000,71488632.000,66027608.000,60494992.000,117767438.000,111425696.000,104943140.000,98215623.000,89522775.000,82220061.000,75081172.000,68119098.000,106545698.000
LiabilitiesCurrent,4172723.000,2851253.000,5013808.000,5473072.000,4233072.000,4399103.000,4473842.000,3809207.000,5844926.000,6793091.000,9455477.000,8523916.000,8938420.000,9115569.000,10253813.000,13205159.000
LongTermInvestments,,,40204912.000,51444924.000,47318347.000,20531546.000,4644820.000,23009311.000,55177188.000,50997528.000,51428632.000,38645185.000,23107167.000,23818645.000,20714551.000,16140705.000
OperatingLeasesFutureMinimumPaymentsDue,,,1518750.000,1366875.000,1215000.000,1063125.000,911250.000,759375.000,607500.000,455625.000,303750.000,2872125.000,2720250.000,2720250.000,2511000.000,2301750.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,607500.000,,,,607500.000,,,,303750.000,,,,837000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,837000.000,837000.000,837000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,303750.000,303750.000,303750.000,303750.000,,,,,,837000.000,837000.000,837000.000,837000.000,837000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,607500.000,607500.000,607500.000,607500.000,303750.000,303750.000,303750.000,303750.000,,837000.000,837000.000,837000.000,837000.000,837000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,455625.000,303750.000,151875.000,,455625.000,303750.000,151875.000,,361125.000,209250.000,209250.000,,627750.000
OtherAccruedLiabilitiesCurrent,303264.000,190262.000,345477.000,274170.000,342440.000,371037.000,364014.000,446322.000,155391.000,155964.000,355589.000,590189.000,309769.000,360835.000,444976.000,940753.000
OtherAssetsNoncurrent,,,,,,,,,,,,212305.000,212305.000,212305.000,212305.000,212305.000
OtherLiabilitiesCurrent,,,,,,,,,,,,,,,71100.000,71100.000
OtherLiabilitiesNoncurrent,,,,,,,,,,,31241.000,,39600.000,159975.000,142200.000,124425.000
OtherReceivables,,,,,,,,,626919.000,337453.000,298718.000,185968.000,83516.000,92757.000,34503.000,37986.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,1162179.000,972182.000,292916.000,1602069.000,1660812.000,735896.000,1636808.000,1775008.000,2224697.000,870705.000,651889.000,1486683.000,736510.000,523612.000,290747.000,516510.000
PrepaidInsurance,,,,388340.000,284173.000,167534.000,46748.000,384414.000,306099.000,178861.000,51623.000,368168.000,291055.000,169551.000,48048.000,331166.000
PropertyPlantAndEquipmentNet,,421667.000,383333.000,345000.000,306667.000,268333.000,230000.000,191667.000,153333.000,115000.000,95661.000,59146.000,24434.000,23482.000,22531.000,21579.000
RetainedEarningsAccumulatedDeficit,-18125539.000,-23699063.000,-31365766.000,-40365692.000,-46378391.000,-53263547.000,-60195741.000,-67873204.000,-78026920.000,-87259996.000,-97439602.000,-106488146.000,-115810289.000,-125733511.000,-135742607.000,-151013306.000
SharesIssuedPricePerShare,,,,,,,,,,15.750,,,,,,
ShortTermInvestments,,,,,1042378.000,16002407.000,28976147.000,28158765.000,39937245.000,31673335.000,32663245.000,44496683.000,45370461.000,41375137.000,36562900.000,32524812.000
StockholdersEquity,89675368.000,86209825.000,79624388.000,71747748.000,66754703.000,61199077.000,55413151.000,113471661.000,104787058.000,97327449.000,88111956.000,80587561.000,72942644.000,65805628.000,57723085.000,93216114.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,89675368.000,86209825.000,79624388.000,71747748.000,66754703.000,61199077.000,55413151.000,113471661.000,104787058.000,97327449.000,88111956.000,80587561.000,72942644.000,65805628.000,57723085.000,93216114.000
UnrecognizedTaxBenefits,,,,,,,0.000,,,,0.000,,,,0.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,0.000,,,,0.000,,,,0.000,
