,2017-05-27
AccountsPayableAndOtherAccruedLiabilitiesCurrent,13795000.000
AccountsPayableCurrent,18095000.000
AccountsReceivableNetCurrent,36194000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-832000.000
AdditionalPaidInCapital,-41571000.000
AllowanceForDoubtfulAccountsReceivableCurrent,400000.000
Assets,349159000.000
AssetsCurrent,106200000.000
CashAndCashEquivalentsAtCarryingValue,22163000.000
CashUninsuredAmount,21900000.000
CommonStockValue,5000.000
DebtInstrumentCarryingAmount,283417000.000
DeferredFinanceCostsCurrentNet,600000.000
DeferredFinanceCostsNoncurrentNet,2464000.000
DeferredIncomeTaxLiabilitiesNet,29424000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,56532000.000
Goodwill,55190000.000
IntangibleAssetsGrossExcludingGoodwill,240220000.000
IntangibleAssetsNetExcludingGoodwill,183688000.000
InterestPayableCurrent,3538000.000
InventoryNet,29469000.000
InventoryValuationReserves,300000.000
Liabilities,360805000.000
LiabilitiesAndStockholdersEquity,349159000.000
LiabilitiesCurrent,35428000.000
LiabilitiesFairValueDisclosureRecurring,15000000.000
LineOfCredit,0.000
LongTermDebt,280953000.000
LongTermDebtCurrent,0.000
LongTermDebtNoncurrent,280953000.000
OtherAssetsCurrent,15458000.000
OtherAssetsNoncurrent,2224000.000
PrepaidAdvertising,0.000
PrepaidExpenseCurrent,2916000.000
PropertyPlantAndEquipmentNet,1857000.000
PurchaseCommitmentRemainingMinimumAmountCommitted,100000.000
RetainedEarningsAccumulatedDeficit,30752000.000
StockholdersEquity,-11646000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-11646000.000
WarrantsAndRightsOutstanding,15000000.000
