,2011-08-31,2011-11-30,2012-02-29,2012-05-31
AccountsPayable,3020.000,,,
AccountsPayableAndAccruedLiabilities,,133195.000,152818.000,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,187701.000
AccountsPayableCurrentAndNoncurrent,3020.000,,,
AdditionalPaidInCapital,,,988500.000,800000.000
Assets,1265.000,160820.000,872693.000,587107.000
AssetsCurrent,,20781.000,252483.000,144500.000
BankOverdrafts,,,,196.000
Cash,1265.000,10281.000,117983.000,
CashAndCashEquivalentsAtCarryingValue,,,117983.000,
CommonStockParOrStatedValuePerShare,107500.000,251000.000,253000.000,253000.000
CommonStockValue,107500.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-144731.000,-428484.000,-1096232.000,-1326151.000
DueFromAffiliateCurrent,35476.000,,,
EmployeeRelatedLiabilities,,,,439266.000
EmployeeRelatedLiabilitiesCurrent,,,,144500.000
IntangibleAssetsCurrent,,136000.000,146000.000,
Liabilities,38496.000,338304.000,725425.000,
LiabilitiesAndStockholdersEquity,1265.000,160820.000,872693.000,587107.000
LiabilitiesCurrent,,,,858258.000
LoansPayable,,100000.000,450000.000,550000.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired,,136000.000,46000.000,46000.000
OtherAssetsCurrent,,10500.000,-10500.000,
OtherAssetsMiscellaneous,,,470520.000,
OtherSignificantNoncashTransactionValueOfConsiderationGiven,,,385480.000,360000.000
PreferredStockAdditionalSeriesParOrStatedValuePerShare,,,2000.000,2000.000
PropertyPlantAndEquipmentNet,,4039.000,3690.000,3341.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,35476.000,105109.000,122607.000,120361.000
RelatedPartyTransactionDueFromToRelatedPartyNoncurrent,35476.000,,,
StockholdersEquity,-37231.000,-177484.000,147268.000,-271151.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-37231.000,-177484.000,147268.000,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,107500000.000,,238696781.000,
