,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,94962000.000,93073000.000,100901000.000,125490000.000,99401000.000,113201000.000,112610000.000,101176000.000,92835000.000,90409000.000,95624000.000,98500000.000,87651000.000,81325000.000,87248000.000,91092000.000,80935000.000,80939000.000,84464000.000,83983000.000,78681000.000,78679000.000
AccountsPayableCurrent,236749000.000,239303000.000,262114000.000,250282000.000,250265000.000,266752000.000,262209000.000,255252000.000,254286000.000,272411000.000,273456000.000,247890000.000,265856000.000,254894000.000,259463000.000,264773000.000,280750000.000,285390000.000,275917000.000,280140000.000,287040000.000,280224000.000,271376000.000,279635000.000,272283000.000
AccountsReceivableNetCurrent,57828000.000,62775000.000,61996000.000,58433000.000,56000000.000,58715000.000,59496000.000,53869000.000,56859000.000,59912000.000,57049000.000,52716000.000,49830000.000,54199000.000,51797000.000,46916000.000,46064000.000,50401000.000,48602000.000,44376000.000,46409000.000,48925000.000,46942000.000,43755000.000,44801000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,4764000.000,,,,4124000.000,,,,4373000.000,,,,4464000.000,,,,4730000.000,,,,4870000.000,,
AccruedIncomeTaxesCurrent,13704000.000,16529000.000,9379000.000,18813000.000,2865000.000,644000.000,13004000.000,15214000.000,10587000.000,5838000.000,6417000.000,32682000.000,7215000.000,7737000.000,4331000.000,3724000.000,3495000.000,3691000.000,6310000.000,10278000.000,4622000.000,2956000.000,1989000.000,14325000.000,3099000.000
AccruedInsuranceCurrent,,,8114000.000,,,,9626000.000,,,,11109000.000,,,,9407000.000,,,,7783000.000,,,,6472000.000,,
AccruedLiabilitiesCurrent,168544000.000,174040000.000,185509000.000,152430000.000,167264000.000,157499000.000,200267000.000,150230000.000,175864000.000,150397000.000,184762000.000,154719000.000,187534000.000,159991000.000,198769000.000,160630000.000,189486000.000,169301000.000,208717000.000,163892000.000,208598000.000,184691000.000,214584000.000,180859000.000,187408000.000
AccruedRentCurrent,,,12403000.000,,,,11540000.000,,,,11340000.000,,,,12289000.000,,,,12641000.000,,,,12942000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,308025000.000,317385000.000,317677000.000,326269000.000,336530000.000,339457000.000,352164000.000,355161000.000,360712000.000,366139000.000,375232000.000,387895000.000,396336000.000,409691000.000,413208000.000,419466000.000,426957000.000,442189000.000,428501000.000,440650000.000,454170000.000,466611000.000,467865000.000,480048000.000,506906000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-5507000.000,-3947000.000,-2452000.000,-1027000.000,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,4261000.000,-18724000.000,-20604000.000,-9629000.000,-20207000.000,-10653000.000,8000000.000,19800000.000,23900000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5424000.000,-1246000.000,-22671000.000,-23056000.000,-10656000.000,-20207000.000,-10653000.000,-7995000.000,-19789000.000,-23945000.000,-9818000.000,-7251000.000,-9966000.000,-3106000.000,-28548000.000,-45849000.000,-75707000.000,-63892000.000,-77705000.000,-87926000.000,-79777000.000,-93896000.000,-100051000.000,-118719000.000,-110693000.000
AdditionalPaidInCapitalCommonStock,665173000.000,672086000.000,681256000.000,701952000.000,721037000.000,528321000.000,540007000.000,436300000.000,259949000.000,177791000.000,91022000.000,41540000.000,8825000.000,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,2652000.000,2532000.000,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,2776000.000,2441000.000,2086000.000,2155000.000,2374000.000,2386000.000,2583000.000,,,2945000.000,,2252000.000,2339000.000,2488000.000,,1983000.000,1436000.000,1354000.000,,1386000.000,1274000.000,1222000.000,,1344000.000,1247000.000
Assets,1707024000.000,1725463000.000,1728600000.000,1792698000.000,1789932000.000,1813501000.000,2065800000.000,1969931000.000,1892069000.000,1925847000.000,1950086000.000,2060133000.000,2106025000.000,1983612000.000,2029973000.000,2097034000.000,2134853000.000,2189595000.000,2094351000.000,2043126000.000,2069350000.000,2091096000.000,2132063000.000,2109859000.000,2070787000.000
AssetsCurrent,840550000.000,862351000.000,879148000.000,908515000.000,901330000.000,929385000.000,1163907000.000,1060057000.000,988613000.000,1009614000.000,1015817000.000,1126637000.000,1178029000.000,1049794000.000,1104149000.000,1183768000.000,1241403000.000,1278728000.000,1187102000.000,1129982000.000,1144393000.000,1159145000.000,1172827000.000,1162921000.000,1126537000.000
AssetsNeededForImmediateSettlementAggregateFairValue,,9100000.000,6500000.000,4100000.000,1700000.000,,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,7199000.000,6485000.000,6098000.000,6094000.000,5602000.000,5515000.000,5469000.000,5137000.000,5021000.000,5012000.000,5091000.000,4875000.000,4624000.000,4099000.000,3728000.000,3155000.000,3059000.000,2870000.000,2612000.000,2541000.000,2292000.000,2123000.000,1826000.000,1684000.000
CashAndCashEquivalentsAtCarryingValue,59102000.000,52717000.000,63481000.000,71525000.000,64810000.000,53974000.000,240220000.000,147997000.000,62256000.000,53444000.000,47115000.000,157924000.000,202451000.000,46329000.000,106575000.000,190681000.000,246027000.000,239145000.000,140038000.000,67447000.000,88548000.000,90997000.000,86622000.000,94410000.000,49119000.000
CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,,8998000.000,6450000.000,4006000.000,1678000.000,,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,183357000.000,183871000.000,184502000.000,185677000.000,187040000.000,179940000.000,180548000.000,176391000.000,170253000.000,167756000.000,164762000.000,162959000.000,162394000.000,155834000.000,155104000.000,158324000.000,157650000.000,157495000.000,151898000.000,149564000.000,146275000.000,146375000.000,144842000.000,142983000.000,138843000.000
CommonStockSharesOutstanding,182902000.000,183415000.000,184057000.000,185303000.000,186707000.000,179607000.000,180241000.000,176058000.000,169921000.000,167424000.000,164425000.000,162727000.000,162151000.000,155391000.000,154668000.000,157757000.000,157083000.000,156992000.000,151452000.000,149155000.000,145854000.000,146023000.000,144571000.000,142716000.000,138594000.000
CommonStockValue,1829000.000,1834000.000,1841000.000,1853000.000,1867000.000,1796000.000,1802000.000,1761000.000,1699000.000,1674000.000,1644000.000,1627000.000,1622000.000,1554000.000,1547000.000,1578000.000,1571000.000,1570000.000,1515000.000,1492000.000,1458000.000,1460000.000,1446000.000,1427000.000,1386000.000
CreditAndDebitCardReceivablesAtCarryingValue,,,10300000.000,,,,20000000.000,,,,10600000.000,,,,13300000.000,,,,13300000.000,,,,15100000.000,,
DebtAndCapitalLeaseObligations,,,,1457220000.000,1356164000.000,1511348000.000,1617230000.000,1616709000.000,1638368000.000,1690761000.000,1690703000.000,1814265000.000,1813510000.000,1821715000.000,1811641000.000,1810992000.000,1810156000.000,1809802000.000,1787594000.000,1782832000.000,1783279000.000,1783604000.000,1784010000.000,1784287000.000,1790220000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,,1800000000.000,1800000000.000,1800000000.000,1800000000.000,1800000000.000,1805500000.000
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,,,,18688000.000,18113000.000,17539000.000,16964000.000
DebtInstrumentUnamortizedPremium,,,,,,,,,,,,,,,,,,,,6300000.000,6000000.000,5800000.000,5600000.000,5300000.000,5100000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,103697000.000,,,,131201000.000,,
DeferredRevenueCurrent,,,16987000.000,,,,19000000.000,,,,20890000.000,,,,21506000.000,,,,22674000.000,,,,23220000.000,,
DeferredTaxAssetsDerivativeInstruments,,,2503000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,75968000.000,,,,83495000.000,,,,83877000.000,,,,88634000.000,,,,87937000.000,,,,95238000.000,,
DeferredTaxAssetsHedgingTransactions,,3491000.000,-2500000.000,1600000.000,700000.000,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsInventory,,,3432000.000,,,,5208000.000,,,,3771000.000,,,,2450000.000,,,,3055000.000,,,,4492000.000,,
DeferredTaxAssetsLiabilitiesNet,,,-22776000.000,,,,-30478000.000,,,,-41455000.000,,,,-43324000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,,,,,,,,,33789000.000,40024000.000,39990000.000,39897000.000
DeferredTaxAssetsNet,,,58868000.000,,,,61814000.000,,,,57804000.000,,,,58708000.000,,,,52972000.000,,,,58667000.000,,
DeferredTaxAssetsNetCurrent,23011000.000,23018000.000,28535000.000,28574000.000,28588000.000,28577000.000,33465000.000,33458000.000,33515000.000,33592000.000,32486000.000,32511000.000,32460000.000,32398000.000,31650000.000,31746000.000,31771000.000,31678000.000,33709000.000,33578000.000,33772000.000,,40024000.000,39990000.000,39897000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,18315000.000,,,,23405000.000,,,,28776000.000,,,,31882000.000,,,,35315000.000,,,,36419000.000,,
DeferredTaxAssetsOther,,,2673000.000,,,,2011000.000,,,,3408000.000,,,,3874000.000,,,,4065000.000,,,,3225000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,19683000.000,,,,18771000.000,,,,20668000.000,,,,22984000.000,,,,17082000.000,,,,18425000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,28711000.000,,,,33495000.000,,,,26817000.000,,,,27074000.000,,,,27949000.000,,,,32145000.000,,
DeferredTaxAssetsValuationAllowance,,,17100000.000,,,,21681000.000,,,,26073000.000,,,,29926000.000,,,,34965000.000,,,,36571000.000,,
DeferredTaxLiabilities,,,81644000.000,,,,92292000.000,,,,99259000.000,,,,102032000.000,,,,50725000.000,,,,72534000.000,,
DeferredTaxLiabilitiesNoncurrent,44499000.000,46040000.000,51311000.000,55089000.000,56057000.000,56287000.000,63943000.000,65961000.000,69793000.000,76064000.000,73941000.000,73867000.000,73591000.000,73531000.000,74974000.000,83568000.000,83999000.000,82128000.000,85900000.000,98928000.000,101771000.000,100671000.000,114656000.000,118753000.000,120530000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,81644000.000,,,,92292000.000,,,,99259000.000,,,,102032000.000,,,,103697000.000,,,,131201000.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,,337000.000,1104000.000,761000.000,334000.000,370000.000,4000.000,72000.000,113000.000,98000.000,152000.000,170000.000,63000.000,114000.000,511000.000,1284000.000,2334000.000,872000.000,322000.000,433000.000,39000.000,132000.000,,779000.000,460000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,,390000.000,528000.000,27000.000,86000.000,603000.000,132000.000,386000.000,176000.000,248000.000,36000.000,220000.000,221000.000,285000.000,47000.000,3000.000,103000.000,260000.000,58000.000,94000.000,276000.000,137000.000,272000.000,46000.000,2486000.000
DerivativeLiabilitiesCurrent,,,6450000.000,,,,,,,,,,,,,,,,,,,,,,
DerivativeNetLiabilityPositionAggregateFairValue,,8998000.000,,,,,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,78796000.000,,,,79935000.000,,,,70802000.000,,,,76169000.000,,,,81319000.000,,,,75675000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,39119000.000,42227000.000,45467000.000,48657000.000,52210000.000,55782000.000,59192000.000,62184000.000,65291000.000,68364000.000,71759000.000,75307000.000,78875000.000,82597000.000,86320000.000,89887000.000,90470000.000,94578000.000,97897000.000,100887000.000,104803000.000,107637000.000,110713000.000,113334000.000,116749000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,19548000.000,,,,16093000.000,,,,10739000.000,,,,5317000.000,,,,3183000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,12297000.000,,,,13998000.000,,,,14021000.000,,,,13050000.000,,,,13039000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,8437000.000,,,,8810000.000,,,,7961000.000,,,,5321000.000,,,,3819000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,10220000.000,,,,10047000.000,,,,9380000.000,,,,8177000.000,,,,7346000.000,,
