,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableTradeCurrent,25767000.000,28827000.000,8882000.000,20224000.000,10824000.000,28971000.000
AccountsReceivableNetCurrent,65851000.000,68975000.000,61593000.000,67575000.000,72530000.000,72668000.000
AccruedAdvertisingCurrent,23201000.000,,,,20812000.000,
AccruedIncomeTaxesNoncurrent,9670000.000,9325000.000,9340000.000,8720000.000,9126000.000,8630000.000
AccruedLiabilitiesCurrent,118556000.000,122418000.000,108814000.000,145621000.000,117491000.000,122924000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,70644000.000,76095000.000,81063000.000,83315000.000,84495000.000,77188000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-136820000.000,-129330000.000,-133824000.000,-132803000.000,-176384000.000,-157088000.000
AdditionalPaidInCapitalCommonStock,404771000.000,418852000.000,441437000.000,470343000.000,490587000.000,512541000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1739000.000,1476000.000,1084000.000,885000.000,930000.000,952000.000
Assets,1926002000.000,1964884000.000,1996667000.000,2091876000.000,2048678000.000,2130025000.000
AssetsCurrent,204695000.000,256890000.000,280917000.000,366515000.000,369646000.000,556078000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,0.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,3000000.000,3000000.000,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,8700000.000,8700000.000,,,,
AvailableForSaleSecuritiesCurrent,11622000.000,11622000.000,0.000,0.000,0.000,
BusinessCombinationContingentConsiderationLiability,27400000.000,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,18972000.000,
CashAndCashEquivalentsAtCarryingValue,88173000.000,135898000.000,173993000.000,231154000.000,253651000.000,436187000.000
CommonStockCapitalSharesReservedForFutureIssuance,70100000.000,,,,61200000.000,
CostMethodInvestments,,54900000.000,55400000.000,55400000.000,,53100000.000
DebtInstrumentUnamortizedDiscountPremiumNet,-11691000.000,11266000.000,5308000.000,5100000.000,5245000.000,5023000.000
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,1400000.000,1600000.000,1600000.000,6800000.000,6500000.000,6700000.000
DeferredFinanceCostsNet,,16009000.000,15076000.000,14526000.000,13434000.000,12908000.000
DeferredIncomeTaxLiabilitiesNet,,,35621000.000,35438000.000,,
DeferredRevenueCurrent,169321000.000,191553000.000,191661000.000,196678000.000,184010000.000,172947000.000
DeferredTaxAssetsGross,74486000.000,,,,78239000.000,
DeferredTaxAssetsInvestments,2129000.000,,,,,
DeferredTaxAssetsNet,51242000.000,,,,54355000.000,
DeferredTaxAssetsOperatingLossCarryforwards,33373000.000,,,,33239000.000,
DeferredTaxAssetsOther,5627000.000,,,,7862000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,25269000.000,,,,27732000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,8088000.000,,,,9406000.000,
DeferredTaxAssetsValuationAllowance,23244000.000,,,,23884000.000,
DeferredTaxLiabilities,23160000.000,,,,14285000.000,
DeferredTaxLiabilitiesGrossNoncurrent,74402000.000,,,,68640000.000,
DeferredTaxLiabilitiesNoncurrent,34947000.000,35472000.000,,,25339000.000,26880000.000
DeferredTaxLiabilitiesOther,1230000.000,,,,2772000.000,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,43600000.000,,,,54400000.000,
EmployeeRelatedLiabilitiesCurrent,30012000.000,,,,35135000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,95900000.000,,,,90600000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,23232000.000,31642000.000,38163000.000,42110000.000,27864000.000,9957000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,21699000.000,,,,6784000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,926000.000,,,,500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,2600000.000,,,,973000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,6985000.000,,,,2552000.000,
FiniteLivedIntangibleAssetsGross,55943000.000,,,,38673000.000,
FiniteLivedIntangibleAssetsNet,32711000.000,,,,10809000.000,
Goodwill,1292775000.000,1301880000.000,1306843000.000,1311626000.000,1280843000.000,1220188000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,243697000.000,,,,238361000.000,
IntangibleAssetsNetExcludingGoodwill,276408000.000,271017000.000,265135000.000,261524000.000,249170000.000,221109000.000
IntangibleAssetsNetIncludingGoodwill,1569183000.000,,,,1530013000.000,
Liabilities,1647191000.000,,,,1552156000.000,
LiabilitiesAndStockholdersEquity,1926002000.000,1964884000.000,1996667000.000,2091876000.000,2048678000.000,2130025000.000
LiabilitiesCurrent,353644000.000,382798000.000,309357000.000,362523000.000,312325000.000,324842000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,0.000
LongTermDebt,1245172000.000,,,,1195172000.000,1195172000.000
LongTermDebtCurrent,40000000.000,40000000.000,0.000,0.000,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,40000000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,40000000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,40000000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,40000000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,40000000.000,,,,,
LongTermDebtNoncurrent,1193481000.000,1167897000.000,1214788000.000,1215546000.000,1176493000.000,1177241000.000
LongTermInvestments,55569000.000,54855000.000,55355000.000,55355000.000,55355000.000,53061000.000
MinorityInterest,0.000,,,,,
NotesPayableRelatedPartiesNoncurrent,0.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,58857000.000,,,,63405000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,9788000.000,,,,12066000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,4589000.000,,,,6401000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,5359000.000,,,,7527000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,8917000.000,,,,7991000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,10583000.000,,,,11479000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,19621000.000,,,,17941000.000,
OperatingLossCarryforwardsValuationAllowance,23500000.000,,,,23900000.000,
OtherAccruedLiabilitiesCurrent,65343000.000,,,,42572000.000,
OtherAssetsCurrent,39049000.000,40395000.000,45331000.000,67786000.000,43465000.000,47223000.000
OtherAssetsMiscellaneousCurrent,20066000.000,,,,29083000.000,
OtherAssetsNoncurrent,48488000.000,29435000.000,31702000.000,29576000.000,23936000.000,17860000.000
OtherLiabilitiesNoncurrent,49542000.000,55886000.000,62446000.000,18014000.000,22811000.000,28656000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,18983000.000,,,,14382000.000,
PropertyPlantAndEquipmentGross,118711000.000,,,,154223000.000,
PropertyPlantAndEquipmentNet,48067000.000,50807000.000,56715000.000,67280000.000,69728000.000,61729000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,5907000.000,5971000.000,5410000.000,5588000.000,6062000.000,5950000.000
RetainedEarningsAccumulatedDeficit,10612000.000,17764000.000,51842000.000,108252000.000,182063000.000,202116000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,16600000.000,,,,5000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,10061000.000,,,,11930000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,8.850,,,,10.950,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,65456000.000,,,,161423000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,34832000.000,,,,33646000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,12.080,,,,12.310,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,10061000.000,,,,11930000.000,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,34832000.000,,,,33646000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,47266000.000,,,,73373000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,3.460,,,,2.980,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,8.850,,,,10.950,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,12.080,,,,12.310,
StockholdersEquity,278811000.000,307535000.000,359705000.000,446047000.000,496522000.000,557826000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,278811000.000,,,,496522000.000,
UndistributedEarningsOfForeignSubsidiaries,269300000.000,,,,312400000.000,
