,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,5160.000,,,,,,,,,,,,
AccountsPayableCurrent,,11340.000,9740.000,0.000,2255.000,11560.000,11560.000,13560.000,3985.000,3000.000,1500.000,3000.000,1000.000,0.000,3500.000
AdditionalPaidInCapital,,,27471.000,27471.000,,,,,,,,,,,
Assets,,14881.000,35993.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,,14881.000,35993.000,0.000,0.000,,,,,,,,,,
Cash,,5797.000,35993.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashEquivalentsAtCarryingValue,874.000,5797.000,,,,,,,,,,,,,
CommonStockDiscountOnShares,,,,,146643.000,146643.000,146643.000,146643.000,146643.000,146643.000,146643.000,146643.000,146643.000,146643.000,146643.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,100000000.000,100000000.000,100000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,,15100000.000,19346000.000,19346000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000
CommonStockSharesOutstanding,,15100000.000,19346000.000,19346000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000,193460000.000
CommonStockSharesSubscribedButUnissued,,4088.000,,,,,,,,,,,,,
CommonStockSharesSubscriptions,,,,0.000,,,,,,,,,,,
CommonStockValue,,,19346.000,19346.000,193460.000,193460.000,193460.000,193460.000,193460.000,193460.000,193460.000,193460.000,193460.000,193460.000,193460.000
CommonStockValueOutstanding,,15100.000,,,,,,,,,,,,,
DeferredOfferingCosts,,9084.000,,0.000,0.000,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,-15647.000,20564.000,46817.000,51722.000,63945.000,65445.000,74348.000,78833.000,80333.000,87793.000,94544.000,,,
DueToRelatedPartiesCurrent,,,,,2650.000,5568.000,7068.000,13971.000,28031.000,30516.000,39476.000,44727.000,53531.000,61685.000,67558.000
Liabilities,,,,,,,,,,33516.000,40976.000,47727.000,,61685.000,71058.000
LiabilitiesAndStockholdersEquity,,14881.000,35993.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LiabilitiesCurrent,,11340.000,9740.000,0.000,4905.000,17128.000,18628.000,27531.000,32016.000,,,,54531.000,,
OperatingLossCarryforwards,,,7022.000,46817.000,,,,,78833.000,,,,53531.000,,
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,63945.000,65445.000,74348.000,78833.000,80333.000,87793.000,94544.000,101348.000,108502.000,117875.000
SharesIssued,2510.000,3541.000,,,,,,,,,,,,,
StockholdersEquity,,3541.000,26253.000,0.000,-4905.000,-17128.000,-18628.000,-27531.000,-32016.000,-33516.000,-40976.000,-47727.000,-54531.000,-61685.000,-71058.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-33516.000,-40976.000,-47727.000,,-61685.000,-71058.000
