,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2990000.000,2868000.000,2038000.000,1657000.000,4200000.000,2675000.000,4012000.000,3495000.000
AccountsReceivableNet,26363000.000,31969000.000,44164000.000,29817000.000,38663000.000,38286000.000,49154000.000,33703000.000
AccruedLiabilitiesCurrent,12765000.000,15725000.000,24707000.000,14424000.000,19798000.000,22226000.000,23499000.000,16346000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9477000.000,10531000.000,11678000.000,12807000.000,13932000.000,15050000.000,15964000.000,17102000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-19000.000,-39000.000
AdditionalPaidInCapital,,374822000.000,411524000.000,419640000.000,424249000.000,430939000.000,435360000.000,441913000.000
AllowanceForDoubtfulAccountsReceivable,580000.000,652000.000,730000.000,728000.000,998000.000,958000.000,1061000.000,1130000.000
Assets,86474000.000,186538000.000,230561000.000,213780000.000,223852000.000,226035000.000,243303000.000,229771000.000
AssetsCurrent,59660000.000,160118000.000,136865000.000,119943000.000,130601000.000,132706000.000,130233000.000,120668000.000
AvailableForSaleSecurities,,,,,,,38941000.000,45364000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,8000.000,4000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,27000.000,43000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,38960000.000,45403000.000
CapitalLeaseObligations,,,100000.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDue,,,70000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,70000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,0.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,0.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,0.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,0.000,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,2000.000,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,68000.000,,,,,
CapitalizedComputerSoftwareNet,,,600000.000,,,,300000.000,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,0.000,,,,,
Cash,27000000.000,123984000.000,86553000.000,83508000.000,84755000.000,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,87715000.000,53148000.000,50662000.000
ClassOfWarrantOrRightOutstanding,,,100000.000,,,,0.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,35700000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,13194806.000,39393903.000,41942026.000,42277059.000,42512882.000,42929120.000,43018737.000,43309925.000
CommonStockSharesOutstanding,13194806.000,39393903.000,41540400.000,41875433.000,42064253.000,42480491.000,42554683.000,42840896.000
CommonStockValue,132000.000,394000.000,415000.000,419000.000,421000.000,425000.000,426000.000,428000.000
ConvertiblePreferredStockSharesIssuedUponConversion,16382615.000,,,,,,,
DeferredIncomeTaxLiabilities,,,468000.000,,,,636000.000,
DeferredRevenueCurrent,66040000.000,74347000.000,87917000.000,90081000.000,99360000.000,104663000.000,116903000.000,116564000.000
DeferredRevenueNoncurrent,31471000.000,35805000.000,42400000.000,41776000.000,45362000.000,44601000.000,52160000.000,51083000.000
DeferredTaxAssetsDeferredIncome,,,9971000.000,,,,16471000.000,
DeferredTaxAssetsGross,,,58350000.000,,,,66510000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,1269000.000,,,,1775000.000,
DeferredTaxAssetsNet,,,22000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,37744000.000,,,,35492000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,99500000.000,,,,93800000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,21800000.000,,,,25600000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,71200000.000,,,,69200000.000,
DeferredTaxAssetsOther,,,3312000.000,,,,3959000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,2436000.000,,,,4999000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,300000.000,,,,458000.000,
DeferredTaxAssetsValuationAllowance,,,58328000.000,,,,66395000.000,
DeferredTaxLiabilities,,,446000.000,,,,521000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,417000.000,,,,534000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,2918000.000,3203000.000,3725000.000,4308000.000,4891000.000,3340000.000,3844000.000,4330000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,434000.000,434000.000,1434000.000,1434000.000,1434000.000,1434000.000,102000.000,102000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,2285000.000,,,,1930000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,445000.000,160000.000,,1702000.000,1119000.000,504000.000,,1444000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,368000.000,368000.000,1837000.000,1837000.000,1837000.000,1837000.000,1332000.000,1332000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,403000.000,403000.000,1880000.000,1880000.000,1880000.000,1859000.000,1837000.000,1837000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,522000.000,522000.000,1915000.000,1915000.000,1915000.000,1886000.000,1859000.000,1859000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,595000.000,595000.000,2034000.000,2034000.000,2034000.000,1930000.000,1886000.000,1886000.000
FiniteLivedIntangibleAssetsGross,5685000.000,5685000.000,15110000.000,15110000.000,15110000.000,12790000.000,12790000.000,12790000.000
FiniteLivedIntangibleAssetsNet,2767000.000,2482000.000,11385000.000,10802000.000,10219000.000,9450000.000,8946000.000,8460000.000
Goodwill,15758000.000,15847000.000,74565000.000,74943000.000,75048000.000,75110000.000,75110000.000,
IntangibleAssetsNetExcludingGoodwill,2767000.000,2482000.000,11385000.000,10802000.000,,,,
Liabilities,136455000.000,134080000.000,162486000.000,153165000.000,172706000.000,178389000.000,201265000.000,191914000.000
LiabilitiesAndStockholdersEquity,86474000.000,186538000.000,230561000.000,213780000.000,223852000.000,226035000.000,243303000.000,229771000.000
LiabilitiesCurrent,86762000.000,93970000.000,115767000.000,106929000.000,124405000.000,130916000.000,145609000.000,137644000.000
LiabilitiesFairValueDisclosure,,,,,,,0.000,
LongTermDebtCurrent,3976000.000,,,,,,,
LongTermDebtNoncurrent,13172000.000,,,,,,,
LongTermInvestments,,,,,,,20162000.000,16803000.000
OperatingLeasesFutureMinimumPaymentsDue,,,16115000.000,,,,17883.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,4901000.000,,,,6282.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,101000.000,,,,566.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,2431000.000,,,,1452.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,3679000.000,,,,4152.000,
