,2011-06-30
AccountsPayableCurrent,245257000.000
AccountsReceivableNetCurrent,315769000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,188000.000
AdditionalPaidInCapital,466373000.000
Assets,2947535000.000
AssetsCurrent,821499000.000
CashAndCashEquivalentsAtCarryingValue,162059000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,500000000.000
CommonStockSharesIssued,67754824.000
CommonStockSharesOutstanding,67754824.000
CommonStockValue,678000.000
DeferredRevenueCurrent,40294000.000
DeferredTaxAssetsNetCurrent,30796000.000
DeferredTaxLiabilitiesNoncurrent,41214000.000
Goodwill,658255000.000
IntangibleAssetsNetExcludingGoodwill,186639000.000
InventoryNet,272330000.000
Liabilities,3468385000.000
LiabilitiesAndStockholdersEquity,2947535000.000
LiabilitiesCurrent,523047000.000
LongTermDebtCurrent,31599000.000
LongTermDebtNoncurrent,2790984000.000
MinorityInterest,9610000.000
OtherAssetsNoncurrent,73549000.000
OtherLiabilitiesNoncurrent,113140000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,100000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PrepaidExpenseAndOtherAssetsCurrent,40545000.000
PropertyPlantAndEquipmentNet,1207593000.000
RetainedEarningsAccumulatedDeficit,-992662000.000
StockholdersEquity,-530460000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-520850000.000
