,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsAndOtherReceivablesNetCurrent,57880000.000,56744000.000,60939000.000,68258000.000,65976000.000,63352000.000,59987000.000,64672000.000,65311000.000,66678000.000,58649000.000,68501000.000,60252000.000,59716000.000,60242000.000,57464000.000,64017000.000,63753000.000,42044000.000,39895000.000,40982000.000
AccountsPayableCurrent,34421000.000,42953000.000,39011000.000,50829000.000,59004000.000,58521000.000,83939000.000,81601000.000,83131000.000,102887000.000,114191000.000,100273000.000,85215000.000,85281000.000,67734000.000,61461000.000,60660000.000,65480000.000,64098000.000,20616000.000,24837000.000
AccruedInsuranceCurrent,,,,,,,,,,,,,,,,,,,1749000.000,985000.000,363000.000
AccruedLiabilitiesCurrent,38503000.000,38320000.000,31524000.000,26657000.000,29543000.000,30551000.000,30506000.000,35176000.000,32114000.000,35973000.000,44758000.000,53762000.000,44856000.000,45780000.000,35645000.000,35848000.000,25911000.000,38707000.000,24830000.000,29417000.000,31141000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,77000.000,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,99087000.000,102668000.000,92194000.000,98505000.000,105463000.000,112196000.000,84666000.000,89147000.000,96879000.000,107231000.000,118299000.000,130115000.000,142708000.000,154242000.000,118535000.000,123680000.000,129057000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-42000.000,-58000.000,274000.000,274000.000,274000.000,274000.000,-637000.000,-633000.000,-628000.000,-625000.000,-504000.000,-502000.000,-501000.000,-499000.000,-217000.000,-216000.000,-215000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-346000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-258000.000,106000.000,-304000.000,88000.000,-244000.000,-244000.000,-244000.000,-244000.000,667000.000,663000.000,658000.000,655000.000,534000.000,532000.000,531000.000,529000.000,247000.000,246000.000,245000.000
AdditionalPaidInCapital,218188000.000,231246000.000,232562000.000,233279000.000,233905000.000,235110000.000,234115000.000,234971000.000,235855000.000,236674000.000,308825000.000,311056000.000,312243000.000,313464000.000,313815000.000,384691000.000,385992000.000,387351000.000,396750000.000,397774000.000,402409000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1730000.000,1846000.000,566000.000,570000.000,640000.000,755000.000,573000.000,450000.000,447000.000,486000.000,554000.000,469000.000,594000.000,453000.000,371000.000,372000.000,435000.000,493000.000,555000.000,610000.000,432000.000
AssetRetirementObligationsNoncurrent,,,,,4012000.000,4082000.000,4152000.000,4227000.000,4302000.000,4377000.000,4452000.000,4532000.000,4611000.000,4691000.000,4775000.000,4862000.000,4949000.000,5036000.000,5123000.000,5217000.000,5312000.000
Assets,518172000.000,650193000.000,631492000.000,626711000.000,637206000.000,802865000.000,811828000.000,822388000.000,844300000.000,926532000.000,1005312000.000,1002580000.000,979044000.000,1024339000.000,973517000.000,1020057000.000,1002116000.000,1002852000.000,392052000.000,316688000.000,308743000.000
AssetsCurrent,258145000.000,388085000.000,333181000.000,323239000.000,311535000.000,433132000.000,381301000.000,328092000.000,274541000.000,263106000.000,276153000.000,222669000.000,167278000.000,197781000.000,154970000.000,203174000.000,191350000.000,169161000.000,118325000.000,99444000.000,92009000.000
AssetsNoncurrent,38880000.000,32907000.000,38259000.000,22276000.000,17441000.000,23844000.000,25305000.000,24535000.000,23951000.000,23012000.000,20909000.000,19952000.000,19191000.000,20515000.000,19454000.000,23913000.000,23147000.000,47667000.000,18886000.000,19206000.000,18966000.000
BuildingsAndImprovementsGross,,,,,37608000.000,35988000.000,25438000.000,28376000.000,28724000.000,27611000.000,27758000.000,27819000.000,63723000.000,69688000.000,96904000.000,96990000.000,98417000.000,98694000.000,41083000.000,41103000.000,41103000.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,257000.000,,,,,,,,,,
Cash,,,,,138525000.000,262362000.000,218938000.000,156649000.000,101403000.000,119807000.000,136110000.000,65253000.000,52877000.000,71950000.000,30497000.000,84777000.000,50828000.000,34716000.000,25675000.000,24996000.000,16844000.000
CashAndCashEquivalentsAtCarryingValue,129470000.000,250138000.000,188500000.000,172465000.000,163681000.000,287531000.000,244119000.000,181843000.000,126609000.000,120024000.000,136327000.000,65470000.000,53094000.000,72167000.000,30714000.000,84994000.000,51045000.000,34934000.000,25675000.000,,
CashEquivalentsAtCarryingValue,,,,,25156000.000,25169000.000,25181000.000,25194000.000,25206000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,217000.000,218000.000,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,43696000.000,43696000.000,43696000.000,43787000.000,43816000.000,43954000.000,43954000.000,43086000.000,44108000.000,44112000.000,50437000.000,50708000.000,50708000.000,50719000.000,50719000.000,56658000.000,56663000.000,56666000.000,60174000.000,60352000.000,60352000.000
CommonStockSharesOutstanding,43696000.000,43696000.000,43696000.000,43787000.000,43816000.000,43954000.000,43954000.000,43086000.000,44108000.000,44112000.000,50437000.000,50708000.000,50708000.000,50719000.000,50719000.000,56658000.000,56663000.000,56666000.000,60174000.000,60352000.000,60352000.000
CommonStockValue,436000.000,436000.000,436000.000,438000.000,438000.000,439000.000,439000.000,440000.000,440000.000,441000.000,504000.000,507000.000,507000.000,507000.000,507000.000,567000.000,567000.000,567000.000,602000.000,602000.000,602000.000
CommonUnitOutstanding,,,,,,,,,,,,,,,,,,,100000000.000,100000000.000,100000000.000
ConstructionInProgressGross,,,,,105799000.000,152808000.000,226829000.000,291942000.000,371524000.000,466047000.000,546519000.000,600340000.000,45048000.000,52358000.000,33556000.000,34948000.000,42183000.000,45092000.000,8847000.000,10623000.000,12675000.000
ConvertibleDebtFairValueDisclosures,,,,,,95000000.000,95000000.000,100000000.000,107000000.000,108000000.000,127000000.000,130000000.000,137000000.000,128000000.000,,106000000.000,102000000.000,,,,
ConvertibleNotesPayable,,,,,80910000.000,81684000.000,82476000.000,83284000.000,84110000.000,84953000.000,,86694000.000,87593000.000,88511000.000,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,373090000.000,,,,419443000.000,,,,,,
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,,11951000.000,11445000.000,10204000.000,9714000.000,9147000.000,8764000.000,8028000.000,7457000.000,6774000.000,6322000.000,,5488000.000,4879000.000,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,15.000,15.000,15.000,,,,,,,,,,,,,,
DebtorInPossessionFinancingBorrowingsOutstanding,,,,,,,,,,,,,,,,,,,,42500000.000,57500000.000
DeferredCostsAndOtherAssets,,,,,,,,,,,,,,,9262000.000,,,,,,
DeferredCostsCurrentAndNoncurrent,,,,,,,,,,,,,,10121000.000,9262000.000,8336000.000,7513000.000,8051000.000,1496000.000,,
DeferredFinanceCostsNet,,,,,3087000.000,9716000.000,10773000.000,10219000.000,10046000.000,9517000.000,8903000.000,8324000.000,7828000.000,8715000.000,8042000.000,7264000.000,6481000.000,6908000.000,,,
DeferredFinanceCostsNoncurrentNet,,3036000.000,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,-53776000.000,,,,52134000.000,,,,73940000.000,,,,17307000.000,,
DeferredTaxAssetsDerivativeInstruments,,,,,,,68000.000,,,,539000.000,,,,90000.000,,,,507000.000,,
DeferredTaxAssetsGross,,,,,,,25932000.000,,,,35362000.000,,,,73295000.000,,,,436285000.000,,
DeferredTaxAssetsGrossCurrent,,,,,,,2731000.000,,,,6337000.000,,,,5251000.000,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,1530000.000,,,,0.000,,,,0.000,,,,0.000,,
DeferredTaxAssetsInventory,,,,,,,451000.000,,,,624000.000,,,,1205000.000,,,,8363000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-29265000.000,,,,32427000.000,,,,70589000.000,,,,14194000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,2731000.000,,,,6337000.000,,,,5251000.000,,,,,,
DeferredTaxAssetsNetCurrent,6114000.000,6399000.000,0.000,,,,2731000.000,2685000.000,2928000.000,3242000.000,6337000.000,5762000.000,6214000.000,6671000.000,5251000.000,4788000.000,5312000.000,5843000.000,,,
DeferredTaxAssetsNetNoncurrent,1984000.000,1984000.000,1855000.000,1855000.000,1855000.000,1855000.000,1530000.000,1530000.000,1530000.000,1530000.000,0.000,,,,,5587000.000,5845000.000,21060000.000,0.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,8636000.000,,,,14120000.000,,,,49003000.000,,,,120215000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,2801000.000,,,,3617000.000,,,,7534000.000,,,,10152000.000,,
DeferredTaxAssetsOther,,,,,,,4272000.000,,,,6999000.000,,,,7563000.000,,,,5772000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,96473000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,,,,,4286.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,,542000.000,,,,901000.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,3286000.000,,,,3837000.000,,,,4628000.000,,,,5668000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,1421000.000,,,,2180000.000,,,,132000.000,,,,,,
DeferredTaxLiabilities,,,,,,,,,,,19707000.000,,,,3351000.000,,,,3113000.000,,
DeferredTaxLiabilitiesCurrent,,,1716000.000,1752000.000,1645000.000,1402000.000,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,,,-7122000.000,,,,5742000.000,,,,4090000.000,,,,2425000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,-1219000.000,,,,884000.000,,,,704000.000,,,,645000.000,,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,
DeferredTaxLiabilitiesNoncurrent,39735000.000,48262000.000,45899000.000,45614000.000,45324000.000,45031000.000,33526000.000,33218000.000,32905000.000,32586000.000,26044000.000,25710000.000,25369000.000,25020000.000,8602000.000,0.000,0.000,0.000,3113000.000,3113000.000,3113000.000
