,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,32204392.000,,,,-3040906.000,,,,-1065278.000,,,,
EarningsPerShareBasicAndDiluted,0.440,-0.460,-0.450,-1.260,-0.490,-0.470,-0.490,-0.540,-0.560,-0.520,-0.450,-0.530,-0.140
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,,,0.000,,
FederalIncomeTaxExpenseBenefitContinuingOperations,0.000,,,,0.000,,,,0.000,,0.000,,
GeneralAndAdministrativeExpense,727149.000,1327196.000,1313697.000,1314662.000,2477835.000,1744257.000,1571511.000,1684924.000,2247207.000,1722230.000,1530340.000,3114204.000,1552329.000
IncomeTaxExpenseBenefit,0.000,,,,0.000,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-13128.000,,,,-562924.000,,,,-737160.000,,,,-1659757.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,,36822.000
IncreaseDecreaseInPrepaidExpense,170470.000,,,,13293.000,,,,-38175.000,,,,-275997.000
IncreaseDecreaseInSecurityDeposits,,,,,,,,,-43532.000,,,,0.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,,14242.000,14786.000,12829.000,4912.000,37152.000
InvestmentIncomeInterest,,,,,,2615.000,9359.000,,,,,,36822.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,,,0.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,,,,,-4261224.000
NetCashProvidedByUsedInFinancingActivities,34455669.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,34455669.000,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,4009893.000,,,,-2000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,4009893.000,,,,-2000000.000
NetCashProvidedByUsedInOperatingActivities,-2251277.000,,,,-3040906.000,,,,-5075171.000,,,,-2261224.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2251277.000,,,,-3040906.000,,,,-5075171.000,,,,-2261224.000
NetIncomeLoss,-2543839.000,-3920113.000,-3843154.000,-3273878.000,-4187233.000,-4031908.000,-5019317.000,-5504248.000,-5816632.000,-5408357.000,-4631430.000,-5464710.000,-1529865.000
OfficersCompensation,10176.000,30019.000,16304.000,17071.000,,,,,,,,,
OperatingExpenses,2543839.000,3920113.000,3843154.000,3273878.000,4187233.000,4034523.000,5028676.000,5514331.000,5830874.000,5423143.000,4644259.000,5469622.000,1567017.000
OperatingIncomeLoss,-2543839.000,-3920113.000,-3843154.000,-3273878.000,-4187233.000,-4034523.000,-5028676.000,-5514331.000,-5830874.000,-5423143.000,-4644259.000,-5469622.000,-1567017.000
PaymentsToAcquireNotesReceivable,,,,,,,,,,,,,2000000.000
PaymentsToAcquireShortTermInvestments,,,,,,,,,3990107.000,,,,0.000
ProceedsFromIssuanceInitialPublicOffering,34455669.000,,,,,,,,,,,,
ProceedsFromSaleOfShortTermInvestments,,,,,,,,,8000000.000,,,,0.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,1816690.000,2592917.000,2529457.000,1959216.000,1709398.000,2290266.000,3457165.000,3829407.000,3583667.000,3700913.000,3113919.000,2355418.000,14688.000
Revenues,,,,,,,0.000,,,,,,0.000
SalesRevenueNet,,,,,,,0.000,,,,,,0.000
ShareBasedCompensation,95960.000,,,,1643710.000,,,,1353093.000,,,,689223.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,251000.000,,,,,,45226.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,11.350,,,,,,,,
ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,,,,,78834.000,,,,145020.000,,,,
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,0.000,,,,0.000,,,,0.000,,,,
StockIssuedDuringPeriodSharesIssuedForServices,0.000,0.000,0.000,0.000,,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,34455669.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,95960.000,,,,1643710.000,,,,1353093.000,,,,689223.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5749220.000,8537877.000,8537877.000,-14974624.000,8552150.000,8584554.000,10274718.000,-17978717.000,10315726.000,10339514.000,10359493.000,-20648893.000,11123991.000
