,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-05-09,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,11000.000,1854.000,9243.000,9784.000,,1875.000,28690.000,37175.000,19376.000,2063.000,
AccountsReceivableNetCurrent,,,,,,49815.000,34931.000,48621.000,17303.000,4620.000,
AccruedReclamationCostsCurrent,,,,,,,,-15000.000,-14232.000,,
AdditionalPaidInCapital,,109425.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,296865.000,296865.000,305865.000,341865.000,,813592.000,846592.000,848178.000,874579.000,874578.000,874578.000
Assets,189868.000,151229.000,121015.000,113047.000,,526570.000,481832.000,348766.000,271264.000,146665.000,114766.000
AssetsCurrent,121868.000,83229.000,38015.000,10047.000,,403570.000,322832.000,148545.000,102275.000,64676.000,32777.000
CapitalizedCostsMineralInterestsInUnprovedProperties,68000.000,68000.000,83000.000,103000.000,,123000.000,159000.000,191500.000,159500.000,72500.000,72500.000
Cash,121868.000,83229.000,35422.000,8102.000,,310749.000,210043.000,71419.000,60122.000,55699.000,30169.000
CashAndCashEquivalentsAtCarryingValue,121868.000,83229.000,35422.000,8102.000,,310749.000,210043.000,71419.000,60122.000,55699.000,30169.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,0.250,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,0.260,,0.260
ClassOfWarrantOrRightOutstanding,2925000.000,2925000.000,2925000.000,2925000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,-8965.000,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,7661000.000,,,,,,,,,,
CommonStockSharesOutstanding,7661000.000,7661000.000,7661000.000,8161000.000,,12944333.000,13244333.000,13255683.000,13440683.000,13440683.000,13440683.000
CommonStockValue,76610.000,76610.000,77610.000,81610.000,,129443.000,132443.000,132557.000,134406.000,134406.000,134406.000
ContractualObligation,,5000.000,,,,,,,,,
ContractualObligationDueAfterFifthYear,,100000.000,100000.000,100000.000,,100000.000,,,100000.000,,
ContractualObligationDueInFourthYear,,75000.000,75000.000,75000.000,,75000.000,,,75000.000,,
ContractualObligationDueInNextTwelveMonths,,5000.000,5000.000,5000.000,,5000.000,,,5000.000,,
ContractualObligationDueInSecondYear,,25000.000,25000.000,25000.000,,25000.000,,,25000.000,,
ContractualObligationDueInThirdYear,,50000.000,50000.000,50000.000,,50000.000,,,50000.000,,
DeferredCompensationLiabilityCurrent,,,10000.000,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,457242.000,
DeferredTaxAssetsNet,,,,,,-153190.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,153190.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,437687.000,,,,757065.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,-457242.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,194607.000,224100.000,281703.000,329177.000,,461900.000,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,0.088,,0.092,0.099,0.099,0.099
FairValueAssumptionsExercisePrice,,,,,,0.300,,,,,
Liabilities,,,19243.000,9784.000,,45435.000,28690.000,65425.000,28366.000,55253.000,98687.000
LiabilitiesAndStockholdersEquity,189868.000,151229.000,121015.000,113047.000,,526570.000,481832.000,348766.000,271264.000,146665.000,114766.000
LiabilitiesCurrent,11000.000,1854.000,9243.000,,,,,37175.000,19376.000,2063.000,9297.000
OtherAssetsCurrent,,,,,,,,8721.000,9489.000,9489.000,9489.000
PreferredStockParOrStatedValuePerShare,0.050,0.050,0.050,0.050,,0.050,0.050,0.050,0.050,0.050,0.050
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,2593.000,1945.000,,43006.000,77858.000,13505.000,10618.000,4357.000,2608.000
RetainedEarningsAccumulatedDeficit,,,,,,,-525893.000,-697394.000,-766087.000,-917572.000,-992905.000
SaleOfStockPricePerShare,0.100,0.100,0.100,0.100,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,0.260,,,
SharePrice,,,,,,,,0.150,0.135,,0.080
StockholdersEquity,178868.000,149375.000,101772.000,103263.000,,481135.000,453142.000,283341.000,242898.000,91412.000,16079.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,101772.000,103263.000,,481135.000,453142.000,283341.000,242898.000,91412.000,16079.000
