,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,584242.000,580707.000,602040.000,925193.000,662683.000,595194.000,514294.000,732212.000,297168.000,190228.000,188626.000,233433.000,247698.000,256836.000,256797.000,285871.000,292490.000
AccountsReceivableNetCurrent,,,,3588.000,26217.000,31363.000,26114.000,729167.000,237596.000,38313.000,149185.000,49433.000,27116.000,11583.000,891.000,0.000,0.000
AccruedLiabilitiesCurrent,316948.000,333123.000,359756.000,357712.000,389365.000,376850.000,374219.000,888886.000,673636.000,625565.000,688491.000,607629.000,610978.000,602044.000,594676.000,598789.000,594105.000
AccruedSalesCommissionCurrent,,,,,0.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-481599.000,-487406.000,-491809.000,-495698.000,,,-510442.000,,,,518854.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-62806.000,-97302.000,-104850.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000,-102858.000
AdditionalPaidInCapital,2758001.000,2758001.000,2758001.000,2644910.000,3816496.000,3841260.000,3880469.000,3959007.000,4005671.000,3826606.000,3835460.000,3844315.000,3844315.000,3844315.000,3777339.000,3792589.000,3792589.000
Assets,1850430.000,1771130.000,1824041.000,2252452.000,3007994.000,2847681.000,2860783.000,4220424.000,3197384.000,2644667.000,2787348.000,2627771.000,2494270.000,1460539.000,1115987.000,1145796.000,1154674.000
AssetsCurrent,281691.000,213582.000,275464.000,719208.000,406275.000,266118.000,298889.000,1675567.000,669897.000,378037.000,537746.000,392571.000,277670.000,235548.000,202715.000,243842.000,266483.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,94792.000,94792.000,41198.000,72458.000,73604.000,89833.000,0.000,,106063.000,86750.000,291175.000,60792.000,47125.000,61479.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,116313.000,87485.000,106063.000,,80771.000,60792.000,47125.000,61479.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,1078989.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,75000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,255000.000,,,,,,,
CapitalizedComputerSoftwareGross,,,,,255000.000,255000.000,255000.000,,,255000.000,,,,238542.000,,,
CashAndCashEquivalentsAtCarryingValue,30359.000,32166.000,28291.000,547688.000,274112.000,167060.000,116650.000,640494.000,144721.000,102684.000,144612.000,123102.000,44148.000,53681.000,58382.000,116835.000,126016.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,74520248.000,74520248.000,74520248.000,73428421.000,86931169.000,86931169.000,86986939.000,87313464.000,87413464.000,76853464.000,76853464.000,76853464.000,76853464.000,76853464.000,60109783.000,63159783.000,63159783.000
CommonStockSharesOutstanding,74520248.000,74520248.000,74520248.000,73428421.000,86931169.000,86931169.000,,87313464.000,87413464.000,76853464.000,76853464.000,76853464.000,76853464.000,76853464.000,60109783.000,63159783.000,63159783.000
CommonStockValue,74520.000,74520.000,74520.000,73428.000,86931.000,86931.000,86987.000,87313.000,87413.000,76853.000,76853.000,76853.000,76853.000,76853.000,60110.000,63160.000,63160.000
DeferredRevenueAndCreditsCurrent,437123.000,310867.000,291595.000,114220.000,24813.000,56879.000,23649.000,108590.000,123849.000,90716.000,124654.000,111734.000,116033.000,122007.000,180515.000,143893.000,166434.000
DeferredTaxAssetsGross,,,,,,,688100.000,,,655700.000,,,,888200.000,,,
DeferredTaxAssetsNet,,,,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,12400.000,,,4100.000,,,,1700.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,222400.000,,,309700.000,,,,377500.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-688100.000,,,-655700.000,,,,888200.000,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,,,93324.000,94595.000,84745.000,80028.000,78872.000,73258.000,72201.000,72201.000,72201.000,72201.000,19375.000,19375.000,19375.000,19375.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,,,,,,,65148.000,66449.000,,68989.000,70241.000,71466.000
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,,,,,,,,,,,0.000
DisposalGroupIncludingDiscontinuedOperationCash,,,,,,,,,,0.000,0.000,0.000,,,,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,,,,,,,,,,,,0.000,0.000
