,2016-12-31
AllocatedShareBasedCompensationExpense,23000000.000
AmortizationOfIntangibleAssets,280000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,11969000.000
AssetImpairmentCharges,11000000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,-12000000.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,57000000.000
CapitalizedComputerSoftwareAdditions,10000000.000
CapitalizedComputerSoftwareAmortization,61000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,250000000.000
ComprehensiveIncomeNetOfTax,-1138000000.000
CostOfServices,5462000000.000
CostsAndExpenses,7635000000.000
CurrentFederalTaxExpenseBenefit,-116000000.000
CurrentForeignTaxExpenseBenefit,31000000.000
CurrentStateAndLocalTaxExpenseBenefit,1000000.000
DebtIssuanceCosts,39000000.000
DeferredFederalIncomeTaxExpenseBenefit,-132000000.000
DeferredForeignIncomeTaxExpenseBenefit,-3000000.000
DeferredIncomeTaxExpenseBenefit,-160000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-25000000.000
Depreciation,130000000.000
DepreciationDepletionAndAmortization,613000000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,0.000
EarningsPerShareBasic,-4.850
EarningsPerShareDiluted,-4.850
EffectOfExchangeRateOnCashAndCashEquivalents,-6000000.000
EffectiveIncomeTaxRateContinuingOperations,0.199
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.001
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.007
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,-0.190
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.008
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.018
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,-0.007
EffectiveIncomeTaxRateReconciliationTaxSettlements,0.014
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,9000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000
GoodwillImpairmentLoss,935000000.000
GoodwillTranslationAdjustments,-44000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1329000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,102000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1227000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-983000000.000
IncomeLossFromContinuingOperationsPerBasicShare,-4.850
IncomeLossFromContinuingOperationsPerDilutedShare,-4.850
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000
IncomeTaxEffectsAllocatedDirectlyToEquityEmployeeStockOptions,0.000
IncomeTaxExpenseBenefit,-244000000.000
IncomeTaxExpenseBenefitIntraperiodTaxAllocation,-236000000.000
IncomeTaxesPaid,-123000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-60000000.000
IncreaseDecreaseInAccountsReceivable,27000000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,39000000.000
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,-1132000000.000
IncreaseDecreaseInOtherOperatingAssets,90000000.000
IncreaseDecreaseInOtherOperatingLiabilities,-210000000.000
IncreaseDecreaseInRestrictedCash,-248000000.000
InterestExpense,14000000.000
InterestExpenseDebt,6000000.000
InterestExpenseRelatedParty,26000000.000
LeaseAndRentalExpense,378000000.000
LitigationSettlementExpense,26000000.000
NetCashProvidedByUsedInFinancingActivities,132000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,132000000.000
NetCashProvidedByUsedInInvestingActivities,16000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,16000000.000
NetCashProvidedByUsedInOperatingActivities,108000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,108000000.000
NetIncomeLoss,-983000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-23000000.000
OtherComprehensiveIncomeLossBeforeTax,-162000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,0.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,0.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,-135000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-135000000.000
OtherComprehensiveIncomeLossNetOfTax,-155000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,27000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,20000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,-31000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,-2000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-1000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,-2000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-1000000.000
OtherCostAndExpenseOperating,34000000.000
OtherNonoperatingIncomeExpense,-34000000.000
OtherOperatingActivitiesCashFlowStatement,1000000.000
PaymentsForProceedsFromInvestments,-11000000.000
PaymentsForProceedsFromOtherInvestingActivities,1000000.000
PaymentsForRestructuring,46000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,1000000.000
PaymentsToAcquirePropertyPlantAndEquipment,149000000.000
PaymentsToDevelopSoftware,39000000.000
PensionContributions,6000000.000
PreferredStockDividendRatePercentage,0.080
ProceedsFromDivestitureOfBusinesses,-53000000.000
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,1902000000.000
ProceedsFromPaymentsForOtherFinancingActivities,0.000
ProfitLoss,-983000000.000
ProvisionForDoubtfulAccounts,4000000.000
RelatedPartyCosts,36000000.000
RepaymentsOfLongTermDebt,32000000.000
ResearchAndDevelopmentExpense,31000000.000
RestructuringAndRelatedCostIncurredCost,-56000000.000
RestructuringCharges,86000000.000
RestructuringCostsAndAssetImpairmentCharges,73000000.000
RestructuringReserveAccrualAdjustment,13000000.000
RestructuringReserveTranslationAdjustment,1000000.000
RestructuringSettlementAndImpairmentProvisions,73000000.000
RevenueFromRelatedParties,50000000.000
Revenues,6358000000.000
SalesRevenueNet,6358000000.000
SalesRevenueServicesNet,6358000000.000
SellingGeneralAndAdministrativeExpense,686000000.000
ShareBasedCompensation,23000000.000
TaxAdjustmentsSettlementsAndUnusualProvisions,-5000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation,1000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,5000000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,5000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,1000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,0.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,14000000.000
ValuationAllowancesAndReservesChargedToOtherAccounts,-14000000.000
ValuationAllowancesAndReservesDeductions,0.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,0.000
WeightedAverageNumberOfSharesOutstandingBasic,202875000.000
