,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccruedLiabilitiesCurrent,828000.000,826000.000,833000.000,836000.000,825000.000,833000.000,827000.000,827000.000,828000.000,836000.000,835000.000,838000.000,843000.000,856000.000,861000.000,820000.000,695000.000
AdditionalPaidInCapitalCommonStock,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000,5739000.000
Assets,10000.000,11000.000,12000.000,13000.000,15000.000,15000.000,15000.000,8000.000,7000.000,12000.000,4000.000,8000.000,3000.000,10000.000,5000.000,22000.000,17000.000
AssetsCurrent,10000.000,11000.000,12000.000,13000.000,15000.000,15000.000,15000.000,8000.000,7000.000,12000.000,4000.000,8000.000,3000.000,10000.000,5000.000,22000.000,17000.000
Cash,10000.000,11000.000,12000.000,13000.000,15000.000,15000.000,15000.000,8000.000,7000.000,12000.000,4000.000,8000.000,3000.000,10000.000,5000.000,22000.000,17000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000,130000000.000
CommonStockSharesIssued,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000
CommonStockSharesOutstanding,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000,100472328.000
CommonStockValue,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000,1005000.000
DeferredTaxAssetsGross,,,,,,7286000.000,,,,7576000.000,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,7286000.000,,,,7576000.000,,,,7638000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,7286000.000,,,,7576000.000,,,,7638000.000,,,
DueToRelatedPartiesCurrent,5179000.000,5376000.000,5553000.000,5702000.000,6038000.000,6194000.000,6247000.000,6295000.000,6348000.000,6405000.000,6437000.000,6482000.000,6512000.000,6565000.000,6593000.000,6716000.000,6746000.000
Liabilities,,,6386000.000,,,,,,,7241000.000,,,,,,,
LiabilitiesAndStockholdersEquity,10000.000,11000.000,12000.000,13000.000,15000.000,15000.000,15000.000,8000.000,7000.000,12000.000,4000.000,8000.000,3000.000,10000.000,5000.000,22000.000,17000.000
LiabilitiesCurrent,6007000.000,6202000.000,,6538000.000,6863000.000,7027000.000,7074000.000,7122000.000,7176000.000,,7272000.000,7320000.000,7355000.000,7421000.000,7454000.000,7536000.000,7441000.000
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,0.000
PreferredStockValue,0.000,0.000,,0.000,0.000,,0.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-12741000.000,-12935000.000,-13118000.000,-13269000.000,-13592000.000,-13756000.000,-13803000.000,-13858000.000,-13913000.000,-13973000.000,-14012000.000,-14056000.000,-14096000.000,-14155000.000,-14193000.000,-14258000.000,-14168000.000
StockholdersEquity,-5997000.000,-6191000.000,-6374000.000,-6525000.000,-6848000.000,-7012000.000,-7059000.000,-7114000.000,-7169000.000,-7229000.000,-7268000.000,-7312000.000,-7352000.000,-7411000.000,-7449000.000,-7514000.000,-7424000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-6374000.000,,,,,,,-7229000.000,,,,,,,
