,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1895000.000,2722000.000,7025000.000,3226000.000,3489000.000,3392000.000,4881000.000,3983000.000,3693000.000,3545000.000,5160000.000,7562000.000,5560000.000,5895000.000,6987000.000,7952000.000,5961000.000,5595000.000,8585000.000,4702000.000,4796000.000,5411000.000,2864000.000,5238000.000
AccountsReceivableNetCurrent,19369000.000,22646000.000,21077000.000,20837000.000,21699000.000,19926000.000,22253000.000,27045000.000,26690000.000,25594000.000,29446000.000,28901000.000,31771000.000,30967000.000,34916000.000,34979000.000,32900000.000,33754000.000,37164000.000,38829000.000,33611000.000,33682000.000,35179000.000,34593000.000
AccruedLiabilitiesCurrent,5203000.000,6708000.000,5501000.000,7024000.000,5765000.000,8122000.000,6340000.000,8773000.000,8340000.000,10451000.000,8464000.000,9958000.000,9863000.000,11403000.000,10444000.000,15510000.000,12406000.000,14465000.000,8922000.000,9599000.000,11140000.000,13599000.000,10180000.000,12137000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,38995000.000,,,,43521000.000,,,,45914000.000,,,,51535000.000,,,,56716000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,28000.000,-42000.000,-30000.000,47000.000,-2000.000,16000.000,15000.000,33000.000,21000.000,18000.000,12000.000,21000.000,3000.000,-2000.000,-15000.000,17515000.000,12028000.000,1332000.000,2752000.000,4701000.000,767000.000,2804000.000,1198000.000,-22000.000
AdditionalPaidInCapitalCommonStock,271179000.000,275250000.000,281147000.000,287499000.000,297437000.000,306289000.000,313915000.000,319048000.000,330451000.000,336617000.000,345345000.000,347582000.000,355889000.000,362331000.000,370496000.000,373674000.000,382039000.000,386738000.000,395059000.000,397337000.000,408516000.000,415144000.000,427102000.000,434191000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,3700000.000,3900000.000,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,799000.000,940000.000,1206000.000,968000.000,1145000.000,1171000.000,1133000.000,1393000.000,1713000.000,1847000.000,1907000.000,1932000.000,2119000.000,2754000.000,3628000.000,3574000.000,3712000.000,3926000.000,3988000.000,3996000.000,4113000.000,4260000.000,4508000.000,3724000.000
Assets,121372000.000,131079000.000,142998000.000,146581000.000,158979000.000,173173000.000,153734000.000,157000000.000,167657000.000,176700000.000,177034000.000,173337000.000,177950000.000,179345000.000,185921000.000,201970000.000,192525000.000,178343000.000,184617000.000,177721000.000,180089000.000,191951000.000,201114000.000,201874000.000
AssetsCurrent,87351000.000,108245000.000,128995000.000,130445000.000,142489000.000,154766000.000,130209000.000,132639000.000,142721000.000,148954000.000,144992000.000,139888000.000,146488000.000,145208000.000,148520000.000,175044000.000,162393000.000,142005000.000,142950000.000,136557000.000,139017000.000,144349000.000,145964000.000,142094000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,,,,,,,,54568000.000
AvailableForSaleSecurities,,,,,,,,,,74265000.000,72071000.000,73905000.000,73209000.000,67452000.000,73934000.000,105042000.000,95912000.000,70003000.000,62410000.000,,,,,54546000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,21000.000,19000.000,23159000.000,19015000.000,2101000.000,4310000.000,7356000.000,1970000.000,4358000.000,2021000.000,3000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,23000.000,34000.000,18000.000,17000.000,4000.000,10000.000,,3000.000,5000.000,2000.000,25000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,56863000.000,69006000.000,81045000.000,78947000.000,74407000.000,74247000.000,72059000.000,73885000.000,73206000.000,67454000.000,73949000.000,81901000.000,76914000.000,67906000.000,58110000.000,48315000.000,50927000.000,60249000.000,54566000.000,54568000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,34000.000,,,,10000.000,,,,2000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,40499000.000,,,,24260000.000,,,,42282000.000,,,,20559000.000,,,,9443000.000,
AvailableForSaleSecuritiesCurrent,37252000.000,40278000.000,67605000.000,64854000.000,55570000.000,68251000.000,81060000.000,78980000.000,74428000.000,74265000.000,72071000.000,72621000.000,73209000.000,67452000.000,73934000.000,105042000.000,95912000.000,70003000.000,62410000.000,55671000.000,52894000.000,64602000.000,56585000.000,53648000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,,,,,1285000.000,,,,,,,,,,,,898000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,,,,,1285000.000,,,,,,,,,,,,898000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,56863000.000,69006000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,55573000.000,68236000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,55570000.000,68251000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,1290000.000,770000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,1291000.000,771000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,,,,,,,,,,,,73905000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,,,,,,,,,,,,73885000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,,,,,72600000.000,,,,,,,,,,,,53670000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,,,,,72620000.000,,,,,,,,,,,,53648000.000
