,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,119023.000,3925.000,14825.000,2877.000,42959.000,20830.000,26875.000,34096.000,65955.000,205102.000,173660.000,139401.000,119946.000,148322.000,83018.000,75852.000,79718.000,87018.000,103735.000,78412.000,19193.000
AccountsPayableRelatedPartiesCurrent,,,,,,11000.000,11000.000,0.000,0.000,0.000,,,,,,,,,,,
AccountsReceivableFairValueDisclosure,,,,,,,,,,24633.000,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,24633.000,0.000,0.000,0.000,0.000,,,,,,,
AccruedLiabilitiesCurrent,13893.000,12619.000,24197.000,38528.000,50987.000,552318.000,0.000,72359.000,,,,,0.000,0.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,49885.000,60303.000,70913.000,81806.000,92776.000,104255.000,119349.000,142377.000,177667.000,75200.000,106669.000,139933.000,173197.000,206461.000,239758.000,273022.000,306286.000,339550.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,8483.000,6155.000,2740.000,938.000,3799.000,-5371.000,-8193.000,-18142.000,-21759.000,-21782.000,-21745.000,-24120.000,-24115.000,-24110.000,-24124.000,-24169.000,-24135.000,-24135.000,-24135.000,-24135.000
AdditionalPaidInCapital,1475365.000,1820703.000,1883064.000,1945425.000,2112032.000,2878769.000,4164700.000,4167700.000,4189822.000,4396796.000,4424921.000,4788150.000,5728822.000,6413945.000,6502451.000,6592563.000,6705537.000,6768264.000,6873762.000,7372070.000,7439023.000
Assets,1252562.000,337988.000,290248.000,249484.000,299428.000,690440.000,606469.000,278651.000,260228.000,647489.000,1146673.000,1088167.000,903222.000,940024.000,1029018.000,847935.000,766032.000,722618.000,706648.000,1099929.000,1012649.000
AssetsCurrent,347677.000,83825.000,46222.000,15595.000,67361.000,463028.000,389028.000,67860.000,36295.000,250271.000,543724.000,261468.000,266576.000,281979.000,404237.000,256418.000,207114.000,196997.000,214291.000,198310.000,180513.000
