,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,13613000.000,8962000.000,6296000.000,6973000.000
AccountsReceivableNetCurrent,640000.000,1056000.000,655000.000,1348000.000
AccruedBonusesCurrent,369000.000,393000.000,245000.000,17000.000
AccruedLiabilitiesCurrent,13397000.000,12437000.000,12150000.000,11228000.000
AccruedMarketingCostsCurrent,,,443000.000,
AccruedRoyaltiesCurrent,3419000.000,3309000.000,2502000.000,2357000.000
AccruedSalesCommissionCurrent,2695000.000,2695000.000,2395000.000,2395000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,13920000.000,12324000.000
AdditionalPaidInCapital,374218000.000,84375000.000,92166000.000,115303000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,700000.000,
Assets,45872000.000,86801000.000,62556000.000,67948000.000
AssetsCurrent,13233000.000,59877000.000,40287000.000,48565000.000
CapitalLeasedAssetsGross,,,191000.000,
CapitalizedComputerSoftwareGross,,,800000.000,700000.000
CashAndCashEquivalentsAtCarryingValue,5544000.000,55001000.000,36093000.000,43049000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,9.500,,,4.500
ClassOfWarrantOrRightOutstanding,2287948.000,,,2707138.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,0.000,45078666.000,45078666.000,51846521.000
CommonStockSharesOutstanding,0.000,45078666.000,45078666.000,51846521.000
CommonStockValue,,45000.000,,52000.000
ContractualObligation,692000.000,300000.000,,
ContractualObligationDueAfterFifthYear,60000.000,60000.000,,
ContractualObligationDueInFifthYear,60000.000,60000.000,,
ContractualObligationDueInFourthYear,87000.000,60000.000,,
ContractualObligationDueInSecondYear,183000.000,60000.000,,
ContractualObligationDueInThirdYear,172000.000,60000.000,,
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,130000.000,,,
ConvertibleDebtFairValueDisclosures,196700000.000,,,
ConvertibleDebtNoncurrent,196720000.000,,,
CostMethodInvestments,3542000.000,3542000.000,3542000.000,3542000.000
DebtInstrumentCarryingAmount,208260000.000,34620000.000,34620000.000,34620000.000
DebtInstrumentUnamortizedDiscount,7647000.000,3876000.000,3306000.000,2755000.000
DebtInstrumentUnamortizedPremium,,,,908000.000
DeferredCompensationArrangementWithIndividualDistributionsPaid,,,300000.000,
DeferredFinanceCostsNet,5406000.000,865000.000,737000.000,610000.000
DeferredIncomeTaxLiabilities,,,1376000.000,
DeferredOfferingCosts,3114000.000,,56000.000,
