,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-189000.000,,,,-299000.000
AdvertisingExpense,100000.000,,,,,
AllocatedShareBasedCompensationExpense,1510000.000,3015000.000,3522000.000,4264000.000,3836000.000,4012000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,0.000,,,,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1327750.000,12500.000,15210.000,3970638.000,-3698348.000,3500000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,31000.000
CapitalExpendituresIncurredButNotYetPaid,,334000.000,,,,339000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1941000.000,,,,96147000.000
ComprehensiveIncomeNetOfTax,598000.000,2109000.000,-1608000.000,-2119000.000,13859000.000,-2344000.000
CostOfRevenue,16919000.000,18014000.000,23636000.000,24313000.000,26525000.000,25504000.000
DeferredIncomeTaxesAndTaxCredits,,1329000.000,,,,-1000.000
DepreciationDepletionAndAmortization,500000.000,,600000.000,700000.000,,
EarningsPerShareBasic,0.040,0.030,0.010,-0.040,0.490,-0.100
EarningsPerShareDiluted,0.030,0.020,0.010,-0.040,0.450,-0.100
EffectOfExchangeRateOnCashAndCashEquivalents,,42000.000,,,,91000.000
EffectiveIncomeTaxRateContinuingOperations,0.568,0.632,1.483,-0.013,15.948,-0.774
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,400000.000,,,,400000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,1510000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,1510000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,100000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-11000.000,,,,0.000
GrossProfit,33497000.000,39905000.000,41470000.000,42874000.000,46580000.000,47709000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2084000.000,2121000.000,-383000.000,-1092000.000,-1515000.000,-1751000.000
IncomeTaxExpenseBenefit,1183000.000,1341000.000,-568000.000,14000.000,-16470000.000,1355000.000
IncreaseDecreaseInAccountsPayable,,1350000.000,,,,889000.000
IncreaseDecreaseInAccountsReceivable,,1343000.000,,,,1880000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,4013000.000,,,,4766000.000
IncreaseDecreaseInInventories,,9083000.000,,,,6057000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,3248000.000,,,,-2248000.000
IncreaseDecreaseInRestrictedCash,,,,,,1686000.000
InterestIncomeExpenseNonoperatingNet,17000.000,510000.000,559000.000,631000.000,623000.000,644000.000
InventoryWriteDown,400000.000,317000.000,,,,256000.000
LeaseAndRentalExpense,900000.000,1100000.000,1300000.000,1400000.000,1400000.000,1400000.000
NetCashProvidedByUsedInFinancingActivities,,-3000.000,,,,105524000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-3000.000,,,,105524000.000
NetCashProvidedByUsedInInvestingActivities,,1604000.000,,,,-11662000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,1604000.000,,,,-11662000.000
NetCashProvidedByUsedInOperatingActivities,,-3584000.000,,,,2194000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3584000.000,,,,2194000.000
NetIncomeLoss,901000.000,780000.000,185000.000,-1106000.000,14955000.000,-3106000.000
NetIncomeLossAvailableToCommonStockholdersBasic,276000.000,780000.000,185000.000,-1106000.000,14955000.000,-3106000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,276000.000,780000.000,185000.000,-1106000.000,14955000.000,-3106000.000
OciBeforeReclassificationsNetOfTaxAttributableToParent,,,,-1013000.000,,793000.000
OperatingExpenses,31315000.000,38070000.000,42140000.000,44237000.000,47732000.000,49755000.000
OperatingIncomeLoss,2182000.000,1835000.000,-670000.000,-1363000.000,-1152000.000,-2046000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,0.000,281000.000,88000.000,-115000.000,-196000.000,70000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-303000.000,1048000.000,-1881000.000,-898000.000,-900000.000,692000.000
OtherComprehensiveIncomeLossBeforeReclassificationsTax,,,,-66000.000,,0.000
OtherComprehensiveIncomeLossNetOfTax,,,,-1013000.000,,762000.000
OtherNonoperatingIncomeExpense,-115000.000,-224000.000,-272000.000,-360000.000,-986000.000,-349000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,0.000,,,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,1642000.000,,,,2089000.000
PaymentsToAcquireAvailableForSaleSecurities,,9531000.000,,,,44777000.000
PaymentsToAcquirePropertyPlantAndEquipment,,1115000.000,,,,3194000.000
PreferredStockDividendsIncomeStatementImpact,0.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,106563000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,11750000.000,,,,15020000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,500000.000,,,,22975000.000
ProceedsFromStockOptionsExercised,,129000.000,,,,1050000.000
ProductWarrantyAccrualPayments,,114000.000,,,,206000.000
ProductWarrantyExpense,,-215000.000,,,,
ProvisionForDoubtfulAccounts,,11000.000,,,,145000.000
ReclassificationFromAociCurrentPeriodBeforeTaxAttributableToParent,,,,-1000.000,,31000.000
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,,,,0.000,,31000.000
ReclassificationFromAociCurrentPeriodTax,,,,-1000.000,,0.000
ResearchAndDevelopmentExpense,4560000.000,5001000.000,6264000.000,6497000.000,6113000.000,7034000.000
Revenues,50416000.000,57919000.000,65106000.000,67187000.000,73105000.000,73213000.000
SalesRevenueNet,50416000.000,57919000.000,65106000.000,67187000.000,73105000.000,73213000.000
SellingGeneralAndAdministrativeExpense,26755000.000,33069000.000,35876000.000,37740000.000,41619000.000,42721000.000
ShareBasedCompensation,,3015000.000,,,,4012000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,1762.000,,,,969.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,2.360,,,,2.730
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,19.220,,,,10.560
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,,,148354.000,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,45490.000,,,,383457.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,,,3800000.000,,,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,625000.000,0.000,0.000,0.000,0.000,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesDiluted,625000.000,0.000,0.000,0.000,,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,10189248.000,32486516.000,32693684.000,30604384.000,-62306506.000,31611841.000
WeightedAverageNumberOfSharesOutstandingBasic,7853730.000,29990006.000,30210322.000,30604384.000,-60340129.000,31611841.000
