,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,4843000.000,6898000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,21000.000,12000.000
AdditionalPaidInCapitalCommonStock,335190000.000,335623000.000
Assets,27344000.000,20173000.000
AssetsCurrent,27206000.000,20066000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,23801000.000,18083000.000
CashAndCashEquivalentsAtCarryingValue,2045000.000,1081000.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000
CommonStockSharesIssued,57176285.000,57176285.000
CommonStockSharesOutstanding,57176285.000,57176285.000
CommonStockValue,57000.000,57000.000
DeferredRentCreditCurrent,24000.000,14000.000
LiabilitiesAndStockholdersEquity,27344000.000,20173000.000
LiabilitiesCurrent,5824000.000,7372000.000
OtherLiabilitiesNoncurrent,6000.000,1000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,
PreferredStockSharesOutstanding,0.000,
PreferredStockValue,0.000,
PrepaidExpenseAndOtherAssetsCurrent,1360000.000,902000.000
PropertyPlantAndEquipmentNet,138000.000,107000.000
RetainedEarningsAccumulatedDeficit,-313754000.000,-322892000.000
StockholdersEquity,21514000.000,12800000.000
WarrantsAndRightsOutstanding,957000.000,460000.000
