,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,,,,,
PrepaidExpenseAndOtherAssets,72918000.000,72595000.000,73384000.000,65959000.000,74927000.000,77020000.000,71980000.000
ProductLiabilityContingencyAccrualDiscountAmount,,,,375000.000,,,
PropertyPlantAndEquipmentGross,,,,248636000.000,,,
PropertyPlantAndEquipmentNet,87404000.000,85477000.000,82578000.000,84278000.000,80792000.000,79571000.000,77887000.000
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,,,,390931000.000,,,
PropertySubjectToOrAvailableForOperatingLeaseGross,,,,1858766000.000,,,
PropertySubjectToOrAvailableForOperatingLeaseNet,1682099000.000,1800231000.000,1604889000.000,1467835000.000,1756009000.000,2107982000.000,1875607000.000
RestrictedCashAndCashEquivalents,159945000.000,126360000.000,201327000.000,353265000.000,213521000.000,199002000.000,250144000.000
RetainedEarningsAccumulatedDeficit,-145446000.000,-102941000.000,-36320000.000,-2419000.000,37952000.000,87379000.000,142879000.000
SelfInsuranceReserve,,105861000.000,108741000.000,86515000.000,81906000.000,80317000.000,82358000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,2619140.000,2617452.000,2083550.000,1994171.000,2918067.000,2726312.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,358142.000,363017.000,247517.000,211567.000,1168546.000,1168546.000
StockholdersEquity,559493000.000,607307000.000,668805000.000,607672000.000,655220000.000,683015000.000,744241000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,559493000.000,607307000.000,668805000.000,607672000.000,655220000.000,683015000.000,744241000.000
TaxesPayableCurrentAndNoncurrent,,6500000.000,,,,,
TreasuryStockShares,6486103.000,6491719.000,6491719.000,6491719.000,8007112.000,8304956.000,8328031.000
TreasuryStockValue,231038000.000,231496000.000,231496000.000,231496000.000,336516000.000,360003000.000,361847000.000
