,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
CommonStockSharesIssued,153000000.000,,,,146300000.000,,
CommonStockSharesOutstanding,153000000.000,153000000.000,148400000.000,146300000.000,146300000.000,146700000.000,146100000.000
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,0.042,,,,0.040,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease,0.030,,,,0.028,,
DefinedBenefitPlanNumberOfSharesOfEquitySecuritiesIssuedByEmployerAndRelatedPartiesIncludedInPlanAssets,188276.000,,,,109630.000,,
LongtermDebtWeightedAverageInterestRate,0.004,,,,,,
PreferredStockSharesIssued,0.000,,,,0.000,,
PreferredStockSharesOutstanding,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,1422994.000,,,,1599915.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,153000000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,2407973.000,,,,2450082.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,2399076.000,,,,2437475.000,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,1422994.000,,,,1599915.000,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,2407973.000,,,,2450082.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,137000000.000,,,,,,
ShortTermDebtWeightedAverageInterestRate,,,0.007,0.007,,,
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,13549977.000,0.000,,,,,
