,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,4500.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-979.000,,,,-353811.000,,,,-63981.000,,,,-348344.000,,,,-32959.000,,
ComprehensiveIncomeNetOfTax,,,,,,-153466.000,826765.000,-38255.000,-42008.000,-60242.000,-77287.000,17634.000,163063.000,140118.000,147024.000,246302.000,-53929.000,-35871.000,86970.000,67481.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-24814.000,-2867.000,-26198.000,-31055.000,,,,,,,,,,,,,,,,
CostOfGoodsSold,0.000,0.000,,,,119289.000,124856.000,126507.000,125639.000,155958.000,110394.000,92067.000,85266.000,53532.000,47829.000,23776.000,41368.000,,,
CostOfRevenue,,,,,,123251.000,128533.000,130352.000,129855.000,159813.000,112690.000,94371.000,86379.000,53532.000,47829.000,44308.000,47519.000,59560.000,63336.000,56547.000
Depreciation,,,,,,,,,,,,,,,,,,1456.000,2226.000,3336.000
DepreciationDepletionAndAmortization,,58.000,57.000,57.000,35661.000,11273.000,9913.000,8184.000,8053.000,7776.000,7470.000,6882.000,8691.000,6812.000,5195.000,2422.000,2132.000,1456.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,-0.020,-0.002,0.014,-0.001,-0.001,-0.001,-0.001,0.000,0.003,0.002,0.002,0.004,-0.001,-0.001,0.001,0.001
EffectOfExchangeRateOnCashAndCashEquivalents,,1885.000,,,,3525.000,,,,-649.000,,,,3525.000,,,,3410.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,0.100,,,,0.320,,,,0.290,0.420,0.320
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.350,,,,0.350,,,,0.340,,,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,,,,,,,,,,,,,0.250,,
ForeignCurrencyTransactionGainLossBeforeTax,-8733.000,0.000,,,,,,,,,,,,,,,,,,
GainLossOnInvestments,0.000,0.000,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfInvestments,,0.000,,,,,,,,,,,,,,,,,,
