,2011-09-30,2012-09-30,2013-09-30,2014-09-30,2015-09-30,2016-09-30
AdjustmentForAmortization,391749.000,861000.000,570000.000,449000.000,71000.000,72000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,7574046.000,-4722000.000,6152000.000,-3170000.000,-6237000.000,109000.000
CostOfGoodsSold,321598421.000,349812000.000,343063000.000,249859000.000,218263000.000,212163000.000
DebtConversionConvertedInstrumentAmount1,,,14000.000,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,,,0.042
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,,,0.035
Depreciation,13536138.000,11393000.000,11387000.000,11488000.000,11618000.000,11785000.000
DistributedEarnings,,,,,-13327000.000,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,13327000.000,3332000.000
DividendsCommonStockCash,,1000000.000,,,,
EarningsPerShareBasic,,,,3681.030,1032.570,382.160
EarningsPerShareBasicAndDiluted,,-50.350,-416.970,,,
EarningsPerShareDiluted,,,,2080.080,922.330,382.160
EntityWideRevenueMajorCustomerAmount,,,340183181.000,,,
ExtinguishmentOfDebtAmount,,,,10128000.000,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,10128000.000,4700000.000,0.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,6325414.000,7767000.000,-1202858.000,-8891000.000,481000.000,-460000.000
GainLossOnDispositionOfAssets,,-11000.000,-28000.000,-150000.000,0.000,
GainsLossesOnExtinguishmentOfDebt,,,,-10128000.000,-4700000.000,0.000
GeneralAndAdministrativeExpense,4357402.000,4533000.000,3966000.000,4460000.000,4843000.000,4588000.000
GrossProfit,11490436.000,13064000.000,7131000.000,69689000.000,23854000.000,11163000.000
IncreaseDecreaseInAccountsPayable,3809246.000,-2026000.000,2284000.000,-4824000.000,1888000.000,-619000.000
IncreaseDecreaseInAccountsReceivable,-5526249.000,-5510000.000,-1193000.000,-5171000.000,-2229000.000,9843000.000
IncreaseDecreaseInAccruedLiabilities,4193566.000,-1953000.000,-381000.000,-1041000.000,3067000.000,-420000.000
IncreaseDecreaseInBrokerageReceivables,1168435.000,,,,,
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,-688039.000,4013000.000,-4013000.000,0.000,,
IncreaseDecreaseInInventories,3184994.000,1229000.000,-3982000.000,3716000.000,2137000.000,-4361000.000
IncreaseDecreaseInOtherCurrentAssets,,896000.000,362000.000,329000.000,78000.000,-18000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,-99996.000,-100000.000,-100000.000,-100000.000,-100000.000,-100000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,573841.000,-510000.000,44000.000,1173000.000,-1284000.000,143000.000
IncreaseDecreaseInRestrictedCash,301361.000,1000.000,1000.000,1000.000,1000.000,-305000.000
InsuredEventGainLoss,,,,,2085000.000,0.000
InterestExpense,9901706.000,10176000.000,9364000.000,,,
InterestExpenseSubordinatedNotesAndDebentures,,,,2614000.000,399000.000,0.000
InterestIncomeExpenseNet,,,,6493000.000,1695000.000,1022000.000
InterestPaid,5716274.000,8057000.000,4989000.000,4425000.000,1851000.000,1346000.000
InvestmentIncomeInterest,17835.000,20000.000,8000.000,,,
LongTermPurchaseCommitmentAmount,,19281149.000,4623256.000,10031000.000,10200000.000,10600000.000
MarketableSecuritiesRealizedGainLoss,,7766608.000,,,,
MarketingExpense,,,3970542.000,,,
NetCashProvidedByUsedInFinancingActivities,-14574089.000,-12311000.000,-14804000.000,-69548000.000,-39246000.000,-7521000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-14574089.000,-12311000.000,-14804000.000,-69548000.000,-39246000.000,-7521000.000
NetCashProvidedByUsedInInvestingActivities,-3159305.000,-875000.000,-730000.000,-3277000.000,95000.000,-4632000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3159305.000,-875000.000,-730000.000,-3277000.000,95000.000,-4632000.000
NetCashProvidedByUsedInOperatingActivities,25307440.000,8464000.000,21686000.000,69655000.000,32914000.000,12262000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,25307440.000,8464000.000,21686000.000,69655000.000,32914000.000,12262000.000
NetIncomeLoss,-2707306.000,-662000.000,-5479000.000,48608000.000,13761000.000,5093000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,48608000.000,13761000.000,5093000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,51222000.000,14160000.000,5093000.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-206.050,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,4728000.000,0.000
OperatingIncomeLoss,7133034.000,8531000.000,3165000.000,65229000.000,21096000.000,6575000.000
OperatingLeasesRentExpenseNet,,5330493.000,5927288.000,4500000.000,3600000.000,4700000.000
OtherIncome,43531.000,,,,,
OtherNonoperatingIncome,,963000.000,712000.000,,,
OtherNonoperatingIncomeExpense,-9840340.000,-9193000.000,-8644000.000,-16621000.000,-7335000.000,-1482000.000
PaymentsForPurchaseOfOtherAssets1,,,,,500000.000,0.000
PaymentsOfDividends,,1000000.000,0.000,,,
PaymentsOfFinancingCosts,,120000.000,0.000,436000.000,0.000,
PaymentsToAcquireProductiveAssets,2857944.000,874000.000,768000.000,3276000.000,2402000.000,4937000.000
ProceedsFromInsuranceSettlementInvestingActivities,,,,,2998000.000,0.000
ProceedsFromLinesOfCredit,13300000.000,18763000.000,166400000.000,104800000.000,145575000.000,163861000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,39000.000,0.000,,
RepaymentsOfLinesOfCredit,27874089.000,29954000.000,181204000.000,173912000.000,171494000.000,168050000.000
Revenues,333088857.000,362876000.000,350194000.000,319548000.000,242117000.000,223326000.000
SalesRevenueNet,333045326.000,362876000.000,350194000.000,319548000.000,242117000.000,223326000.000
