,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsAndNotesReceivableNet,,,,358664.000,189544.000,205798.000,,,,,,,,,,
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,1973.000,0.000,,,
AccountsPayableAndAccruedLiabilities,,365178.000,419568.000,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,5429.000,5429.000,5429.000,506391.000,656391.000,6391.000,6391.000,80470.000,168217.000,,,286982.000,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,287951.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,728199.000,1354752.000,1757979.000,1586219.000,1092908.000,1682226.000,1841961.000,2036495.000,2186911.000,2497401.000,2807618.000,2648795.000,2846043.000
AccountsPayableOtherCurrent,,,,,,,,,,924000.000,924000.000,1144000.000,,,,
AccountsPayableRelatedParties,174150.000,,,,,,,,,,,,,,,
AccountsReceivableNet,,193967.000,,358664.000,189544.000,205798.000,223943.000,177602.000,,,,,,,,
AccountsReceivableNetCurrent,,457179.000,381154.000,358664.000,189544.000,205798.000,223943.000,177602.000,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,200000.000,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,457819.000,461514.000
AccruedSalariesCurrent,1000000.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,-44040.000,-50788.000,-58000.000,-65212.000,-72424.000,-79636.000,86848.000,94060.000
AdditionalPaidInCapital,54016320.000,39247893.000,41520762.000,46417717.000,46453342.000,46453340.000,50240443.000,53870429.000,64645686.000,66190781.000,67973277.000,68965776.000,71192503.000,71767003.000,72241505.000,72716006.000
AllowanceForDoubtfulAccountsReceivable,,,,42847.000,47255.000,2920.000,14729.000,28428.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,687211.000,,,,,,,,,,,,,,,
Assets,47066334.000,1454704.000,999950.000,1013708.000,795866.000,748439.000,933397.000,3281194.000,2491253.000,408771.000,640447.000,555548.000,701398.000,764448.000,234578.000,290397.000
AssetsCurrent,2104221.000,979376.000,533660.000,565612.000,356483.000,317771.000,509595.000,2820470.000,2266202.000,277845.000,516733.000,439046.000,592108.000,662370.000,139712.000,202743.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,111519.000,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,111519.000,,,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,349000.000,367000.000,385000.000,385000.000,385000.000
Cash,1415377.000,521553.000,152506.000,81050.000,166939.000,111973.000,277794.000,2601007.000,2216102.000,115825.000,283446.000,451.000,142540.000,5170.000,8486.000,1769.000
CashAndCashEquivalentsAtCarryingValue,1415377.000,521553.000,152506.000,81050.000,166939.000,111973.000,277794.000,2601007.000,2216102.000,115825.000,283446.000,451.000,142540.000,5170.000,8486.000,1769.000
CashUninsuredAmount,,,,,,,,2330664.000,1705487.000,0.000,,,0.000,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,1154234.000,,,
CommitmentsAndContingencies,,,,,,,,,,,,,0.000,,,
CommonStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,27628366.000,27628366.000,27822811.000,28546439.000,30012168.000,30847918.000,31038934.000,31390934.000,31500934.000,11118390.000,11143717.000,11143717.000,11143717.000
CommonStockSharesOutstanding,,20504238.000,,27628366.000,,27822811.000,28546439.000,27628366.000,30847918.000,31038934.000,31390934.000,31500934.000,11118390.000,11143717.000,11143717.000,11143717.000
CommonStockValue,198.000,,213.000,276.000,276.000,278.000,286.000,300.000,308.000,310.000,314.000,315.000,111.000,111.000,111.000,111.000
CommonStockValueOutstanding,,205.000,,,,,,,,,,,,,,
ConvertibleDebt,,,,650000.000,650000.000,650000.000,,0.000,,,,,,,,
DebtCurrent,,272174.000,325023.000,0.000,0.000,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,0.000,0.000,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,0.000,0.000,,,,,,,,,,,
DeferredFinanceCostsCurrentNet,,,,,,,,,,,,,276811.000,,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,,,,,,47960.000,,,
DeferredTaxAssetsGross,,,,,2298584.000,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,0.000,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,9309598.000,,,,9464388.000,,,
DeferredTaxAssetsOther,,,,,,,,,19075.000,,,,-32701.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,0.000,,,,3956819.000,,,,1556796.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,250000.000,,,,294387.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,-1455152.000,,,,6985532.000,,,,6395176.000,,,
DeferredTaxAssetsValuationAllowance,,,,,843432.000,,,,-20657196.000,,,,-17726006.000,,,
DepositAssets,,,,,,,,,,123670.000,123671.000,123671.000,,93671.000,91941.000,21941.000
DepositsAssetsCurrent,,,,,,,,,,,,,23671.000,,,
DerivativeLiabilitiesCurrent,6538085.000,,,,,,,539500.000,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-15713313.000,-42036929.000,-44754675.000,47076080.000,48797470.000,49596109.000,55100682.000,55462478.000,66634732.000,69111498.000,70713717.000,72427293.000,74129323.000,75227636.000,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,98374.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,180699.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,,,,,,,,,,,,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,,,,,13145.000,,,,,,,
DueToOfficersOrStockholders,,3137500.000,3137500.000,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,288167.000,367466.000,403225.000,3294192.000,3234144.000,267597.000,82000.000,7078.000,85409.000,82000.000,546526.000,832437.000,1042865.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,162852.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,,,2883494.000,2408993.000,1934491.000
FairValueAssumptionsExercisePrice,,,,,0.500,,,,,,,,,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,,,49917.000,,,
InterestPayableCurrent,,,,,11109.000,23335.000,548.000,0.000,,,,,30716.000,33611.000,14238.000,17553.000
Liabilities,8773129.000,4243535.000,4233650.000,1671795.000,3139718.000,3890930.000,5793350.000,4872943.000,4479991.000,3329178.000,3380573.000,4016750.000,3638107.000,4224970.000,,5468846.000
LiabilitiesAndStockholdersEquity,47066334.000,1454704.000,999950.000,1013708.000,795866.000,748439.000,933397.000,3281194.000,2491253.000,408771.000,640447.000,555548.000,701398.000,764448.000,234578.000,290397.000
LiabilitiesCurrent,1734275.000,3780281.000,3887520.000,1021795.000,2239718.000,2840930.000,5793350.000,4872943.000,4299292.000,3329178.000,3380573.000,4016750.000,3638107.000,4224970.000,4862432.000,5443846.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,180699.000,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,180699.000,,,,0.000,,,
LongTermDebtCurrent,272174.000,,,,,,,,,,,,,,,
LongTermNotesPayable,,,,,,,,,,,,,,,,25000.000
MineralPropertiesNet,44849725.000,326000.000,326000.000,326000.000,326000.000,326000.000,326000.000,326000.000,,,,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,-81971.000,-129429.000,,,,,,,,,,,,,,
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued,,14327318.000,,,,,,,,,,,,,,
NotesAndLoansPayable,,,,,,,100000.000,,,,,,,,,
NotesPayable,500769.000,463254.000,346130.000,0.000,250000.000,400000.000,,0.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,2916.000,2916.000,2916.000,,2916.000,,127978.000,112466.000,111375.000,81442.000,78063.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,2916.000,2916.000,2916.000,2916.000,2916.000,,59165.000,53975.000,63206.000,43595.000,50538.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,0.000,0.000,,,,,,0.000,0.000,0.000,0.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,0.000,0.000,,,0.000,,,0.000,0.000,0.000,0.000,,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,0.000,0.000,,,0.000,,27525.000,17203.000,6881.000,0.000,0.000,,6881.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,0.000,0.000,,,0.000,,41288.000,41288.000,41288.000,37847.000,27525.000,,50538.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,0.000,0.000,,2916.000,0.000,,,0.000,0.000,0.000,0.000,,
OperatingLossCarryforwards,,,,,,,,,,,,,27568188.000,,,
OtherAssetsCurrent,1633.000,644.000,,125898.000,0.000,,7858.000,41861.000,50100.000,38350.000,23199.000,,,2246.000,,
OtherLiabilitiesCurrent,,,,,,,,,2268999.000,1237000.000,1255000.000,,27160.000,65161.000,,
PreferredStockSharesAuthorized,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,
PreferredStockSharesIssued,,,,0.000,,,,,0.000,0.000,0.000,0.000,,,,
PreferredStockSharesOutstanding,,,,0.000,10000000.000,10000000.000,,,0.000,0.000,0.000,0.000,0.000,,,
PreferredStockValue,,,,0.000,0.000,,,0.000,0.000,,,0.000,0.000,0.000,,
PrepaidExpenseCurrent,,,,,,,,,,,,209621.000,149086.000,88607.000,39285.000,179033.000
PropertyPlantAndEquipmentGross,44962113.000,475328.000,466290.000,,,,,,,,,,,,,
PropertyPlantAndEquipmentNet,112388.000,,140290.000,448096.000,439383.000,,,,113532.000,130926.000,123714.000,116502.000,109290.000,102078.000,94866.000,87654.000
PropertyPlantAndEquipmentOther,,149328.000,,111710.000,111710.000,111710.000,111710.000,157121.000,,,,,,,,
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,-247771.000,-256484.000,-265199.000,-272065.000,-280554.000,,,,,,,,
PropertyPlantAndEquipmentOtherNet,,,,122096.000,113383.000,104668.000,97802.000,134724.000,113532.000,130926.000,123714.000,116502.000,109290.000,102078.000,94866.000,87654.000
ReceivableWithImputedInterestDiscount,149866.000,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,-38718382.000,-2717746.000,,,,,,,,,,,,-76869470.000,-77894566.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,3320626.000,3320626.000,3070626.000,3070626.000,3070626.000,2947087.000,2927087.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,3320626.000,3320626.000,3070626.000,3070626.000,3070626.000,2947087.000,2927087.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,2.460,2.460,2.600,2.620,2.620,2.470,2.490,,,,,,
SharePrice,,,,,6.700,,,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,,,,,,,,,,,,,600000.000,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,,,,,,,8.760,,,
ShortTermBankLoansAndNotesPayable,,,,,,,,,,,,169430.000,106490.000,64132.000,200982.000,367710.000
