,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsAndOtherReceivablesNetCurrent,58787.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,14291.000,16087.000,18254.000,18821.000,25283.000,27087.000,91578.000,24439.000
AccountsPayableCurrentAndNoncurrent,57795.000,171802.000,237300.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,40000.000,40000.000,40000.000,,0.000,1261.000,,10000.000
AccountsReceivableNetCurrent,,,,,,,,,,125000.000,76000.000
AccruedIncomeTaxesCurrent,,,,,,,,,0.000,,
AccruedSalariesCurrentAndNoncurrent,,,,,,40000.000,0.000,0.000,0.000,0.000,3316.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,0.000,,0.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,31344.000,20952.000,46074.000,34392.000,27045.000,27045.000,27045.000,27045.000,,,
AcquiredIndefiniteLivedIntangibleAssetAmount,,,,5000.000,,,,,,,
AdditionalPaidInCapital,,,,1104690.000,953259.000,953259.000,1271333.000,1272341.000,,135530.000,420745.000
AdditionalPaidInCapitalCommonStock,957094.000,954151.000,1066301.000,,,,,,,,
AllowanceForNotesAndLoansReceivableCurrent,,,,-155000.000,,,,,,,
Assets,798072.000,731421.000,789490.000,0.000,0.000,0.000,0.000,0.000,0.000,399653.000,383984.000
AssetsCurrent,460019.000,24256.000,35669.000,0.000,,,,,,,383984.000
AssetsNoncurrent,338053.000,707165.000,753821.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,93263.000,-243261.000,,-243261.000,-243261.000,,,
Cash,,,,,,0.000,,0.000,0.000,10385.000,6716.000
CashAndCashEquivalentsAtCarryingValue,15534.000,24256.000,35669.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,47672075.000,47672075.000,48022075.000,21747075.000,21747075.000,21747075.000,41582555.000,41582555.000,193582555.000,221252555.000,156109790.000
CommonStockSharesOutstanding,47672075.000,47672075.000,48022075.000,21747075.000,21747075.000,21747075.000,41582555.000,41582555.000,193582555.000,221252555.000,156109790.000
CommonStockSharesSubscriptions,,,,,,,,,,35000.000,
CommonStockValue,47672.000,47672.000,48022.000,21747.000,21747.000,21747.000,41583.000,41583.000,193583.000,221253.000,156110.000
ConvertibleDebt,,,,,,,,,216611.000,,
ConvertibleDebtNoncurrent,,,,,,,,,,83111.000,0.000
ConvertibleLongTermNotesPayable,,,,,,,11294.000,66156.000,119951.000,62139.000,
ConvertibleNotesPayable,,,,,,,,,,101157.000,0.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,0.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,39018.000,0.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,109498.000,,
DeferredTaxAssetsNet,,,,,,,,,8087.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,750172.000,345864.000,1059064.000,1128734.000,1056896.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,8087.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,294107.000,480837.000,678368.000,1407629.000,1250646.000,1252814.000,1446048.000,1483669.000,391882.000,458176.000,545263.000
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,,,-38300.000,-38300.000,,-38300.000,-38300.000,,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,-12136.000,-12136.000,,-12136.000,-12136.000,,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,22811.000,22811.000,,22811.000,22811.000,,,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,323112.000,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,3539.000,3539.000,,3539.000,3539.000,,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,-219175.000,-219175.000,,-219175.000,-219175.000,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,13412.000,,,,,,,
DueToRelatedPartiesCurrent,,,,,142509.000,142509.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,142509.000,,,,,
HeldToMaturitySecuritiesCurrent,145697.000,123632.000,123632.000,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,12838.000,18046.000,0.000
InventoryNet,0.000,0.000,0.000,,,,,,,264268.000,301268.000
