,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,2991.000,46781.000
CurrentFederalTaxExpenseBenefit,3.000,22077.000
EarningsPerShareBasicAndDiluted,-0.000,-0.050
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.340,0.340
GeneralAndAdministrativeExpense,10.000,64989.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-9.000,-64933.000
IncreaseDecreaseInAccruedLiabilities,-96814.000,-1186.000
IncreaseDecreaseInDueToRelatedParties,,3317.000
IncreaseDecreaseInOtherReceivables,-96814.000,1010.000
IncreaseDecreaseInPrepaidExpense,,1125.000
InterestIncomeExpenseNonoperatingNet,1.000,56.000
NetCashProvidedByUsedInFinancingActivities,3000.000,111718.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3000.000,111718.000
NetCashProvidedByUsedInOperatingActivities,-9.000,-64937.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9.000,-64937.000
NetIncomeLoss,-9.000,-64933.000
NonoperatingIncomeExpense,1.000,56.000
OperatingIncomeLoss,-10.000,-64989.000
ProceedsFromIssuanceOfCommonStock,3000.000,111718.000
StockIssuedDuringPeriodValueNewIssues,,111718.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,209262.000,1352587.000
