,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,6000.000,6000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,592000.000,264000.000,288000.000,401000.000,317000.000,259000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,2288000.000,796000.000,
AdvertisingExpense,,200000.000,200000.000,200000.000,100000.000,100000.000
AllocatedShareBasedCompensationExpense,,264000.000,288000.000,401000.000,317000.000,259000.000
AllowanceForDoubtfulAccountsReceivableRecoveries,,27000.000,,,41000.000,150000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,25000.000,,
AmortizationOfFinancingCosts,11000.000,1000.000,18000.000,15000.000,14000.000,32000.000
AmortizationOfIntangibleAssets,560000.000,400000.000,211000.000,95000.000,266000.000,783000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,200000.000,100000.000,100000.000,300000.000,500000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,2883000.000,,3645000.000,3435000.000
BusinessAcquisitionsProFormaRevenue,,,27597000.000,,30190000.000,24778000.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,761000.000,19000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,23489000.000,-25446000.000,4941000.000,-4004000.000,-1381000.000,-786000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-2000.000,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-670000.000,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,6277000.000,,,,,
CommonStockDividendsPerShareDeclared,2.150,2.000,0.360,0.420,0.440,0.220
ComprehensiveIncomeNetOfTax,35088000.000,6798000.000,4087000.000,4090000.000,1831000.000,-558000.000
ContractsRevenue,9772000.000,17622000.000,15998000.000,19738000.000,15584000.000,2873000.000
CostOfRevenue,,,,,,5297000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,,18011000.000,,,,
CostOfServicesLicensesAndServices,5187000.000,6734000.000,5565000.000,5782000.000,4881000.000,
CostOfServicesMaintenanceCosts,2232000.000,1502000.000,1599000.000,1866000.000,1568000.000,
CostsAndExpenses,21793000.000,20656000.000,20052000.000,21241000.000,21256000.000,19183000.000
CurrentFederalTaxExpenseBenefit,,1061000.000,441000.000,1468000.000,789000.000,-112000.000
CurrentForeignTaxExpenseBenefit,,541000.000,1015000.000,1637000.000,1174000.000,1483000.000
CurrentIncomeTaxExpenseBenefit,,1741000.000,1526000.000,3079000.000,2039000.000,1481000.000
CurrentStateAndLocalTaxExpenseBenefit,,139000.000,70000.000,-26000.000,76000.000,110000.000
DeferredFederalIncomeTaxExpenseBenefit,,-732000.000,-66000.000,-301000.000,-1023000.000,-60000.000
DeferredForeignIncomeTaxExpenseBenefit,,459000.000,-178000.000,19000.000,16000.000,43000.000
DeferredIncomeTaxExpenseBenefit,-550000.000,-340000.000,-257000.000,-282000.000,-1123000.000,-24000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-67000.000,-8000.000,0.000,-117000.000,-7000.000
DefinedContributionPlanCostRecognized,,300000.000,300000.000,400000.000,400000.000,300000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,16000.000,,,,
DefinedContributionPlanEmployerMatchingContributionPercent,,0.050,0.050,0.050,0.050,0.050
Depreciation,342000.000,268000.000,155000.000,246000.000,314000.000,259000.000
DepreciationAndAmortization,,668000.000,366000.000,341000.000,580000.000,1042000.000
DepreciationDepletionAndAmortization,,268000.000,155000.000,246000.000,,
DividendsCommonStock,23901000.000,22569000.000,4191000.000,4966000.000,5221000.000,2636000.000
DividendsCommonStockCash,23901000.000,22569000.000,4127000.000,4883000.000,5134000.000,2596000.000
EarningsPerShareBasic,2.970,0.490,0.330,0.480,0.280,0.290
EarningsPerShareDiluted,2.880,0.480,0.320,0.470,0.280,0.290
EffectOfExchangeRateOnCashAndCashEquivalents,-59000.000,193000.000,177000.000,161000.000,-343000.000,-1067000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,500000.000,200000.000,200000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,797000.000,
FairValueInputsDiscountRate,,,0.050,0.050,,
ForeignCurrencyTransactionGainLossBeforeTax,330000.000,-106000.000,-39000.000,-9000.000,-6000.000,-552000.000
ForeignCurrencyTransactionGainLossUnrealized,,-106000.000,-39000.000,-9000.000,-6000.000,-552000.000
GainOnSaleOfInvestments,221000.000,891000.000,,,,
GeneralAndAdministrativeExpense,3650000.000,3613000.000,3644000.000,3638000.000,4003000.000,3855000.000
GoodwillAcquiredDuringPeriod,,,1097000.000,,6949000.000,
GoodwillPurchaseAccountingAdjustments,,,,,-32000.000,
GoodwillTranslationAdjustments,,,329000.000,-926000.000,-785000.000,-2543000.000
GrossProfit,,,17929000.000,22032000.000,19127000.000,19481000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,2568000.000,-1347000.000,-1274000.000,-2948000.000,-2928000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1360000.000,6965000.000,5080000.000,8405000.000,4211000.000,4892000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,4397000.000,6427000.000,9679000.000,7159000.000,7820000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,6965000.000,5080000.000,8405000.000,4211000.000,4892000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-955000.000,5564000.000,3806000.000,5608000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.090,0.490,0.330,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.090,0.480,0.320,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,33264000.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,3.060,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,2.970,,,,,
IncomeTaxExpenseBenefit,-405000.000,1401000.000,1274000.000,2797000.000,915000.000,1457000.000
IncomeTaxExpenseBenefitContinuingOperations,,1401000.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-1986000.000,-492000.000,-1971000.000,2415000.000,517000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-96000.000,-332000.000,-1452000.000,-449000.000,-1331000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,2368000.000,2143000.000,4595000.000,2392000.000,1854000.000
IncomeTaxReconciliationOtherReconcilingItems,,-66000.000,-196000.000,114000.000,-83000.000,-131000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,139000.000,46000.000,542000.000,,54000.000
IncomeTaxReconciliationTaxContingenciesForeign,,288000.000,93000.000,53000.000,314000.000,0.000
IncomeTaxReconciliationTaxCreditsForeign,,,,,3667000.000,874000.000
IncomeTaxReconciliationTaxCreditsResearch,,,859000.000,867000.000,1096000.000,604000.000
IncomeTaxesPaid,1854000.000,712000.000,69000.000,182000.000,2089000.000,1270000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1913000.000,-461000.000,-204000.000,985000.000,-2305000.000,276000.000
IncreaseDecreaseInContractReceivablesNet,-855000.000,310000.000,1514000.000,3398000.000,-2202000.000,-643000.000
IncreaseDecreaseInDeferredRevenue,511000.000,-1894000.000,3543000.000,-888000.000,-1404000.000,687000.000
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,-176000.000,3652000.000,-2444000.000,2977000.000,-721000.000,-204000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,417000.000,-468000.000,28000.000,214000.000,120000.000,182000.000
IncreaseDecreaseInRestrictedCash,2000.000,,-53000.000,-24000.000,,
InterestExpense,14000.000,3000.000,20000.000,17000.000,121000.000,340000.000
InterestIncomeSecuritiesTaxable,,500000.000,,,,
InterestPaid,3000.000,3000.000,2000.000,1000.000,107000.000,312000.000
InvestmentIncomeInterest,192000.000,60000.000,11000.000,19000.000,18000.000,6000.000
LeaseAndRentalExpense,,400000.000,400000.000,600000.000,600000.000,600000.000
MaintenanceRevenue,9251000.000,8625000.000,9095000.000,9942000.000,9992000.000,21905000.000
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,,891000.000,,,,
MarketableSecuritiesRealizedGainLoss,221000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,-1438000.000,-43223000.000,-3222000.000,-3201000.000,5949000.000,-6554000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1436000.000,-43223000.000,-3222000.000,-3201000.000,5949000.000,-6554000.000
