,2011-09-30
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000
EarningsPerShareBasicAndDiluted,-0.090
GeneralAndAdministrativeExpense,337717.000
GoodwillImpairmentLoss,2385974.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2790149.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-2790149.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.090
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000
IncomeTaxExpenseBenefit,0.000
InterestExpense,-22426.000
InvestmentIncomeInterest,31.000
NonoperatingIncomeExpense,-68804.000
OperatingExpenses,2770407.000
OperatingIncomeLoss,-2721345.000
ProfessionalFees,2116.000
ProfitLoss,-2790149.000
Revenues,49062.000
SalesRevenueNet,49062.000
