,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,1378470.000,1485917.000,1202852.000,1405976.000
AccountsPayableRelatedPartiesCurrent,,,773187.000,
AccountsReceivableNetCurrent,67061.000,85877.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,16903.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,459373.000,-25824.000,-521334.000,-224465.000
AdditionalPaidInCapital,7932370.000,7648363.000,5112167.000,5428849.000
Assets,153351403.000,148584430.000,41412394.000,42132644.000
AssetsCurrent,3222634.000,2868496.000,1445262.000,2367451.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,538302.000,619180.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,36126545.000,35942568.000
CashAndCashEquivalentsAtCarryingValue,1732484.000,1350528.000,170745.000,776569.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,70795582.000,,81402035.000,93598032.000
CommonStockSharesOutstanding,70795582.000,73271581.000,81402035.000,93598032.000
CommonStockSharesSubscriptions,297350.000,100000.000,,
CommonStockValueOutstanding,72702624.000,74550403.000,90239920.000,96438570.000
ConvertibleDebtCurrent,,,2869335.000,2920416.000
DebtInstrumentUnamortizedDiscount,2195001.000,952385.000,65665.000,
DeferredRevenueCurrent,,,500000.000,500000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,36319475.000,44270831.000,151678311.000,159684784.000
DividendsPayableCurrent,232344.000,341079.000,435228.000,562045.000
DueFromRelatedPartiesCurrent,72801.000,100544.000,52675.000,62163.000
DueToAffiliateCurrent,1236607.000,639310.000,,
IntangibleAssetsNetExcludingGoodwill,134463332.000,130985831.000,,
InterestPayableCurrent,179236.000,363507.000,565208.000,866568.000
InventoryNet,274604.000,259472.000,,
Liabilities,9398129.000,11908032.000,,15978228.000
LiabilitiesAndStockholdersEquity,153351403.000,148584430.000,41412394.000,42132644.000
LiabilitiesCurrent,9398129.000,11908032.000,13736056.000,15978228.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,1690781.000,1250868.000
MineralPropertiesNet,3696177.000,3696177.000,3696177.000,3696177.000
MinorityInterest,8404517.000,8261533.000,,
NotesAndLoansPayableCurrent,,,,3777260.000
NotesAndLoansReceivableNetCurrent,50000.000,50000.000,,
NotesPayableCurrent,5431824.000,8377460.000,3876601.000,
NotesPayableRelatedPartiesClassifiedCurrent,500000.000,500000.000,2500000.000,2500000.000
OtherAccruedLiabilitiesCurrent,,,96051.000,
OtherAssetsNoncurrent,15000.000,15000.000,97373.000,82373.000
OtherLiabilitiesCurrent,439648.000,200759.000,,357178.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockValueOutstanding,99258656.000,99194895.000,84523896.000,84196246.000
PrepaidExpenseAndOtherAssetsCurrent,390697.000,381089.000,36554.000,256553.000
PropertyPlantAndEquipmentNet,11954261.000,11018926.000,47037.000,44075.000
ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock,8782141.000,8782141.000,,
SecuredDebtCurrent,,,,1837917.000
StockholdersEquity,135548757.000,128414865.000,27676338.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,143953274.000,136676398.000,,26154416.000
