,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28
AdjustmentForAmortization,375.000,375.000,375.000,,375.000,,
AssetImpairmentCharges,,,,,,,39101.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1571.000,,,,-23.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-123861.000
CostOfGoodsSold,,,,,,,10724.000
CostOfRevenue,,,,,,,35376.000
CostOfServices,,,,,,,24652.000
Depreciation,,,,,,,6511.000
DepreciationAndAmortization,,,,,375.000,375.000,
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,0.000,0.000,-0.000,-0.002
GainsLossesOnExtinguishmentOfDebt,,,,,,,22985.000
GeneralAndAdministrativeExpense,,,,,,,23672.000
GrossProfit,,,,,,,9628.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10723.000,-15361.000,-13199.000,-22022.000,-5350.000,-8051.000,-151380.000
IncomeTaxesPaidNet,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,8400.000,,,,-5270.000,,
InterestExpense,6.000,69.000,67.000,67.000,75.000,82.000,
InterestPaid,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,377.000,,,,10222.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,377.000,,,,10222.000,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-1948.000,,,,-10245.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1948.000,,,,-10245.000,,
NetIncomeLoss,-10723.000,-15361.000,-13199.000,-22022.000,-5350.000,-8051.000,-151380.000
OperatingExpenses,10723.000,15361.000,13199.000,22022.000,5350.000,8051.000,183993.000
OperatingIncomeLoss,,,,,,,-174365.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,-27519.000
OtherSalesRevenueNet,,,,,,,5210.000
ProceedsFromContributedCapital,0.000,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,
ProceedsFromShortTermDebt,,,,,197.000,,
ProceedsFromWarrantExercises,,,,,10000.000,,
ProfessionalFees,8394.000,10938.000,10287.000,7969.000,6030.000,3800.000,114709.000
Revenues,,,,,,,45004.000
SalesRevenueNet,,,,,,,45004.000
SalesRevenueServicesNet,,,,,,,39794.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,-0.150,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,,,,,-66666.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,45000000.000,45000000.000,62333333.000,-91921370.000,75103514.000,75136665.000,87419143.000
