,2011-12-25,2012-03-25,2012-06-24,2012-09-23,2012-12-23,2013-03-24,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26
AccountsPayableCurrent,28950000.000,42589000.000,48541000.000,44569000.000,38623000.000,53561000.000,45544000.000,40275000.000,35740000.000,53276000.000,51364000.000,46682000.000,41853000.000,44007000.000,45023000.000,42398000.000,36455000.000,42143000.000,41593000.000,44177000.000,38820000.000,43756000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,637000.000,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,496000.000,525000.000,428000.000,678000.000,,675000.000,1127000.000,1089000.000,928000.000,844000.000,825000.000,1109000.000,900000.000,837000.000,887000.000,949000.000,869000.000,262000.000,545000.000,
AccountsReceivableGrossCurrent,,,100818000.000,97170000.000,90002000.000,98645000.000,99324000.000,90686000.000,78695000.000,98798000.000,95282000.000,94395000.000,78106000.000,90072000.000,85731000.000,87285000.000,80847000.000,85354000.000,86358000.000,84757000.000,79060000.000,89536000.000
AccountsReceivableNetCurrent,,,98761000.000,94964000.000,87801000.000,96319000.000,97459000.000,88880000.000,76890000.000,96936000.000,93629000.000,92167000.000,76001000.000,88115000.000,83554000.000,84621000.000,77765000.000,81900000.000,82724000.000,81651000.000,75877000.000,86353000.000
AccountsReceivableRelatedParties,,,111000.000,40000.000,47000.000,177000.000,204000.000,498000.000,67000.000,17000.000,5000.000,76000.000,25000.000,72000.000,75000.000,41000.000,79000.000,87000.000,10000.000,5000.000,8000.000,3000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,842000.000,,127000.000,331000.000,798000.000,,102000.000,468000.000,821000.000,1211000.000,1528000.000,475000.000,790000.000,1170000.000,1563000.000,442000.000,831000.000,,,
AccruedIncomeTaxesCurrent,955000.000,1254000.000,1332000.000,464000.000,158000.000,866000.000,851000.000,1879000.000,417000.000,1550000.000,3134000.000,4636000.000,200000.000,1801000.000,676000.000,1437000.000,655000.000,1404000.000,1455000.000,2032000.000,2716000.000,2779000.000
AccruedLiabilitiesCurrent,10502000.000,15451000.000,14402000.000,11094000.000,12422000.000,11966000.000,18485000.000,13576000.000,12517000.000,16472000.000,18589000.000,14054000.000,11639000.000,15366000.000,16640000.000,13648000.000,11254000.000,15053000.000,18474000.000,17250000.000,11876000.000,15178000.000
AccruedUtilitiesCurrent,,,2540000.000,2613000.000,1974000.000,2162000.000,3058000.000,2701000.000,1966000.000,2428000.000,2876000.000,2924000.000,1855000.000,2296000.000,2823000.000,2906000.000,1986000.000,2077000.000,2376000.000,,,
