,2011-08-31,2012-02-29
CashAndCashEquivalentsPeriodIncreaseDecrease,,-325.000
EarningsPerShareBasicAndDiluted,0.000,0.000
GeneralAndAdministrativeExpense,1130.000,3194.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,5119.000
NetCashProvidedByUsedInOperatingActivities,,-325.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-325.000
NetIncomeLoss,-1880.000,-5444.000
OperatingExpenses,1880.000,5444.000
OperatingIncomeLoss,-1880.000,-5444.000
ProfessionalFees,750.000,2250.000
ProfitLoss,,-5444.000
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,10000000.000
