,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1804000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-26000.000,-21000.000,-55000.000,-269000.000,-257000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,-1815000.000,-1786000.000,,,1456000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1841000.000,-1807000.000,-1814000.000,-1750000.000,-1713000.000
AdditionalPaidInCapitalCommonStock,,6836000.000,6837000.000,6839000.000,6841000.000
AdvancesFromFederalHomeLoanBanks,6000000.000,6000000.000,6000000.000,6000000.000,9000000.000
Assets,100058000.000,107300000.000,108096000.000,109390000.000,113989000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,13000.000,25000.000,,4000.000,3000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,53000.000,56000.000,,410000.000,391000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,12568000.000,18687000.000,,25568000.000,25864000.000
AvailableForSaleSecurities,12528000.000,18656000.000,25114000.000,25162000.000,25476000.000
AvailableForSaleSecuritiesAmortizedCost,12568000.000,18687000.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,61000.000,56000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,410000.000,391000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,13671000.000,,23817000.000,24235000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,349000.000,335000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,8882000.000,,20317000.000,20985000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,4789000.000,,3500000.000,3250000.000
AvailableForSaleSecuritiesDebtSecurities,12528000.000,18656000.000,,25162000.000,25476000.000
AvailableForSaleSecuritiesPledgedAsCollateral,506000.000,508000.000,0.000,0.000,0.000
BadDebtReserveForTaxPurposesOfQualifiedLender,,,,1592000.000,
BankOwnedLifeInsurance,,,,,3402000.000
Capital,9322000.000,13504000.000,,13396000.000,
CapitalRequiredForCapitalAdequacy,4221000.000,4197000.000,,4471000.000,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,0.080,0.080,,0.100,
CapitalRequiredToBeWellCapitalized,5276000.000,5246000.000,,5589000.000,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,0.100,0.100,,0.080,
CapitalToRiskWeightedAssets,0.177,0.257,,0.240,
CashAndCashEquivalentsAtCarryingValue,10485000.000,12979000.000,5292000.000,5459000.000,4946000.000
CashAndDueFromBanks,3262000.000,1275000.000,2589000.000,1776000.000,2692000.000
CashUninsuredAmount,,,,8219000.000,
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,30000000.000,30000000.000,30000000.000,30000000.000
CommonStockSharesIssued,,826208.000,826208.000,826208.000,826208.000
CommonStockSharesOutstanding,,826208.000,826208.000,826208.000,826208.000
CommonStockValue,,8000.000,8000.000,8000.000,8000.000
DeferredIncomeTaxLiabilities,,,,178000.000,
DeferredTaxAssetsGross,,,,3104000.000,
DeferredTaxAssetsLiabilitiesNet,14000.000,10000.000,37000.000,138000.000,133000.000
DeferredTaxAssetsNet,,,,316000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,1970000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,4492000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,5911000.000,
DeferredTaxAssetsOther,,,,11000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,109000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,382000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,138000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,494000.000,
DeferredTaxAssetsValuationAllowance,,,,2788000.000,
DeferredTaxLiabilities,,,,541000.000,
DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,1486000.000,1296000.000,1317000.000,1911000.000,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,2264000.000,2447000.000,2450000.000,2558000.000,2650000.000
