,2011-11-30,2012-02-29,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31
AdjustmentForAmortization,,,181128.000,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,1056665.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,-155787.000,-171681.000,-181128.000,-215957.000,-210265.000,-230939.000,-148479.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-250748.000,,,,-206258.000,,,,72909.000,,,
CostOfRevenue,220947.000,313130.000,336774.000,205227.000,105521.000,91551.000,80532.000,106640.000,77824.000,32561.000,106670.000,105438.000,211282.000,139619.000
DepreciationAndAmortization,,,85500.000,,,,,,,,,,,
DepreciationNonproduction,84171.000,46791.000,85500.000,108432.000,108359.000,114781.000,198419.000,193646.000,191859.000,200133.000,198820.000,204841.000,237976.000,237777.000
EarningsPerShareBasic,-0.020,-0.010,-0.020,-0.030,-0.030,-0.040,-0.030,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.040
EarningsPerShareDiluted,-0.020,-0.010,-0.020,-0.030,-0.030,-0.040,-0.030,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.030
GainLossOnDispositionOfAssets,,,,,,,,,-510.000,,,,,
GainLossOnSaleOfProperty,,,,,,,,,,,,,-34139.000,
GeneralAndAdministrativeExpense,111098.000,186568.000,161687.000,176990.000,254360.000,238350.000,186360.000,192750.000,210582.000,159309.000,200241.000,321919.000,202341.000,270801.000
GrossProfit,327930.000,1014096.000,498609.000,354300.000,180346.000,74534.000,8118.000,87219.000,85696.000,374976.000,220226.000,45832.000,83999.000,127003.000
IncomeLossFromContinuingOperations,,,,,-1951858.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1232364.000,-591889.000,-1523637.000,-1781515.000,-2299104.000,-2733099.000,-2730123.000,-1826714.000,-1712766.000,-1309300.000,-1404087.000,-1658447.000,-1731662.000,-2999345.000
IncreaseDecreaseInAccountsPayable,,,190508.000,,,,,,,,,,,
