,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,1044056.000,1304618.000,1582.000,59753.000,62457.000,74755.000,205280.000,747161.000,585672.000,740832.000,900865.000,57363.000,,37185.000,146000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,50000.000,51000.000,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,38067.000
AccruedRentCurrent,,,,,,,,,,,,30615.000,,,,
AdditionalPaidInCapitalCommonStock,66506366.000,66396438.000,66396438.000,85313988.000,86112423.000,86325676.000,86397344.000,86995449.000,86994876.000,87001086.000,87006966.000,87006966.000,87484981.000,97719828.000,98137498.000,98980146.000
AssetRetirementObligation,,,,,,,,,,,83350.000,83350.000,,,,
Assets,54501.000,2323.000,0.000,656318.000,1107291.000,954956.000,1278446.000,1219179.000,764013.000,739808.000,798331.000,785855.000,2415.000,10397975.000,10119192.000,12239609.000
AssetsCurrent,54501.000,2323.000,0.000,198318.000,94016.000,102072.000,463559.000,398920.000,288136.000,276497.000,251869.000,239592.000,2415.000,1220642.000,1220642.000,2252933.000
AssetsFairValueDisclosure,,,,,555275.000,394884.000,355842.000,341919.000,12367.000,0.000,83350.000,83350.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,30103.000,0.000,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,0.000,0.000,,,,,,,,,,,,,,
BankOverdrafts,,,,,,,,,,,105778.000,239975.000,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,,,,,,800000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.550,,,,,,,,,,,,
Cash,,,,,,,,,,,,14389.000,,,,65437.000
CashAndCashEquivalentsAtCarryingValue,20555.000,2323.000,0.000,92437.000,17605.000,44661.000,220838.000,125938.000,55653.000,21197.000,13990.000,14389.000,840.000,,,65437.000
CashFDICInsuredAmount,,,,,,,,,,,,,25000000.000,,250000.000,250000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,0.001
CommitmentsAndContingencies,0.000,0.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,88080979.000,198009290.000,198009290.000,123915750.000,131980750.000,135585750.000,137280750.000,139675750.000,140248392.000,,140458392.000,140458392.000,140458392.000,465700000.000,47145145.000,123061471.000
