,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
Assets,233428221.000,235288777.000,224043186.000,213557908.000,197186869.000,188375860.000,168705774.000,153394610.000,143176202.000,122025038.000,104693311.000,87601431.000,73414472.000,70294917.000,68647268.000,68689590.000,55483129.000,55044652.000,51786441.000,46438611.000,41974849.000,35713546.000,26960801.000,22728846.000
Cash,,,,,,,,,,,0.000,,,,0.000,0.000,0.000,0.000,0.000,1202.000,1591.000,1868.000,2085.000,2295.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,
CostMethodInvestments,220743299.000,229175375.000,229373574.000,219585960.000,,,188455666.000,169467514.000,160190489.000,142256607.000,120346382.000,105187716.000,71804607.000,74807476.000,69876038.000,67808352.000,62342061.000,54822242.000,50349104.000,45627493.000,27238815.000,33349576.000,27336554.000,24990407.000
DueFromAffiliates,,,,,,,,,,,,,9752257.000,0.000,,,,,,,,,,
DueFromRelatedParties,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,
FairValueEquityLevel1ToLevel2TransfersAmount,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,
InvestmentOwnedAtFairValue,,,,,,,,,,,,,,,,,,,,,,,,22726416.000
InvestmentOwnedPercentOfNetAssets,,,,,,,,,,,,,,,,,,,1.026,1.010,0.711,1.056,1.039,1.061
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,233428221.000,235288777.000,224043186.000,213557908.000,197186869.000,188375860.000,168705774.000,153394610.000,143176202.000,122025038.000,104693311.000,87601431.000,63662215.000,70294917.000,68647268.000,68689590.000,55483129.000,55044652.000,51786441.000,46437215.000,28591663.000,35711474.000,26958581.000,
Liabilities,688918.000,891980.000,5623578.000,3887595.000,5411997.000,3146094.000,7321946.000,3395655.000,3710950.000,3603293.000,5531733.000,6929339.000,2231818.000,1280947.000,1227643.000,1986772.000,780660.000,961396.000,1306287.000,474447.000,1748781.000,1905893.000,1009603.000,1301847.000
LiabilitiesAndStockholdersEquity,233428221.000,235288777.000,224043186.000,213557908.000,197186869.000,188375860.000,168705774.000,153394610.000,143176202.000,122025038.000,104693311.000,87601431.000,73414472.000,70294917.000,68647268.000,68689590.000,55483129.000,55044652.000,51786441.000,46438611.000,41974849.000,35713546.000,26960801.000,22728846.000
PartnersCapital,232739303.000,234396797.000,218419608.000,209670313.000,191774872.000,185229766.000,161383828.000,149998955.000,139465252.000,118421745.000,99161578.000,80672092.000,71182654.000,69013970.000,67419625.000,66702818.000,54702469.000,54083256.000,50480154.000,45964164.000,40226068.000,33807653.000,25951198.000,21426999.000
PartnersCapitalAccountUnits,184764.232,192216.923,,181721.241,174646.757,168494.257,,141187.706,133229.211,117580.233,,81541.438,67943.825,63624.904,,59350.116,57155.629,53031.217,,,,,,
PayablesToBrokerDealersAndClearingOrganizations,,,,,,,,,,,111683.000,40804.000,0.000,,,,,,,,,,,
PayablesToCustomers,688918.000,891980.000,5623578.000,3887595.000,5411997.000,3146094.000,7321946.000,3395655.000,3710950.000,3603293.000,5420050.000,6888535.000,2231818.000,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,232739303.000,234396797.000,218419608.000,209670313.000,191774872.000,185229766.000,161383828.000,149998955.000,139465252.000,118421745.000,99161578.000,80672092.000,71182654.000,69013970.000,67419625.000,66702818.000,54702469.000,54083256.000,50480154.000,45964164.000,40226068.000,33807653.000,25951198.000,21426999.000
StockholdersEquityNoteSubscriptionsReceivable,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
UnrecognizedTaxBenefits,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
