,2011-06-30,2011-09-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,8750.000,0.000,10350.000,4310.000,21393.000,138970.000,29977.000,15803.000,7922.000,43358.000,9019.000,1825.000,22657.000,68522.000,70222.000,60034.000,24950.000,19639.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,,78535.000
AmortizationOfDebtDiscountPremium,,,,21958.000,,,,31216.000,,,,4624.000,,,,122256.000,,,,339538.000
AmortizationOfDeferredCharges,,,,,,,,33088.000,33088.000,33088.000,33089.000,33088.000,33088.000,0.000,0.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,17408.000,,,,,,,,4063.000,9217.000,69905.000,,111022.000,114471.000,187017.000,0.000,339334.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,121938.000,,,,20254.000,,,,-31733.000,,,,-98391.000,,,,1590043.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,,,,73004.000,117658.000,-25252.000,,32018.000,437063.000,-1861840.000,-1281189.000,28030752.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,,,,,,,,,,,,22652.000,81866.000,-1151.000,,,,,,
ClosedBlockOperationsResultsBeforeIncomeTaxes,-5967.000,,,,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,83855.000,79106.000,70260.000,,,27700.000,47262.000,84378.000,,,,,,,,,,
CostOfRevenue,,,,,,,,,,,,11500.000,108750.000,19105.000,12615.000,40453.000,46185.000,37687.000,51105.000,23350.000
CostOfServicesLicensesAndMaintenanceAgreements,,,,,,,,,,,,,3639694.000,,,,,,,
DebtConversionOriginalDebtAmount1,,,,,,,,,,,,,,,,123500.000,,,,
DeferredRevenueAdditions,,,,125214.000,,,,246768.000,,,,179965.000,,,,107913.000,,,,
Depreciation,,,,,,,,1000.000,859.000,715.000,564.000,478.000,634.000,608.000,574.000,573.000,795.000,1433.000,1529.000,1528.000
DepreciationAmortizationAndAccretionNet,,,,655.000,,,,34000.000,,,,33566.000,,,,573.000,,,,8389.000
DepreciationAndAmortization,,,487.000,655.000,836.000,836.000,133188.000,34000.000,33947.000,33803.000,33741.000,33566.000,33723.000,28908.000,28873.000,573.000,795.000,20338.000,8542.000,8389.000
DepreciationExpense,,,500.000,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,,,0.000,,,,,,0.000,0.000,,,-0.020,,,,,,,
EarningsPerShareBasicAndDiluted,,0.000,,,0.000,0.000,,-0.010,,,,0.000,,0.000,,-0.000,-0.010,-0.020,0.000,-0.190
EarningsPerShareDiluted,,,0.000,,,,,,0.000,,,,-0.020,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,24557.000,,,,,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,0.000,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,2.068,,,,,,,,
FairValueAssumptionsWeightedAverageVolatilityRate,,,,,,,,,,,,0.009,,,,,,,,
GainLossOnForeignCurrencyFairValueHedgeDerivatives,,,,-37931.000,-155278.000,111237.000,-969282.000,-611282.000,916232.000,-67253.000,39897.000,-95656.000,199824.000,-26403.000,19243.000,-28697.000,-438344.000,-1877231.000,-329676.000,-28161673.000
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,-118027.000,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,-17000.000,800.000,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,688.000,,100396.000,252124.000,347915.000,454844.000,1864742.000,460855.000,604604.000,500695.000,2300893.000,238068.000,465325.000,576505.000,845984.000,391239.000,553224.000,626941.000,973907.000,506600.000
GrossProfit,,,-19882.000,308103.000,429691.000,277410.000,-460429.000,103129.000,190746.000,349663.000,,,,,,,,,,
IncomeLossFromContinuingOperations,-6626.000,-2600.000,-120765.000,55324.000,80940.000,-178270.000,-2458359.000,-391726.000,-447805.000,-184835.000,-2028209.000,-7669.000,-3907739.000,-506326.000,,,,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-1935.000,-160974.000,-54644.000,-154936.000,-129036.000,-3498306.000,-1076185.000,339582.000,-383879.000,-2007298.000,-203174.000,-3770720.000,-697471.000,5375.000,-528585.000,-1073763.000,-2608791.000,-1692843.000,-38335521.000
IncreaseDecreaseInAccountsPayable,,,,90616.000,,,,62543.000,,,,15487.000,,,,5473.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,,-107286.000
IncreaseDecreaseInAccountsReceivable,,,,-241966.000,,,,-3896.000,,,,-828.000,,,,16000.000,,,,21000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,-1600.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,,,,,,,,-106727.000
IncreaseDecreaseInDerivativeLiabilities,,,,37931.000,,,,611282.000,,,,95656.000,,,,28697.000,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,6805.000,12099.000,,,,,,
IncreaseDecreaseInNotesReceivableCurrent,,88000.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,13058.000,,,,10130.000,,,,1385.000,,,,1840.000,,,,-3638.000
InterestAndDebtExpense,,,,,,,,,,,,,,,,10667.000,,,,
InterestExpense,,,,,,,,,,,,99849.000,62805.000,164742.000,49691.000,165232.000,223127.000,214192.000,445462.000,9761505.000
InterestExpenseOther,,,,,,,,,,,,,,,,,,,,9363244.000
InterestPaid,,,,29415.000,,,,119648.000,,,,2418.000,,,,7418.000,,,,10507.000
InterestPaidNet,,,-40209.000,-89037.000,-81398.000,-62003.000,-77965.000,-73177.000,-128845.000,-131791.000,,,,,,,,,,
InvestmentIncomeInterest,659.000,665.000,,,,,,,,,,,,,,,,,,
LossOnContractTermination,,,,,,,,,,,,,,,,132804.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,,179300.000,,,,34250.000,,,,144581.000,,,,250948.000,,,,2427252.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,179300.000,,,,34250.000,,,,144581.000,,,,250948.000,,,,2427252.000
NetCashProvidedByUsedInInvestingActivities,,,,-4586.000,,,,-14140.000,,,,,,,,-73282.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-4586.000,,,,-14140.000,,,,,,,,-73282.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,,-52776.000,,,,144.000,,,,-176314.000,,,,-276057.000,,,,-837209.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,-52776.000,,,,144.000,,,,-176314.000,,,,-276057.000,,,,-837209.000
NetIncomeLoss,-5967.000,-1935.000,-160974.000,-54644.000,-154936.000,-129036.000,-3499906.000,-1076185.000,339582.000,-383879.000,,-203174.000,-3770720.000,-697471.000,5375.000,-528585.000,-1073763.000,-2608791.000,-1692843.000,-38335521.000
NonoperatingIncomeExpense,,,,,,,,,,,,,,,,-193929.000,-661471.000,-2091423.000,-775138.000,-37923178.000
OperatingExpenses,6626.000,2600.000,100883.000,252779.000,348751.000,455680.000,1997930.000,494855.000,638551.000,534498.000,2555593.000,283134.000,4365519.000,624518.000,769445.000,565069.000,600204.000,684966.000,1033554.000,546570.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,-334656.000,-412292.000,-517368.000,-917705.000,-412343.000
OtherIncome,659.000,,,,,,,,,,,,,,,,,,,
PaidInKindInterest,,,,,,,,,,,,,,,,21722.000,,,,9363244.000
PaymentsForDepositsOnRealEstateAcquisitions,,,,,,,,13654.000,,,,,,,,17634.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,-4586.000,,,,486.000,,,,,,,,55648.000,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,,,50000.000,,,,74448.000,,,,1660000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,,,,,,940000.000
ProceedsFromIssuanceOfDebt,,,,,,,,,,,,,,,,374448.000,,,,
ProceedsFromNotesPayable,,,,200000.000,,,,76750.000,,,,,,,,300000.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,100000.000,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,-20700.000,,,,-7500.000,,,,,,,,,,,,
ProfessionalFees,5938.000,2600.000,,,,,,,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,2750.000,,,,
RepaymentsOfNotesPayable,,,,,,,,35000.000,,,,5419.000,,,,123500.000,,,,172748.000
ResearchAndDevelopmentExpense,,,,,,,,,,,,,,,,,,,,8231.000
Revenues,,,63973.000,387209.000,499951.000,277410.000,-449608.000,130829.000,238008.000,434041.000,368044.000,275465.000,457780.000,118192.000,73295.000,230413.000,187912.000,167598.000,115849.000,134227.000
SalesRevenueNet,,,63973.000,387209.000,499951.000,277410.000,-449608.000,130829.000,238008.000,434041.000,368044.000,275465.000,457780.000,118192.000,73295.000,230413.000,187912.000,167598.000,115849.000,134227.000
ShareBasedCompensation,,,,,,,,,,,,9838.000,,108764.000,,,,,,111843.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,,,,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,,,,,,,,1.687
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,,,,,,,,0.013
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,,,,,,,,,,,1256.000,,,,,,,,
StockGrantedDuringPeriodValueSharebasedCompensation,,,,29587.000,,,,84286.000,,,,-41695.000,,,,-64006.000,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,100000.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,12000.000,,,,,,,,,,,,33308.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,,,,,,940000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,100882784.000,,,,,,139941304.000,,,19813333.000,151757578.000,,,25538608.000,,,,355913186.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,114184057.000,116623446.000,117848121.000,-231273904.000,128815723.000,,,,149134223.000,,158060044.000,,164938457.000,165394501.000,168832544.000,-328919526.000,202611873.000
WeightedAverageNumberOfSharesOutstandingBasic,75430000.000,75430000.000,100882784.000,,,,,,137223842.000,143549555.000,,,151757578.000,,,,,,,
