,2011-08-31,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29
AccountsPayableAndAccruedLiabilitiesCurrent,41920520.000,37378000.000,36940000.000,32207000.000,41487000.000,41421000.000,34939000.000,36688000.000,32217000.000,27606000.000,23806000.000,27539000.000,27907000.000,28635000.000,34844000.000,42339000.000,41795000.000,37744000.000
AccountsPayableCurrent,,,,18728000.000,26031000.000,27098000.000,23925000.000,26741000.000,20714000.000,18729000.000,13197000.000,17743000.000,16843000.000,18884000.000,23953000.000,24237000.000,22493000.000,19843000.000
AccountsReceivableNetCurrent,47053349.000,48054000.000,50112000.000,48591000.000,45229000.000,49202000.000,42404000.000,43804000.000,39751000.000,40829000.000,36779000.000,41422000.000,38657000.000,35955000.000,35822000.000,41777000.000,41684000.000,40428000.000
AccruedLiabilitiesCurrent,,,,8618000.000,10044000.000,9106000.000,6876000.000,6905000.000,6586000.000,6077000.000,6593000.000,6570000.000,6497000.000,6505000.000,6514000.000,12971000.000,12551000.000,13204000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,18135000.000,,,,20939000.000,,,,25424000.000,,,,37253000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,396575.000,233000.000,772000.000,1196000.000,2085000.000,667000.000,795000.000,848000.000,1572000.000,1713000.000,1994000.000,1866000.000,595000.000,167000.000,111000.000,-1000.000,24000.000,-1097000.000
AdditionalPaidInCapital,322547640.000,323533000.000,327157000.000,326683000.000,326973000.000,327363000.000,327573000.000,327764000.000,327901000.000,327853000.000,327794000.000,327763000.000,327846000.000,327925000.000,328099000.000,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,328380000.000,331144000.000,331492000.000
AggregateIndebtedness,,,,,5500000.000,5500000.000,5500000.000,5500000.000,5500000.000,5500000.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,1325491.000,511000.000,739000.000,557000.000,637000.000,706000.000,682000.000,669000.000,697000.000,780000.000,828000.000,892000.000,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,716000.000,696000.000,699000.000,729000.000,756000.000,739000.000
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,,,1107000.000,
Assets,511435437.000,497741000.000,440475000.000,399682000.000,396299000.000,381700000.000,336309000.000,320074000.000,304578000.000,297380000.000,288358000.000,288654000.000,282840000.000,278735000.000,278444000.000,357553000.000,345025000.000,334812000.000
AssetsCurrent,146659430.000,143408000.000,149397000.000,134670000.000,138171000.000,134054000.000,120100000.000,122477000.000,110691000.000,108218000.000,103866000.000,107280000.000,103786000.000,102459000.000,104816000.000,121860000.000,116114000.000,111179000.000
AssetsHeldForSalePropertyPlantAndEquipment,3216082.000,2681000.000,2681000.000,2681000.000,900000.000,900000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,1216000.000,,,,,,,,,,,,,
CapitalLeaseObligations,,,,355000.000,338000.000,300000.000,273000.000,257000.000,249000.000,5465000.000,5456000.000,5446000.000,5430000.000,5417000.000,5403000.000,5392000.000,5380000.000,5361000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,452000.000,,,,390000.000,,,,5237000.000,,,,4840000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,384000.000,,,,274000.000,,,,21247000.000,,,,19446000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,116000.000,,,,110000.000,,,,1417000.000,,,,1362000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,1419000.000,,,,1420000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,54000.000,,,,,,,,1392000.000,,,,1392000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,107000.000,,,,54000.000,,,,1364000.000,,,,1365000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,107000.000,,,,110000.000,,,,1390000.000,,,,1338000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,14265000.000,,,,12569000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,46000.000,,,,25000.000,,,,15817000.000,,,,14066000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,338000.000,,,,249000.000,,,,5430000.000,,,,5380000.000,
CapitalizedComputerSoftwareGross,,,,,,,220000.000,463000.000,,,,,,,,,,
CapitalizedComputerSoftwareNet,,,,,1517000.000,,,,1431000.000,,,,1164000.000,,,,517000.000,
CashAndCashEquivalentsAtCarryingValue,16155080.000,14678000.000,17324000.000,15818000.000,20535000.000,10064000.000,8729000.000,12514000.000,6351000.000,9282000.000,10632000.000,7721000.000,8258000.000,6199000.000,5420000.000,6554000.000,7207000.000,4519000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,14678000.000,17324000.000,15818000.000,20535000.000,10064000.000,8729000.000,12514000.000,6351000.000,9282000.000,10632000.000,7721000.000,8258000.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,2373.000,,,,,2373000.000,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,54566786.000,54568384.000,54755553.000,54764553.000,54764553.000,54768553.000,54811155.000,54846071.000,54846071.000,55362738.000,55397320.000,55397320.000,55397320.000,55397320.000,55416986.000,55426986.000,55850736.000,55850736.000
CommonStockSharesOutstanding,54566786.000,54568384.000,54755553.000,54764553.000,54764553.000,54768553.000,54811155.000,54764553.000,54846071.000,55362738.000,55397320.000,55397320.000,55397320.000,55397320.000,55416986.000,55426986.000,55850736.000,55850736.000
CommonStockSharesSubscribedButUnissued,,,,423750.000,,,,,423750.000,423750.000,,,,,,,,
CommonStockSharesSubscriptions,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,2373000.000,,
CommonStockValue,54567.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,55000.000,56000.000,56000.000
DebtAndCapitalLeaseObligations,,,,,,,,,112861000.000,102111000.000,131749000.000,130064000.000,128311000.000,125781000.000,123260000.000,204163000.000,200026000.000,199915000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,0.000,0.000,,,2803000.000,2480000.000,2161000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,4972000.000,
DeferredRentCreditNoncurrent,,,,,,,,,,,,,62000.000,,,,494000.000,
