,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,1266000.000,5142000.000,5642000.000,4510000.000,6014000.000,6231000.000,8475000.000,8695000.000,9274000.000,9303000.000
AmortizationOfDebtDiscountPremium,,2000.000,,,,221000.000,,,,77000.000
AmortizationOfIntangibleAssets,,17000.000,26000.000,26000.000,27000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,,5000.000,,,,2974000.000,,,,1525000.000
CapitalLeaseObligationsIncurred,,,,,,257000.000,,,,247000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,5654000.000,,,,-2561000.000,,,,10084000.000
ComprehensiveIncomeNetOfTax,-10818000.000,-11093000.000,-11470000.000,-13639000.000,-10511000.000,-9654000.000,-11308000.000,-10644000.000,-14015000.000,-7919000.000
CostOfGoodsSoldSubscription,6736000.000,6940000.000,7484000.000,8470000.000,9377000.000,8910000.000,9985000.000,10655000.000,11632000.000,11409000.000
CostOfRevenue,9705000.000,10465000.000,11273000.000,12478000.000,13707000.000,13971000.000,15195000.000,15812000.000,16887000.000,17072000.000
CostOfServices,,3525000.000,3789000.000,4008000.000,4330000.000,5061000.000,5210000.000,5157000.000,5255000.000,5663000.000
DeferredIncomeTaxExpenseBenefit,,26000.000,,,,3000.000,,,,-27000.000
Depreciation,,,,673000.000,,,,,,
DepreciationAndAmortization,,,,,,981000.000,1500000.000,1600000.000,1819000.000,1900000.000
DepreciationDepletionAndAmortization,,1747000.000,,,,2201000.000,,,,3329000.000
EarningsPerShareBasicAndDiluted,-1.840,-0.340,-0.340,-0.400,-0.310,-0.290,-0.320,-0.300,-0.380,-0.220
EffectOfExchangeRateOnCashAndCashEquivalents,,-408000.000,,,,538000.000,,,,428000.000
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,84000.000,82000.000,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,448000.000,,,,252000.000,,,,46000.000
GeneralAndAdministrativeExpense,5162000.000,7715000.000,8541000.000,9527000.000,9625000.000,9848000.000,10391000.000,11435000.000,13446000.000,13138000.000
GoodwillAcquiredDuringPeriod,,443000.000,,,,,,,,
GrossProfit,20743000.000,27701000.000,31668000.000,35233000.000,39418000.000,44989000.000,49779000.000,54777000.000,59557000.000,65180000.000
IncomeLossFromContinuingOperations,-10957000.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-10806000.000,-11355000.000,-13376000.000,-10104000.000,-10102000.000,-11124000.000,-10189000.000,-13614000.000,-7877000.000
IncomeTaxExpenseBenefit,,52000.000,37000.000,176000.000,147000.000,52000.000,-60000.000,326000.000,215000.000,198000.000
IncomeTaxesPaid,,,,,,73000.000,,,,37000.000
IncreaseDecreaseInAccountsPayable,,-1110000.000,,,,-804000.000,,,,-1250000.000
IncreaseDecreaseInAccountsReceivable,,1660000.000,,,,-347000.000,,,,-4176000.000
IncreaseDecreaseInAccruedLiabilities,,652000.000,,,,-1154000.000,,,,922000.000
IncreaseDecreaseInDeferredCharges,,,,,,23000.000,,,,34000.000
IncreaseDecreaseInDeferredCompensation,,4000.000,,,,-299000.000,,,,-464000.000
IncreaseDecreaseInDeferredRevenue,,6462000.000,,,,8152000.000,,,,8453000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1151000.000,,,,2403000.000,,,,-1061000.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,,4431000.000
InterestExpense,138000.000,32000.000,79000.000,31000.000,43000.000,87000.000,93000.000,97000.000,-12000.000,52000.000
InterestPaid,,29000.000,,,,87000.000,,,,192000.000
InvestmentIncomeInterest,,10000.000,101000.000,131000.000,148000.000,179000.000,201000.000,224000.000,250000.000,303000.000
NetCashProvidedByUsedInFinancingActivities,,35056000.000,,,,1892000.000,,,,2947000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,35056000.000,,,,1892000.000,,,,2947000.000
NetCashProvidedByUsedInInvestingActivities,,-28179000.000,,,,-8169000.000,,,,-12383000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-28179000.000,,,,-8169000.000,,,,-12383000.000
NetCashProvidedByUsedInOperatingActivities,,-815000.000,,,,3178000.000,,,,19092000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-815000.000,,,,3178000.000,,,,19092000.000
NetIncomeLoss,-10793000.000,-10858000.000,-11392000.000,-13552000.000,-10251000.000,-10154000.000,-11064000.000,-10515000.000,-13829000.000,-8075000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-10806000.000,-10858000.000,-11392000.000,-13552000.000,-10251000.000,,,,,
NonoperatingIncomeExpense,164000.000,606000.000,-33000.000,-86000.000,346000.000,-241000.000,-94000.000,-238000.000,206000.000,123000.000
OciBeforeReclassificationsNetOfTaxAttributableToParent,,,,,,500000.000,,,,156000.000
OperatingExpenses,31700000.000,39113000.000,42990000.000,48523000.000,49868000.000,54850000.000,60809000.000,64728000.000,73377000.000,73180000.000
OperatingIncomeLoss,,-11412000.000,-11322000.000,-13290000.000,-10450000.000,-9861000.000,-11030000.000,-9951000.000,-13820000.000,-8000000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,-26000.000,-133000.000,-77000.000,-152000.000,334000.000,69000.000,-108000.000,-182000.000,35000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,,,,,0.000,40000.000,-36000.000,67000.000,18000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-25000.000,-209000.000,55000.000,-10000.000,-108000.000,166000.000,-313000.000,-21000.000,-4000.000,121000.000
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,,-235000.000,,,,,,,,
OtherNonoperatingIncomeExpense,302000.000,628000.000,-55000.000,-186000.000,241000.000,-333000.000,-202000.000,-365000.000,-56000.000,-128000.000
PaymentsOfStockIssuanceCosts,,138000.000,,,,,,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,958000.000,,,,1153000.000
PaymentsToAcquireAvailableForSaleSecuritiesDebt,,25784000.000,,,,8969000.000,,,,16367000.000
PaymentsToAcquireBusinessesGross,,600000.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,1025000.000,,,,6641000.000,,,,5835000.000
PaymentsToDevelopSoftware,,770000.000,,,,1434000.000,,,,1610000.000
ProceedsFromIssuanceOfCommonStock,,34114000.000,,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,2992000.000,,,,4340000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,,8875000.000,,,,15860000.000
ProceedsFromStockOptionsExercised,,555000.000,,,,,,,,
ProceedsFromStockPlans,,411000.000,,,,,,,,
ProvisionForDoubtfulAccounts,,209000.000,,,,,,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,,0.000,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,24000.000,,,,142000.000,,,,240000.000
ResearchAndDevelopmentExpense,4858000.000,7501000.000,8158000.000,8128000.000,8670000.000,9804000.000,11278000.000,12100000.000,12815000.000,13370000.000
Revenues,30448000.000,38166000.000,42941000.000,47711000.000,53125000.000,58960000.000,64974000.000,70589000.000,76444000.000,82252000.000
SalesRevenueNet,30448000.000,38166000.000,42941000.000,47711000.000,53125000.000,58960000.000,64974000.000,70589000.000,76444000.000,82252000.000
SellingAndMarketingExpense,21680000.000,23897000.000,26291000.000,30868000.000,31573000.000,35198000.000,39140000.000,41193000.000,47116000.000,46672000.000
ShareBasedCompensation,,,,,,6231000.000,,,,9303000.000
SubscriptionRevenue,27806000.000,34939000.000,39273000.000,44091000.000,49617000.000,54936000.000,60916000.000,66505000.000,72418000.000,77503000.000
TechnologyServicesCosts,2969000.000,,,,,,,,,
TechnologyServicesRevenue,2642000.000,3227000.000,3668000.000,3620000.000,,,,,,
TemporaryEquityAccretionToRedemptionValueAdjustment,13000.000,,0.000,0.000,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,,,30400000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,0.000,0.000,0.000,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,5874000.000,31636000.000,33208.000,33819.000,1518973.000,34692.000,35023000.000,35393000.000,-35253692.000,36205000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5874000.000,31636000.000,33208000.000,33819000.000,-65441000.000,34692000.000,35023000.000,35393000.000,-69911000.000,36205000.000
WeightedAverageNumberOfSharesOutstandingBasic,5874000.000,31636000.000,33208.000,33819.000,1518973.000,34692.000,35023000.000,35393000.000,-35253692.000,36205000.000
