,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,8000.000
AllocatedShareBasedCompensationExpense,,,21000.000
AmortizationOfFinancingCosts,-620000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-552000.000,,
ComprehensiveIncomeNetOfTax,7086000.000,2914000.000,2313000.000
CostOfGoodsAndServicesSold,192453000.000,,
CostOfGoodsSold,31011000.000,40629000.000,9607000.000
CostOfServices,161442000.000,,
DeferredIncomeTaxExpenseBenefit,-1012000.000,,
DepreciationDepletionAndAmortization,27010000.000,25235000.000,25719000.000
DividendsCash,478000.000,,
EffectiveIncomeTaxRateContinuingOperations,,0.378,0.479
EmployeeBenefitsAndShareBasedCompensation,,35000.000,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,13000.000,
FuelCosts,,39518000.000,38161000.000
GainLossOnDispositionOfAssets,,-1503000.000,1614000.000
GainLossOnDispositionOfProperty,6384000.000,,
GrossProfit,25684000.000,,
IncomeLossFromContinuingOperations,4863000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,7833000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,26000.000,,
IncomeTaxExpenseBenefit,2970000.000,,
IncreaseDecreaseInAccountsPayable,-5511000.000,,
IncreaseDecreaseInAccountsReceivable,-1836000.000,,
IncreaseDecreaseInInterestPayableNet,-5920000.000,,
IncreaseDecreaseInInventories,1517000.000,,
IncreaseDecreaseInOtherCurrentAssets,1816000.000,,
IncreaseDecreaseInOtherCurrentLiabilities,-14260000.000,,
InterestExpense,7685000.000,,
LaborAndRelatedExpense,,28213000.000,28262000.000
ManagementFeeAmountPaid,,5000000.000,
NetCashProvidedByUsedInFinancingActivities,2253000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2253000.000,,
NetCashProvidedByUsedInInvestingActivities,-17977000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-17977000.000,,
NetCashProvidedByUsedInOperatingActivities,15172000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,15172000.000,,
NetIncomeLoss,4889000.000,6508000.000,-297000.000
NonoperatingIncomeExpense,-7647000.000,,
OperatingCostsAndExpenses,,188344000.000,147839000.000
OperatingExpenses,,200840000.000,159762000.000
OperatingIncomeLoss,15480000.000,17831000.000,7123000.000
OperatingLeasesRentExpenseNet,,,6646000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,2274000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,,-3594000.000,-2610000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,1390000.000,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,2196000.000,-1014000.000
OtherComprehensiveIncomeLossNetOfTax,,-3594000.000,2610000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,2197000.000,,
OtherComprehensiveIncomeOtherNetOfTax,-77000.000,,
OtherNoncashIncomeExpense,711000.000,,
OtherNonoperatingIncomeExpense,38000.000,,
OtherTaxExpenseBenefit,,2843000.000,2684000.000
PaymentsForProceedsFromOtherInvestingActivities,1001000.000,,
PaymentsForRent,,6669000.000,
PaymentsOfDividendsCommonStock,478000.000,,
PaymentsOfFinancingCosts,66000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,32321000.000,,
PensionAndOtherPostretirementBenefitContributions,1373000.000,,
ProceedsFromLongTermLinesOfCredit,1521000.000,,
ProceedsFromRepaymentsOfBankOverdrafts,1276000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,15345000.000,,
RevenueFromRelatedParties,,0.000,0.000
Revenues,218137000.000,218671000.000,166885000.000
RevenuesFromExternalCustomers,,218671000.000,166885000.000
SalesRevenueGoodsNet,35864000.000,,
SalesRevenueNet,218137000.000,218671000.000,166885000.000
SalesRevenueServicesNet,182273000.000,,
SellingGeneralAndAdministrativeExpense,10204000.000,12496000.000,11923000.000
ShareBasedCompensation,49000.000,,
SuppliesExpense,,46800000.000,38374000.000
