,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-33000.000,,,,-53000.000
AmortizationOfESOPAward,102000.000,,,,142000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,33589.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,490000.000,64000.000,-48000.000,35000.000,4000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,33000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,-29000.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,82000.000
BankOwnedLifeInsuranceIncome,72000.000,51000.000,74000.000,95000.000,85000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-15704000.000,,,,2713000.000
CommonStockDividendsPerShareCashPaid,0.050,,,,0.050
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,26000.000,,,,-402000.000
DepreciationDepletionAndAmortization,145000.000,,,,104000.000
DividendsCommonStockCash,76000.000,,,,-77000.000
DividendsPreferredStockCash,125000.000,,,,-125000.000
EarningsPerShareBasic,0.050,-0.160,0.150,-0.050,-0.390
EarningsPerShareDiluted,0.050,-0.160,0.150,-0.050,-0.390
FederalDepositInsuranceCorporationPremiumExpense,102000.000,99000.000,106000.000,107000.000,113000.000
FeesAndCommissionsDepositorAccounts,240000.000,236000.000,255000.000,228000.000,256000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,269000.000
GainLossOnInvestments,490000.000,,,,4000.000
GainLossOnSalesOfLoansNet,9000.000,27000.000,105000.000,2000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,328000.000,280000.000,491000.000,-157000.000,-534000.000
IncomeTaxExpenseBenefit,92000.000,76000.000,131000.000,-208000.000,-52000.000
IncomeTaxesPaid,-609000.000,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,-97000.000,,,,6000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,791000.000,,,,92000.000
IncreaseDecreaseInDeposits,8422000.000,,,,12366000.000
IncreaseDecreaseInOtherOperatingAssets,-206000.000,,,,-506000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,13881.000
InformationTechnologyAndDataProcessing,202000.000,189000.000,189000.000,199000.000,200000.000
InterestAndDividendIncomeOperating,5583000.000,5856000.000,5765000.000,5516000.000,5524000.000
InterestAndFeeIncomeLoansHeldForSaleMortgages,5298000.000,5502000.000,5343000.000,5147000.000,5213000.000
InterestAndFeeIncomeOtherLoans,38000.000,30000.000,21000.000,20000.000,14000.000
InterestExpense,1615000.000,1664000.000,1673000.000,1665000.000,1688000.000
InterestExpenseDeposits,388000.000,422000.000,429000.000,436000.000,448000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesShortTerm,1090000.000,1103000.000,1102000.000,1089000.000,1099000.000
InterestExpenseOther,137000.000,139000.000,142000.000,140000.000,141000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3468000.000,3892000.000,3792000.000,3551000.000,3686000.000
InterestIncomeExpenseNet,3968000.000,4192000.000,4092000.000,3851000.000,3836000.000
InterestPaid,1629000.000,,,,1696000.000
InvestmentIncomeInterestAndDividend,233000.000,314000.000,386000.000,340000.000,296000.000
LaborAndRelatedExpense,2595000.000,2460000.000,2258000.000,2619000.000,2787000.000
LossOnContractTerminationForDefault,,,,,2200000.000
MarketingAndAdvertisingExpense,32000.000,51000.000,20000.000,41000.000,25000.000
NetCashProvidedByUsedInFinancingActivities,8586000.000,,,,42302000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,8586000.000,,,,42302000.000
NetCashProvidedByUsedInInvestingActivities,-25750000.000,,,,-40015000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-25750000.000,,,,-40015000.000
NetCashProvidedByUsedInOperatingActivities,1460000.000,,,,426000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1460000.000,,,,426000.000
NetIncomeLoss,236000.000,204000.000,360000.000,51000.000,-482000.000
NetIncomeLossAvailableToCommonStockholdersBasic,80000.000,-247000.000,231000.000,-79000.000,-612000.000
