,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,9289.000,20031.000,52850.000,82540.000,901.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,51067.000,9289.000,20032.000,52850.000,82540.000,901.000
AccountsPayableCurrent,0.000,5630.000,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,7500.000,14589.000,3391.000,8009.000,6752.000,2539.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,14589.000,3391.000,8009.000,6752.000,2539.000
AccruedLiabilitiesCurrent,12798.000,12798.000,12798.000,,,,,,
AdditionalPaidInCapital,671794.000,743372.000,838456.000,1172010.000,1672009.000,2104509.000,2358108.000,2465946.000,2569656.000
Assets,1852.000,,9708.000,350904.000,508096.000,796145.000,869891.000,840011.000,19622.000
AssetsCurrent,1852.000,,9708.000,5904.000,28096.000,121145.000,94891.000,65011.000,19622.000
AssetsFairValueDisclosure,,,,,46296.000,136767.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,1988.000,1988.000,1988.000,1988.000,1988.000
BankOverdrafts,,572.000,,,,,,,
Cash,1852.000,,9708.000,5904.000,22418.000,113345.000,76879.000,52083.000,7719.000
CashAndCashEquivalentsAtCarryingValue,1852.000,,9708.000,5904.000,22418.000,113345.000,76879.000,52083.000,7719.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,95566667.000,88000000.000,88000000.000,88277778.000,88833334.000,89299270.000,44938356.000,45271689.000,46271689.000
CommonStockSharesOutstanding,88000000.000,88000000.000,88000000.000,88277778.000,88833334.000,89299270.000,44938356.000,45271689.000,88833334.000
CommonStockValue,96.000,88.000,88.000,88.000,89.000,89.000,45.000,45.000,45.000
DeferredRevenueCurrent,13225.000,12025.000,10775.000,,,,,,
DeferredTaxAssetsNet,,,,,0.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,-415758.000,,,,608000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,167177.000,225296.000,225296.000,586536.000,752688.000,1590935.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,12798.000,12798.000,12798.000,12798.000,12798.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,1988.000,1988.000,1988.000,1988.000,1988.000
DisposalGroupIncludingDiscontinuedOperationDeferredRevenue,,,,,,,9525.000,9525.000,9525.000
DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,,,,0.000,0.000,,,,
LiabilitiesAndStockholdersEquity,1852.000,,9708.000,350904.000,508096.000,796145.000,869891.000,840011.000,19622.000
LiabilitiesCurrent,26023.000,31025.000,23573.000,58567.000,23878.000,23423.000,60859.000,89292.000,3440.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,22323.000,22323.000,22323.000,22323.000,22323.000
MineralPropertiesNet,,,,800000.000,,,,,
MineralRights,,,,345000.000,480000.000,675000.000,775000.000,775000.000,
OperatingLossCarryforwardsValuationAllowance,,,,,415758.000,,,,-608000.000
OtherLiabilitiesCurrent,0.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,0.000,0.000,0.000,,,,
PrepaidExpenseCurrent,,,,,5678.000,7800.000,18012.000,12928.000,11903.000
RetainedEarningsAccumulatedDeficit,-696061.000,-774485.000,-852409.000,-962584.000,-962584.000,-1106580.000,-962584.000,-962584.000,-962584.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,888349.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,2.340,,
StockholdersEquity,-24171.000,-31025.000,-13865.000,292337.000,484218.000,772722.000,809033.000,750719.000,16182.000
TreasuryStockShares,7566667.000,,,,,,,,
TreasuryStockValue,0.000,,,,,,,,
