,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,24204000.000,14427000.000,19249000.000,18690000.000,17447000.000,17564000.000,14759000.000,17081000.000,17589000.000,12146000.000,15930000.000,42853000.000,35742000.000,63563000.000,65382000.000,63929000.000,53707000.000,58003000.000,100526000.000,86484000.000,82620000.000,71440000.000,79009000.000,95635000.000,82385000.000,70735000.000
AccountsReceivableNetCurrent,112141000.000,183028000.000,114436000.000,121606000.000,133712000.000,120178000.000,121472000.000,138253000.000,146376000.000,165378000.000,157248000.000,238185000.000,202767000.000,301869000.000,302682000.000,353713000.000,354750000.000,407984000.000,417141000.000,428644000.000,446514000.000,506980000.000,497947000.000,606764000.000,634102000.000,628539000.000
AccruedLiabilitiesCurrent,87335000.000,92893000.000,108836000.000,106809000.000,81328000.000,87913000.000,92886000.000,100778000.000,87252000.000,74646000.000,107190000.000,134652000.000,173372000.000,144588000.000,121408000.000,154931000.000,142888000.000,159132000.000,227915000.000,139726000.000,152516000.000,171102000.000,196929000.000,202176000.000,165632000.000,179053000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,262079000.000,,,,300970000.000,,,,354166000.000,,,,413697000.000,,,,482651000.000,,,,537329000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,87000.000,-293000.000,-150000.000,23000.000,-62000.000,58000.000,-35000.000,-112000.000,-182000.000,-72000.000,-93000.000,-50000.000,20000.000,-91000.000,-143000.000,-74000.000,-167000.000,-114000.000,-262000.000,-24000.000,-26000.000,-153000.000,-175000.000,-196000.000,-174000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,106000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,757033000.000,782891000.000,794845000.000,804035000.000,810530000.000,815616000.000,837511000.000,848238000.000,861804000.000,872977000.000,890932000.000,922325000.000,933274000.000,973611000.000,994728000.000,1018266000.000,1070336000.000,1095772000.000,1110523000.000,1124013000.000,1140699000.000,1150756000.000,1162613000.000,1186283000.000,1200309000.000,1212427000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2415000.000,2393000.000,2286000.000,3336000.000,3729000.000,3877000.000,3796000.000,4612000.000,5566000.000,4513000.000,4621000.000,5447000.000,5598000.000,5197000.000,4763000.000,4047000.000,3870000.000,3587000.000,3775000.000,3246000.000,3731000.000,3384000.000,3838000.000,5644000.000,6171000.000,7402000.000
Assets,1462466000.000,1430842000.000,1371657000.000,1341167000.000,1364161000.000,1408704000.000,1479202000.000,1512133000.000,1557827000.000,1553886000.000,1634997000.000,1759218000.000,1817873000.000,1866688000.000,2075247000.000,2094157000.000,2129700000.000,2163510000.000,2143706000.000,2069060000.000,2059553000.000,2201397000.000,2269054000.000,2443687000.000,2443061000.000,2459643000.000
AssetsCurrent,818111000.000,809367000.000,759114000.000,732709000.000,762280000.000,793551000.000,850050000.000,871418000.000,901228000.000,891012000.000,985753000.000,989358000.000,1057226000.000,956774000.000,1130840000.000,1167549000.000,1191611000.000,1169841000.000,1179306000.000,1097682000.000,1066854000.000,1209685000.000,1156759000.000,1319267000.000,1329329000.000,1343305000.000
