,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3966000.000,1327000.000
AmortizationOfFinancingCosts,,,,129000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,14008000.000,-8736000.000,2184000.000,-4515000.000
ComprehensiveIncomeNetOfTax,,-11060000.000,-11713000.000,-11571000.000
ConversionOfStockAmountIssued1,,,0.000,
CostOfRevenue,11000.000,48000.000,139000.000,116000.000
CostsAndExpensesRelatedParty,2000000.000,,0.000,
DefinedContributionPlanCostRecognized,83606.000,90000.000,93000.000,94000.000
Depreciation,158000.000,363000.000,478000.000,454000.000
EarningsPerShareBasicAndDiluted,-1.140,-1.410,-1.050,-0.730
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,1000.000,-9000.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340
FairValueAdjustmentOfWarrants,,,,-547000.000
FairValueAssumptionsExpectedDividendRate,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,0.727
FairValueAssumptionsRiskFreeInterestRate,,,,0.019
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,-676000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,1281000.000
FairValueOfAssetsAcquired,,,,133000.000
GeneralAndAdministrativeExpense,4007000.000,5654000.000,6605000.000,
GrossProfit,11000.000,45000.000,-21000.000,-34000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-8602000.000,-10780000.000,-11601000.000,-11569000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-11061000.000,-11704000.000,-11579000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-215000.000,-281000.000,-103000.000,-10000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8817000.000,-11061000.000,-11704000.000,-11579000.000
IncomeTaxCreditsAndAdjustments,-50000.000,-178000.000,-200000.000,-400000.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,808000.000,4468000.000,4797000.000,5215000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,13000.000,40000.000,17000.000,1000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-2998000.000,-3761000.000,-3979000.000,-3937000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,18000.000,94000.000,68000.000,-185000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-118000.000,-663000.000,-703000.000,-694000.000
IncreaseDecreaseInAccountsPayable,65000.000,126000.000,-13000.000,472000.000
IncreaseDecreaseInAccountsReceivable,,,16000.000,21000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-71000.000,163000.000,-27000.000,934000.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,22000.000,5000.000,-27000.000,0.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,90000.000,-74000.000,-16000.000,
IncreaseDecreaseInInventories,38000.000,169000.000,-132000.000,-75000.000
IncreaseDecreaseInOtherCurrentAssets,,,,212000.000
IncreaseDecreaseInOtherReceivables,,5000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,13000.000,-39000.000
IncreaseDecreaseInPrepaidExpense,421000.000,-104000.000,,
NetCashProvidedByUsedInFinancingActivities,21989000.000,420000.000,9555000.000,4845000.000
