,2015-06-30,2016-06-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,7900000.000
AdjustmentsToAdditionalPaidInCapitalMarkToMarket,,12900000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,95000000.000,
AllocatedShareBasedCompensationExpense,200700000.000,
AmortizationOfFinancingCosts,13900000.000,
AmortizationOfFinancingCostsAndDiscounts,,10000000.000
AmortizationOfIntangibleAssets,54800000.000,75800000.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,-182700000.000,-79300000.000
BusinessAcquisitionsProFormaRevenue,1420200000.000,1983200000.000
BusinessCombinationAcquisitionRelatedCosts,6200000.000,21500000.000
CapitalExpendituresIncurredButNotYetPaid,,25700000.000
CapitalLeaseObligationsIncurred,6800000.000,7600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,11200000.000,-137900000.000
ComprehensiveIncomeNetOfTax,-177600000.000,-63800000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,413500000.000,578700000.000
CostsAndExpensesRelatedParty,,500000.000
CurrentFederalTaxExpenseBenefit,1700000.000,-1300000.000
CurrentForeignTaxExpenseBenefit,-1600000.000,3900000.000
CurrentIncomeTaxExpenseBenefit,4500000.000,11300000.000
CurrentStateAndLocalTaxExpenseBenefit,4400000.000,8700000.000
DebtIssuanceCosts,99300000.000,89600000.000
DeferredFederalIncomeTaxExpenseBenefit,-8700000.000,7300000.000
DeferredForeignIncomeTaxExpenseBenefit,2300000.000,-7800000.000
DeferredIncomeTaxExpenseBenefit,-13300000.000,-2800000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-6900000.000,-2300000.000
Depreciation,351400000.000,440500000.000
DepreciationAndAmortization,406200000.000,516300000.000
EarningsPerShareBasicAndDiluted,-0.660,-0.310
EffectOfExchangeRateOnCashAndCashEquivalents,-3800000.000,-2000000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-3800000.000,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,152900000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,7900000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,7900000.000
ForeignCurrencyTransactionGainLossBeforeTax,-24400000.000,-53800000.000
ForeignCurrencyTransactionGainLossUnrealized,-24400000.000,
GainsLossesOnExtinguishmentOfDebt,-94300000.000,-33800000.000
GoodwillAcquiredDuringPeriod,376300000.000,16900000.000
GoodwillPurchaseAccountingAdjustments,,-5500000.000
GoodwillTranslationAdjustments,-18600000.000,-21300000.000
ImpairmentOfIntangibleAssetsFinitelived,0.000,0.000
ImpairmentOfInvestments,900000.000,1200000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,0.000
IncomeLossFromContinuingOperations,-155300000.000,-76200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-159700000.000,-46900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-164100000.000,-67700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-4400000.000,-20800000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.660,-0.310
IncomeTaxExpenseBenefit,-8800000.000,8500000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,2800000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,-2200000.000,-3600000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,600000.000,2700000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-57400000.000,-23800000.000
IncomeTaxReconciliationNondeductibleExpenseOther,700000.000,1500000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,59400000.000,27900000.000
IncomeTaxReconciliationOtherReconcilingItems,-2500000.000,3100000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-7400000.000,-2100000.000
IncomeTaxesPaidNet,14500000.000,14000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-22100000.000,-36000000.000
IncreaseDecreaseInAccountsPayableRelatedParties,-500000.000,
IncreaseDecreaseInAccountsReceivable,11200000.000,-1900000.000
IncreaseDecreaseInDeferredRevenue,149100000.000,184000000.000
IncreaseDecreaseInOtherOperatingAssets,7500000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,33000000.000
IncreaseDecreaseInOtherOperatingLiabilities,-6900000.000,
IncreaseDecreaseInPrepaidExpense,2900000.000,-18700000.000
InterestCostsCapitalized,12500000.000,13800000.000
InterestExpense,214000000.000,220100000.000
InterestIncomeExpenseNonoperatingNet,-214000000.000,-220100000.000
InterestPaid,191200000.000,228500000.000
NetCashProvidedByUsedInContinuingOperations,15000000.000,-135900000.000
NetCashProvidedByUsedInFinancingActivities,795700000.000,291700000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,795700000.000,291700000.000
NetCashProvidedByUsedInInvestingActivities,-1386100000.000,-1141600000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1386100000.000,-1141600000.000
NetCashProvidedByUsedInOperatingActivities,605400000.000,714000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,605400000.000,714000000.000
NetIncomeLoss,-155300000.000,-76200000.000
NonoperatingIncomeExpense,-333100000.000,-308000000.000
OperatingExpenses,1178100000.000,1481400000.000
OperatingIncomeLoss,169000000.000,240300000.000
OperatingLeasesRentExpenseNet,125300000.000,102000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-22300000.000,12400000.000
OtherNonoperatingIncomeExpense,-400000.000,-300000.000
PaidInKindInterest,19700000.000,11900000.000
PaymentsForRepurchaseOfCommonStock,,81100000.000
PaymentsOfDebtExtinguishmentCosts,62600000.000,20300000.000
PaymentsOfFinancingCosts,24200000.000,4200000.000
PaymentsOfStockIssuanceCosts,26500000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,437500000.000
PaymentsToAcquirePropertyPlantAndEquipment,530400000.000,704100000.000
ProceedsFromIssuanceOfCommonStock,387200000.000,387200000.000
