,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,70810000.000,74643000.000,69185000.000,,67203000.000,66143000.000
AccountsPayableCurrent,3081000.000,6933000.000,8961000.000,4651000.000,5929000.000,7357000.000,4588000.000,6901000.000,7361000.000,9322000.000,5195000.000,6576000.000,4029000.000,10460000.000,1013000.000,6894000.000,5491000.000,2128000.000,4762000.000,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,945000.000,135000.000,3850000.000,4519000.000,2354000.000,2005000.000
AccountsReceivableGrossCurrent,,,,130917000.000,131888000.000,142857000.000,114635000.000,118081000.000,113945000.000,102782000.000,70668000.000,60389000.000,51748000.000,59056000.000,48841000.000,62179000.000,54933000.000,57328000.000,34205000.000,53636000.000,45330000.000,44739000.000,42611000.000,50724000.000,52338000.000
AccountsReceivableNetCurrent,78685000.000,87690000.000,62156000.000,92853000.000,99617000.000,111010000.000,75177000.000,69352000.000,60502000.000,51123000.000,28565000.000,29628000.000,25881000.000,31375000.000,21274000.000,30918000.000,28164000.000,30793000.000,24091000.000,34179000.000,29797000.000,30614000.000,26457000.000,32925000.000,32741000.000
AccruedBonusesCurrent,,,,1971000.000,2981000.000,3066000.000,1603000.000,3573000.000,3295000.000,1883000.000,2277000.000,2332000.000,3267000.000,2247000.000,2720000.000,2204000.000,1730000.000,2595000.000,4295000.000,2783000.000,3577000.000,4406000.000,5087000.000,2737000.000,4616000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,,,,,,,5100000.000,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,13269000.000,3852000.000,12243000.000,6535000.000,15392000.000,0.000,1384000.000,466000.000,,,,449000.000,0.000,0.000,0.000,16000.000,,,,0.000,,
AccruedLiabilitiesCurrent,47618000.000,47048000.000,40205000.000,67409000.000,57858000.000,56509000.000,44640000.000,56707000.000,45089000.000,43567000.000,54756000.000,62224000.000,46531000.000,48854000.000,51403000.000,55986000.000,55048000.000,72364000.000,74434000.000,,,,77866000.000,,
AccruedRentCurrent,,,,,,,,,,,,2390000.000,2607000.000,3175000.000,,7358000.000,13541000.000,12606000.000,,12483000.000,11336000.000,10296000.000,,15247000.000,13369000.000
