,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,-4485000.000,,,,4377000.000,,,,4181000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,6046000.000,,,,6387000.000,,,,6323000.000,,,,7973000.000,,,,8167000.000,,,,6802000.000,,,,4701000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-1461000.000,,,,589000.000,,,,578000.000,,,,3477000.000,,,,2731000.000,,,,213000.000,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,1754000.000,1775000.000,1795000.000,,1839000.000,1861000.000,1883000.000,1905000.000,1928000.000,1951000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,293000.000,295000.000,295000.000,,298000.000,300000.000,302000.000,301000.000,304000.000,305000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,2365000.000,,,,2367000.000,,,,2482000.000,
AmortizationOfIntangibleAssets,,,,,,1600000.000,1900000.000,,1500000.000,1500000.000,1400000.000,2400000.000,2500000.000,2900000.000,2800000.000,2900000.000,5100000.000,8600000.000,8300000.000,6700000.000,7400000.000,8200000.000,8800000.000,8700000.000,8700000.000,8900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,330000.000,42200.000,,78900.000,77100.000,36600.000,-116700.000,0.000,2300.000,,,6258000.000,,,,6304000.000,,,,6350000.000,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,,,209600000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,,,,,,500000.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,4174000.000,,,,1860000.000,,,,1461000.000,,,,4130000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1934000.000,,,,-1117000.000,,,,-19413000.000,,,,-36490000.000,,,,-249689000.000,,,,-44980000.000,,,,-4360000.000,
ComprehensiveIncomeNetOfTax,4500000.000,,,,1144000.000,6038000.000,10815000.000,18281000.000,10408000.000,16512000.000,17951000.000,22124000.000,33996000.000,20255000.000,11548000.000,11394000.000,807000.000,23916000.000,18668000.000,21901000.000,7381000.000,14519000.000,10425000.000,5322000.000,7544000.000,-150689000.000
ConcentrationRiskPercentage1,,,,,,,,,,0.100,0.100,,,,,,,,,,,,,,,
CostOfReimbursableExpense,13242000.000,14573000.000,14064000.000,9794000.000,13818000.000,14723000.000,13405000.000,13826000.000,15351000.000,18118000.000,17531000.000,16320000.000,19431000.000,20899000.000,18651000.000,18875000.000,17253000.000,21470000.000,17103000.000,14106000.000,16627000.000,19164000.000,18956000.000,17002000.000,16869000.000,20953000.000
CostOfRevenue,107734000.000,111445000.000,112403000.000,101539000.000,111741000.000,107742000.000,103475000.000,121507000.000,122137000.000,121661000.000,124293000.000,145859000.000,144142000.000,146478000.000,149777000.000,142518000.000,144766000.000,151929000.000,137486000.000,54454000.000,131870000.000,126103000.000,131362000.000,135110000.000,135596000.000,137367000.000
CostOfServices,93059000.000,95503000.000,97030000.000,90492000.000,96781000.000,91877000.000,89283000.000,106943000.000,106128000.000,102869000.000,106087000.000,128455000.000,123610000.000,124289000.000,129899000.000,122373000.000,125001000.000,125490000.000,115587000.000,35837000.000,111857000.000,103099000.000,108354000.000,114246000.000,115741000.000,113669000.000
