,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AccretionExpense,,,11000.000,0.000,0.000,
AdjustmentForAmortization,,,740000.000,1460000.000,1215000.000,881000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,34000.000,14000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1267000.000,1164000.000,1593000.000,1499000.000,1462000.000,1605000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,989000.000,70000.000,13000.000,,,
AdvertisingExpense,,111000.000,28000.000,149000.000,4000.000,94000.000
AllocatedShareBasedCompensationExpense,,1164000.000,1593000.000,1499000.000,1462000.000,1605000.000
AmortizationOfFinancingCosts,,42000.000,40000.000,156000.000,114000.000,110000.000
AmortizationOfIntangibleAssets,,133000.000,704000.000,1327000.000,1215000.000,881000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3456503.000,3294501.000,3131524.000,3070435.000,3225496.000
AssetImpairmentCharges,,,200000.000,12130000.000,6023000.000,250000.000
BusinessCombinationAcquisitionRelatedCosts,,,819000.000,47000.000,0.000,0.000
CapitalLeaseObligationsIncurred,,,,,396000.000,175000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,11451000.000,-8635000.000,3192000.000,2434000.000,-4460000.000,1765000.000
ComprehensiveIncomeNetOfTax,483000.000,-10399000.000,,,,
CostOfGoodsSold,62842000.000,49551000.000,54423000.000,68388000.000,49630000.000,49630000.000
CostOfRevenue,70524000.000,59356000.000,65643000.000,73347000.000,51645000.000,52874000.000
CostOfServices,7682000.000,9805000.000,11220000.000,4959000.000,2015000.000,3244000.000
CurrentIncomeTaxExpenseBenefit,,-180000.000,19000.000,49000.000,36000.000,-261000.000
DeferredIncomeTaxExpenseBenefit,-755000.000,4158000.000,-2123000.000,0.000,0.000,0.000
DeferredIncomeTaxesAndTaxCredits,,,,0.000,0.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,8000.000,26000.000,23000.000,10000.000,9000.000
Depreciation,,4322000.000,3798000.000,2853000.000,2950000.000,1451000.000
DepreciationDepletionAndAmortization,4236000.000,4577000.000,4538000.000,4183000.000,4165000.000,2332000.000
EarningsPerShareBasic,0.020,-0.500,-0.300,-1.430,-0.730,-0.440
EarningsPerShareDiluted,0.020,-0.500,-0.300,-1.430,-0.730,-0.440
EffectiveIncomeTaxRateContinuingOperations,,-0.644,0.249,-0.002,-0.002,0.021
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1.117,0.102,-0.370,-0.291,-0.376
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.023,-0.029,-0.001,-0.075,-0.005
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,0.000,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.019,0.002,-0.010,-0.003,0.003
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,0.034,-0.003,,,0.014
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.023,0.028,0.036,0.028,0.035
EffectiveIncomeTaxRateReconciliationTaxContingencies,,,,0.000,-0.001,0.010
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,,0.005,-0.004,-0.001,0.000,0.000
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,-0.039,-0.009,-0.002,0.000,0.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,989000.000,70000.000,13000.000,0.000,0.000,0.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,3803000.000,-1830000.000,0.000,15000.000,-283000.000
GainLossOnContractTermination,32000.000,0.000,0.000,,,
GainLossOnDispositionOfAssets,-133000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-69000.000,-1733000.000,21000.000,-40000.000,-1000.000
GeneralAndAdministrativeExpense,11399000.000,13946000.000,14951000.000,14908000.000,16884000.000,14777000.000
GoodwillAcquiredDuringPeriod,,,4409000.000,,,
GoodwillImpairmentLoss,,,,0.000,4409000.000,
GrossProfit,30038000.000,26730000.000,22980000.000,-1137000.000,15997000.000,17337000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,45000.000,120000.000,78000.000,250000.000
ImpairmentOfIntangibleAssetsFinitelived,,0.000,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,0.000
ImpairmentOfRealEstate,,,,,1614000.000,1614000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,853000.000,-6326000.000,-8257000.000,-32012000.000,-20090000.000,-12549000.000
IncomeTaxExpenseBenefit,370000.000,4073000.000,-2058000.000,49000.000,36000.000,-261000.000
IncomeTaxExpenseBenefitContinuingOperations,,4073000.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,4100000.000,800000.000,11700000.000,5740000.000,4630000.000
IncomeTaxesPaid,104000.000,102000.000,22000.000,42000.000,18000.000,
IncomeTaxesPaidNet,,,,,,-153000.000
IncreaseDecreaseInAccountsPayable,1817000.000,-6527000.000,-762000.000,2475000.000,713000.000,-81000.000
IncreaseDecreaseInAccountsReceivable,-3740000.000,-2499000.000,-8395000.000,1909000.000,-7116000.000,-1687000.000
IncreaseDecreaseInAccruedLiabilities,,2221000.000,-1575000.000,838000.000,1803000.000,-635000.000
IncreaseDecreaseInDeferredCharges,7396000.000,-75000.000,-1376000.000,-651000.000,-137000.000,899000.000
IncreaseDecreaseInDeferredRevenue,-4542000.000,-1458000.000,-2274000.000,-410000.000,-254000.000,300000.000
IncreaseDecreaseInInventories,1371000.000,-3739000.000,-3962000.000,2356000.000,3249000.000,-1220000.000
