,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,375000.000,,,,-109000.000,,
AdditionsToNoncurrentAssets,,,,,5924000.000,4618000.000,7416000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,590000.000,626000.000,577000.000
AmortizationOfDebtDiscountPremium,,,,,971000.000,977000.000,1018000.000
AmortizationOfFinancingCosts,,,,,98000.000,98000.000,100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,209795.000,194000.000,180000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,8800000.000,,
BusinessCombinationAcquisitionRelatedCosts,584000.000,838000.000,702000.000,-19422000.000,0.000,231000.000,2023000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-4351000.000,,,,-9990000.000,,
ComprehensiveIncomeNetOfTax,,,,,11018000.000,-4380000.000,-18629000.000
ConcentrationRiskPercentage1,,,,,1.000,,
CostOfGoodsSold,92014000.000,92419000.000,94248000.000,86656000.000,77165000.000,93941000.000,75777000.000
DebtInstrumentConvertibleInterestExpense,889000.000,,,,1734000.000,1740000.000,1791000.000
DeferredIncomeTaxExpenseBenefit,382000.000,,,,-99000.000,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,-2000.000,-3000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,144000.000,144000.000
DefinedBenefitPlanInterestCost,,,,,,317000.000,312000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,363000.000,355000.000
DefinedBenefitPlanServiceCost,,,,,,188000.000,184000.000
DepreciationDepletionAndAmortization,9749000.000,,,,9143000.000,9072000.000,8464000.000
EarningsPerShareBasic,0.950,0.770,0.830,0.860,0.160,0.280,-0.960
EarningsPerShareDiluted,0.940,0.760,0.820,0.870,0.160,0.280,-0.960
EffectOfExchangeRateOnCashAndCashEquivalents,2473000.000,,,,2030000.000,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,391000.000,415000.000,383000.000
EntityWideRevenueMajorCustomerPercentage,,,,,,1.000,1.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1771000.000,,,,203000.000,,
GainLossOnDispositionOfProperty,49000.000,,,,-22000.000,,
GainLossOnSaleOfSecuritiesNet,0.000,0.000,0.000,630000.000,,,
GoodwillTranslationAndPurchaseAccountingAdjustments,,,,,265000.000,,
GrossProfit,58088000.000,52957000.000,53726000.000,41874000.000,29144000.000,36702000.000,23427000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,34864000.000,29334000.000,31228000.000,32530000.000,5996000.000,11427000.000,-17364000.000
IncomeTaxExpenseBenefit,11269000.000,10203000.000,10819000.000,11777000.000,2214000.000,4581000.000,5696000.000
IncomeTaxHolidayAggregateDollarAmount,,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4222000.000,,,,-4571000.000,,
IncreaseDecreaseInAccountsReceivable,-16694000.000,,,,-12682000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,1249000.000,,,,1344000.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,205000.000,,,,325000.000,,
IncreaseDecreaseInInventories,-2502000.000,,,,17502000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,1086000.000,,,,73000.000,,
IncreaseDecreaseInOtherReceivables,-2984000.000,,,,2137000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,477000.000,,,,298000.000,,
IncreaseDecreaseInRestrictedCash,0.000,,,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,0.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,117413.000,79000.000,
InterestExpense,1448000.000,1669000.000,1721000.000,1782000.000,1743000.000,1825000.000,1795000.000
InterestExpenseDebtExcludingAmortization,,,,,665000.000,665000.000,673000.000
InterestPaidCapitalized,,,,,198000.000,,
InvestmentIncomeInterest,798000.000,877000.000,1069000.000,1247000.000,1066000.000,1128000.000,995000.000
MarketableSecuritiesGainLoss,113000.000,,,,54000.000,,
NetCashProvidedByUsedInFinancingActivities,2668000.000,,,,-3341000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2668000.000,,,,-3341000.000,,
NetCashProvidedByUsedInInvestingActivities,-27251000.000,,,,-15093000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-27251000.000,,,,-15093000.000,,
NetCashProvidedByUsedInOperatingActivities,17759000.000,,,,6414000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,17759000.000,,,,6414000.000,,
NetIncomeLoss,23595000.000,19131000.000,20409000.000,20753000.000,3782000.000,6846000.000,-23060000.000
NonoperatingIncomeExpense,-737000.000,-115000.000,429000.000,-82000.000,-1335000.000,-1488000.000,-1978000.000
NumberOfOperatingSegments,,,,,4.000,,
OperatingExpenses,22487000.000,23508000.000,22927000.000,9262000.000,21813000.000,23787000.000,38813000.000
OperatingIncomeLoss,35601000.000,29449000.000,30799000.000,32612000.000,7331000.000,12915000.000,-15386000.000
OperatingLeasesRentExpenseNet,,,,,1000000.000,,
OtherAssetImpairmentCharges,,,,,,,13795000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,5565000.000,-10850000.000,3539000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,1671000.000,-376000.000,892000.000
OtherNonoperatingIncomeExpense,-87000.000,677000.000,1081000.000,-177000.000,-658000.000,-791000.000,-1178000.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,,,,,2600000.000,,
PaymentsOfDividendsCommonStock,,,,,3629000.000,,
PaymentsToAcquireBusinessesGross,,,,,0.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,27673000.000,,,,,,
PaymentsToAcquireMarketableSecurities,240000.000,,,,20187000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,7677000.000,,,,5924000.000,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,7000000.000,,,,11019000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,1339000.000,,,,-1000.000,,
ProceedsFromStockOptionsExercised,897000.000,,,,85000.000,,
ProductionRelatedImpairmentsOrCharges,,,,,,,7000000.000
ResearchAndDevelopmentExpense,3067000.000,3214000.000,2974000.000,3191000.000,3630000.000,4717000.000,4842000.000
RestructuringCharges,,0.000,0.000,,673000.000,,289000.000
SalesRevenueGoodsNet,150102000.000,145376000.000,147974000.000,128530000.000,106309000.000,130643000.000,106204000.000
SellingExpense,18836000.000,19456000.000,19251000.000,16782000.000,17510000.000,18839000.000,17864000.000
ShareBasedCompensation,972000.000,,,,1225000.000,1041000.000,960000.000
WeightedAverageNumberOfDilutedSharesOutstanding,25130.000,25224.000,24811.000,24688835.000,24360450.000,24307000.000,24105000.000
WeightedAverageNumberOfSharesOutstandingBasic,24839.000,24898.000,24556.000,24539707.000,24210913.000,24204000.000,24105000.000
