,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,13923.000,15880.000,26732.000,23405.000,30607.000,24141.000,27986.000,46492.000
AdditionalPaidInCapital,16600.000,-104400.000,-104400.000,-104400.000,-104400.000,18715600.000,18715600.000,18715600.000
Assets,16625.000,8847.000,3339.000,2003.000,2212.000,3780000.000,3796606.000,3791418.000
AssetsCurrent,,,,,,,16506.000,11418.000
BusinessAcquisitionPurchasePriceAllocationMineralRights,,,,,,3780000.000,,
Cash,9464.000,2935.000,90.000,3.000,12.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,175000000.000,175000000.000,800000000.000,800000000.000,800000000.000,800000000.000,80000000.000
CommonStockSharesIssued,48400000.000,169400000.000,169400000.000,169400000.000,169400000.000,129400000.000,129400000.000,129400000.000
CommonStockSharesOutstanding,48400000.000,169400000.000,169400000.000,169400000.000,169400000.000,129400000.000,129400000.000,129400000.000
CommonStockValue,48400.000,169400.000,169400.000,169400.000,169400.000,129400.000,129400.000,129400.000
DebtInstrumentInterestRateStatedPercentage,,,,,,0.050,0.050,0.050
DeferredTaxAssetsGross,,,,81621.000,85110.000,5341586.000,5348776.000,5359300.000
DeferredTaxAssetsLiabilitiesNet,,,,,0.000,0.000,0.000,0.000
DeferredTaxAssetsNet,,,,0.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,245171.000,15261674.000,15282217.000,15312287.000
DeferredTaxAssetsValuationAllowance,,,,81621.000,-85110.000,5341586.000,5348776.000,5359300.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-193067.000,204772.000,223106.000,233203.000,245171.000,15261674.000,15282217.000,15312287.000
DueFromOfficersOrStockholdersCurrent,,,,,109544.000,,,
DueToRelatedPartiesCurrent,90431.000,91931.000,93430.000,105044.000,109544.000,129841.000,162571.000,168571.000
LiabilitiesAndStockholdersEquity,16625.000,8847.000,3339.000,2003.000,2212.000,3780000.000,3796506.000,3791418.000
LiabilitiesCurrent,144692.000,148619.000,161445.000,170206.000,182383.000,196674.000,233723.000,258705.000
NotesPayableCurrent,40338.000,40808.000,41283.000,41757.000,42232.000,42692.000,43167.000,43642.000
OperatingLossCarryforwards,,,,233203.000,,,,
PartnersCapitalAttributableToNoncontrollingInterest,,,,,180171.000,,,
PreferredStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,0.000,,,
PreferredStockSharesOutstanding,,,,,0.000,,,
PrepaidExpenseCurrent,7161.000,5912.000,3249.000,2000.000,2200.000,,16506.000,11418.000
PropertyPlantAndEquipmentNet,,,,,,,3780000.000,3780000.000
RetainedEarningsAccumulatedDeficit,,,,,245171.000,,,
StockholdersEquity,-128067.000,-139772.000,-158106.000,-168203.000,-180171.000,3583326.000,3562783.000,3532713.000
