,2011-09-30
AccountsAndOtherReceivablesNetCurrent,464217.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,0.000
AccountsPayableCurrent,994899.000
AccountsReceivableNetCurrent,2199781.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1175836.000
AdditionalPaidInCapital,8198261.000
AdvancesOnInventoryPurchases,1248161.000
Assets,20975079.000
AssetsCurrent,14755948.000
CashAndCashEquivalentsAtCarryingValue,2022782.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,10201011.000
CommonStockSharesOutstanding,10201011.000
CommonStockValue,10201.000
DeferredRevenueCurrent,315425.000
DeferredTaxAssetsNetNoncurrent,234670.000
DueToRelatedPartiesCurrent,6356240.000
InventoryNet,8400859.000
Liabilities,7760293.000
LiabilitiesAndStockholdersEquity,20975079.000
LiabilitiesCurrent,7760293.000
NotesAndLoansReceivableGrossCurrent,420148.000
OtherAssetsNoncurrent,139243.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentNet,5845218.000
RetainedEarningsAccumulatedDeficit,3538032.000
SharesOutstanding,0.000
ShortTermInvestments,0.000
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,292456.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,13214786.000
TaxesPayableCurrent,93729.000
