,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,4476000.000,3659000.000,3103000.000,,,,,,
AccountsPayableCurrent,1654000.000,998000.000,464000.000,1113000.000,2312000.000,703000.000,1326000.000,1607000.000,1161000.000
AccountsReceivableNetCurrent,1292000.000,1651000.000,2161000.000,2060000.000,4036000.000,3404000.000,4693000.000,3570000.000,2089000.000
AccruedLiabilitiesCurrent,,,,3285000.000,3413000.000,2760000.000,2822000.000,3067000.000,3053000.000
AccruedProfessionalFeesCurrent,,,,563000.000,,,,43000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,5044000.000,,,,6389000.000,
AdditionalPaidInCapitalCommonStock,201912000.000,203174000.000,209535000.000,211837000.000,214233000.000,217175000.000,250784000.000,256606000.000,258590000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,20000.000,20000.000,20000.000,20000.000,21000.000,114000.000
Assets,79893000.000,70564000.000,63474000.000,54104000.000,42166000.000,38191000.000,60439000.000,53557000.000,39220000.000
AssetsCurrent,76369000.000,67224000.000,60827000.000,51057000.000,38506000.000,33851000.000,55827000.000,48790000.000,34834000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,0.000,0.000,0.000,0.000,0.000,0.000
CapitalLeasedAssetsGross,35000.000,51000.000,45000.000,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,39000.000,56000.000,52000.000,46000.000,39000.000,33000.000
CapitalLeasesFutureMinimumPaymentsDue,37000.000,54000.000,48000.000,41000.000,59000.000,54000.000,47000.000,40000.000,34000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,15000.000,,,19000.000,,,,26000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,1000.000,4000.000,4000.000,,1000.000,1000.000,1000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,10000.000,18000.000,18000.000,4000.000,13000.000,13000.000,13000.000,1000.000,1000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,11000.000,19000.000,19000.000,18000.000,26000.000,26000.000,26000.000,13000.000,13000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,2000.000,3000.000,3000.000,2000.000,3000.000,2000.000,1000.000,1000.000,1000.000
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,35000.000,51000.000,45000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,39000.000,56000.000,52000.000,46000.000,39000.000,33000.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,13000.000,7000.000,,19000.000,14000.000,7000.000,,20000.000
CashAndCashEquivalentsAtCarryingValue,69404000.000,60697000.000,54781000.000,43059000.000,26882000.000,22439000.000,43281000.000,36096000.000,23034000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,12240164.000,12240164.000,12620682.000,12643538.000,12693485.000,12836144.000,22800354.000,23776033.000,23913359.000
CommonStockSharesOutstanding,12240164.000,12240164.000,12620682.000,12643538.000,12693485.000,12836144.000,22800354.000,23776033.000,23913359.000
CommonStockValue,12000.000,12000.000,13000.000,13000.000,13000.000,13000.000,23000.000,24000.000,24000.000
ConvertibleLongTermNotesPayable,9064000.000,9489000.000,,,,,,,
DeferredOfferingCosts,,,,29000.000,248000.000,217000.000,0.000,0.000,
DeferredTaxAssetsGross,,,,71184000.000,,,,91416000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,64739000.000,,,,82353000.000,
DeferredTaxAssetsOther,,,,2810000.000,,,,4906000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,215000.000,,,,623000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,2521000.000,,,,2953000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,899000.000,,,,581000.000,
DeferredTaxAssetsValuationAllowance,,,,71184000.000,,,,91416000.000,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,,,0.000,0.000,,,,0.000,
EmployeeRelatedLiabilitiesCurrent,1359000.000,2127000.000,2333000.000,3083000.000,3349000.000,2265000.000,2823000.000,2807000.000,2188000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,17875000.000,17036000.000,15758000.000,,18249000.000,,,,
InterestPayableCurrent,,,,1220000.000,,,,1220000.000,
InventoryFinishedGoods,1738000.000,1719000.000,1516000.000,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,2371000.000,2620000.000,2944000.000,3155000.000,2756000.000,3258000.000
InventoryNet,4045000.000,3759000.000,3205000.000,5405000.000,6540000.000,6927000.000,7080000.000,8462000.000,8352000.000
InventoryRawMaterials,2203000.000,2039000.000,1689000.000,,,,,,
InventoryRawMaterialsNetOfReserves,,,,2662000.000,3726000.000,3529000.000,3639000.000,5706000.000,3856000.000
InventoryWorkInProcess,104000.000,1000.000,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,372000.000,194000.000,454000.000,286000.000,,1238000.000
LeaseholdImprovementsGross,369000.000,369000.000,369000.000,,,,,,
Liabilities,37303000.000,36932000.000,36731000.000,38515000.000,40348000.000,46926000.000,48524000.000,49316000.000,48541000.000
LiabilitiesAndStockholdersEquity,79893000.000,70564000.000,63474000.000,54104000.000,42166000.000,38191000.000,60439000.000,53557000.000,39220000.000
LiabilitiesCurrent,11234000.000,12402000.000,5900000.000,7481000.000,9074000.000,5728000.000,6971000.000,48770000.000,48284000.000
OperatingLeasesFutureMinimumPaymentsDue,1904000.000,1624000.000,1343000.000,1060000.000,1193000.000,6615000.000,6298000.000,5922000.000,5430000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,844000.000,,,1060000.000,,,,1974000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,110000.000,1915000.000,1915000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,117000.000,2034000.000,2034000.000,1915000.000,1915000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,1060000.000,1060000.000,1060000.000,,113000.000,1974000.000,1974000.000,2033000.000,2033000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,564000.000,283000.000,,853000.000,692000.000,375000.000,,1482000.000
OtherAccruedLiabilitiesCurrent,,,,686000.000,,,,649000.000,
OtherAssetsNoncurrent,939000.000,1114000.000,196000.000,225000.000,453000.000,422000.000,211000.000,212000.000,211000.000
OtherLiabilitiesNoncurrent,258000.000,154000.000,1677000.000,1469000.000,1298000.000,1057000.000,840000.000,546000.000,257000.000
