,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,40000000.000,,,,19000000.000,33000000.000,23000000.000,22000000.000,23000000.000,26000000.000,21000000.000,23000000.000,23000000.000,26000000.000
AccountsReceivableNetCurrent,,,40000000.000,38000000.000,56000000.000,80000000.000,67000000.000,63000000.000,98000000.000,104000000.000,95000000.000,85000000.000,109000000.000,115000000.000,91000000.000,82000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,134000000.000,149000000.000,164000000.000,181000000.000,233000000.000,266000000.000,308000000.000,391000000.000,449000000.000,499000000.000,701000000.000,767000000.000,832000000.000,1002000000.000,951000000.000,1025000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-5000000.000,-8000000.000,-1000000.000,-7000000.000,-24000000.000,-17000000.000,-29000000.000,-69000000.000,-48000000.000,-77000000.000,-69000000.000,-110000000.000,-126000000.000,-119000000.000,-70000000.000,-64000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-2000000.000,,-2000000.000,-9000000.000,-6000000.000,-9000000.000,-23000000.000,-16000000.000,-32000000.000,-27000000.000,-44000000.000,-47000000.000,-48000000.000,-28000000.000,-25000000.000
AdditionalPaidInCapital,,,,,,,1240000000.000,1235000000.000,1852000000.000,1820000000.000,1855000000.000,1844000000.000,1835000000.000,1858000000.000,1879000000.000,1859000000.000
AdditionalPaidInCapitalCommonStock,,571000000.000,621000000.000,644000000.000,815000000.000,1336000000.000,,,,,,,,,,
AociIncludingPortionAttributableToNoncontrollingInterestTax,,,,,,,,,,,,,28000000.000,-29000000.000,,-15000000.000
AssetRetirementObligation,,,6000000.000,,,,18000000.000,,,,39000000.000,,,,48000000.000,
Assets,2074000000.000,2331000000.000,2313000000.000,2534000000.000,3236000000.000,5899000000.000,5752000000.000,6595000000.000,7208000000.000,6989000000.000,7775000000.000,7659000000.000,7607000000.000,8482000000.000,8383000000.000,8580000000.000
AssetsCurrent,,408000000.000,267000000.000,502000000.000,196000000.000,555000000.000,539000000.000,293000000.000,491000000.000,376000000.000,318000000.000,284000000.000,319000000.000,531000000.000,645000000.000,476000000.000
AssetsNoncurrent,,,,502000000.000,785000000.000,2068000000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,121000000.000,36000000.000,420000000.000,87000000.000,372000000.000,391000000.000,114000000.000,281000000.000,125000000.000,111000000.000,76000000.000,89000000.000,200000000.000,317000000.000,213000000.000
CommitmentsAndContingencies,,,,,,,0.000,,,,,,,,,0.000
CommonStockParOrStatedValuePerShare,,,,,,,0.010,,,,,,,,0.010,0.010
CommonStockValue,10.000,,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
ConstructionInProgressGross,,,6000000.000,8000000.000,11000000.000,7000000.000,7000000.000,17000000.000,8000000.000,4000000.000,9000000.000,26000000.000,,,25000000.000,
ConvertibleDebt,,,300000000.000,,,,,,,,,,,,,
ConvertibleDebtFairValueDisclosures,,,,323000000.000,324000000.000,325000000.000,,,,,,,,,,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,,,,,,,,,,60000000.000,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,4899000000.000,,,,5797000000.000,
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,22000000.000,21000000.000,20000000.000,19000000.000,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,25000000.000
DeferredFinanceCostsNet,,,,,,,,,,,,58000000.000,56000000.000,64000000.000,62000000.000,68000000.000
DeferredIncomeTaxLiabilities,,,0.000,,,,,,,,27000000.000,,,,3000000.000,
DeferredTaxAssetsDerivativeInstruments,,,0.000,,,,6000000.000,,,,10000000.000,,,,5000000.000,
DeferredTaxAssetsGross,,,146000000.000,,,,134000000.000,,,,197000000.000,,,,235000000.000,
DeferredTaxAssetsInvestments,,,,,,,,,,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNet,,,146000000.000,,,,134000000.000,,,,170000000.000,,,,216000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,4000000.000,0.000,,1000000.000,,16000000.000,10000000.000,14000000.000,12000000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,116000000.000,146000000.000,144000000.000,312000000.000,204000000.000,118000000.000,143000000.000,140000000.000,124000000.000,170000000.000,180000000.000,170000000.000,182000000.000,216000000.000,214000000.000
DeferredTaxAssetsNet,,,,,,,,,,,,,,,219000000.000,
DeferredTaxAssetsNetNoncurrent,,,146000000.000,,,,118000000.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,0.000,,,,74000000.000,,,,181000000.000,,,,226000000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,0.000,,,,7000000.000,,,,5000000.000,,,,3000000.000,
DeferredTaxAssetsOther,,,146000000.000,,,,47000000.000,,,,1000000.000,,,,1000000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,16000000.000,
