,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccretionExpense,29450.000,54176.000,15002.000,20121.000,36908.000,4337.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,-100250.000,
AmortizationOfDeferredCharges,1768.000,2133.000,1704.000,1631.000,1917.000,1060.000
AmortizationOfFinancingCostsAndDiscounts,29450.000,,,,36908.000,
AssetManagementCosts,14170.000,15868.000,3962.000,4497.000,918.000,0.000
CashAcquiredFromAcquisition,,,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-33363.000,,,,3011.000,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,-33087.000,
DepreciationAndAmortization,11603.000,10693.000,10282.000,4257.000,305.000,0.000
DerivativeGainLossOnDerivativeNet,-35052.000,-493202.000,335058.000,-122433.000,34243.000,-86412.000
EarningsPerShareDiluted,,-0.010,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,0.000,
ForeignCurrencyTransactionGainLossBeforeTax,,75.000,-384.000,,63.000,-345.000
GainsLossesOnExtinguishmentOfDebt,,,-34871.000,,0.000,0.000
GeneralAndAdministrativeExpense,1632.000,1004.000,328.000,165.000,1032.000,313.000
IncomeTaxesPaid,,,,,0.000,
IncreaseDecreaseInAccountsPayable,16047.000,,,,-25541.000,
IncreaseDecreaseInAccruedLiabilities,3892.000,,,,17698.000,
IncreaseDecreaseInDueToRelatedParties,,,,,-1000.000,
InterestExpense,1892.000,2188.000,2965.000,725.000,4939.000,3013.000
InterestPaid,,,,,0.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,0.000,
LaborAndRelatedExpense,21000.000,9000.000,4500.000,6000.000,454.000,0.000
MarketingAndAdvertisingExpense,,0.000,0.000,,135.000,0.000
NetCashProvidedByUsedInFinancingActivities,,,,,44000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,44000.000,
NetCashProvidedByUsedInInvestingActivities,,,,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,0.000,
NetCashProvidedByUsedInOperatingActivities,-33363.000,,,,-40989.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-33363.000,,,,-40989.000,
NetIncomeLoss,-131175.000,-613536.000,224590.000,-164245.000,-37033.000,-114135.000
NonoperatingIncomeExpense,-68162.000,-551699.000,280516.000,-144910.000,-9521.000,-94822.000
OperatingExpenses,69641.000,61837.000,55926.000,19335.000,27512.000,19313.000
OperatingIncomeLoss,-63013.000,-61837.000,-55926.000,-19335.000,-27512.000,-19313.000
OtherGeneralAndAdministrativeExpense,2920.000,7074.000,2964.000,4109.000,1402.000,7112.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,0.000,
ProceedsFromIssuanceOfCommonStock,,,,,0.000,
ProceedsFromOtherShortTermDebt,,,,,46500.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,-2500.000,
ProceedsFromRelatedPartyDebt,,,,,0.000,
ProfessionalAndContractServicesExpense,,6000.000,22098.000,,6000.000,0.000
ProfessionalFees,18146.000,12263.000,11368.000,6104.000,17248.000,11386.000
Revenues,6628.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,6628.000,0.000,0.000,0.000,0.000,0.000
StockIssued1,,,,,133748.000,
TravelAndEntertainmentExpense,170.000,10.000,40.000,0.000,81.000,157.000
WeightedAverageNumberOfDilutedSharesOutstanding,56441000.000,60885000.000,82270000.000,-121622000.000,154977000.000,271075000.000
