,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,9428.000,10000.000,21000.000,64000.000,133000.000,74000.000,55000.000,240000.000,268000.000,274000.000,227000.000,166000.000,151000.000,109000.000,194000.000,101000.000,138000.000,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,3141.000,14000.000,,12000.000,20000.000,,35000.000,77000.000,48000.000,46000.000,51000.000,51000.000,49000.000,49000.000,55000.000,51000.000,51000.000,50000.000,47000.000,107000.000,51000.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,,152000.000,126000.000,447000.000,81000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,44000.000,5000.000,1000.000,1000.000,11000.000,0.000,2000.000,4000.000,,,45000.000,
Assets,6054810.000,15739000.000,21721000.000,28513000.000,34239000.000,39130000.000,50894000.000,68544000.000,65159000.000,63371000.000,63040000.000,61013000.000,59804000.000,56356000.000,53500000.000,50140000.000,47546000.000,44414000.000,41984000.000,38755000.000,36431000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,,,,,415000.000
CapitalLeasesFutureMinimumPaymentsReceivable,,123000.000,112000.000,100000.000,88000.000,77000.000,66000.000,54000.000,43000.000,32000.000,20000.000,13000.000,,,,,23000.000,21000.000,20000.000,18000.000,17000.000
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,13000.000,13000.000,12000.000,,,,,,,,,,,,,6000.000,6000.000,6000.000,6000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,42000.000,42000.000,42000.000,12000.000,12000.000,12000.000,12000.000,,,,,,,,,6000.000,6000.000,6000.000,6000.000,6000.000
CapitalLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,,22000.000,11000.000,,,,,,31000.000,20000.000,8000.000,,,,,,,,,,5000.000
CapitalLeasesNetInvestmentInDirectFinancingLeases,,106000.000,97000.000,88000.000,79000.000,70000.000,61000.000,51000.000,41000.000,31000.000,20000.000,13000.000,,,,0.000,10000.000,10000.000,10000.000,9000.000,9000.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,,17000.000,15000.000,12000.000,9000.000,7000.000,5000.000,3000.000,2000.000,1000.000,,,,,,,14000.000,12000.000,11000.000,10000.000,9000.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived,,123000.000,112000.000,100000.000,88000.000,77000.000,66000.000,54000.000,43000.000,32000.000,20000.000,13000.000,,,,,23000.000,21000.000,20000.000,18000.000,17000.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty,,,,,,,,,,,,,,,,,1000.000,1000.000,1000.000,1000.000,1000.000
CashAndCashEquivalentsAtCarryingValue,4453168.000,7174000.000,8317000.000,6058000.000,9968000.000,13371000.000,19246000.000,12749000.000,10847000.000,4151000.000,7152000.000,7214000.000,7482000.000,6161000.000,6556000.000,5623000.000,5192000.000,4198000.000,4004000.000,2577000.000,2113000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,9968000.000,13371000.000,19246000.000,12749000.000,10847000.000,4151000.000,7152000.000,7214000.000,7482000.000,6161000.000,6556000.000,5623000.000,,,,2577000.000,
CommonUnitAuthorized,,,,,,,,,,,,,,,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
CommonUnitIssued,,,,,,,,,,,,,,,6606921.000,6606921.000,6606921.000,6606921.000,6606921.000,6584221.000,6564542.000
CommonUnitOutstanding,,,,,,,,,,,,,,,6606921.000,6606921.000,6606921.000,6606921.000,6606921.000,6584221.000,6564542.000
CustomerAdvancesAndDeposits,,38000.000,,91000.000,42000.000,170000.000,140000.000,258000.000,144000.000,246000.000,648000.000,421000.000,654000.000,328000.000,620000.000,345000.000,478000.000,193000.000,305000.000,156000.000,304000.000
DeferredRevenue,155059.000,615000.000,525000.000,760000.000,641000.000,546000.000,408000.000,790000.000,616000.000,752000.000,706000.000,580000.000,,,,,,,,,
DerivativeFairValueOfDerivativeNet,,,,,,,,784000.000,644000.000,640000.000,640000.000,848000.000,848000.000,898000.000,892000.000,770000.000,774000.000,771000.000,772000.000,390000.000,415000.000
DueFromRelatedPartiesCurrent,,,2000.000,,,2000.000,,,316000.000,561000.000,408000.000,,733000.000,579000.000,,,,,,,
DueToAffiliateCurrentAndNoncurrent,882647.000,1313000.000,748000.000,920000.000,1393000.000,1730000.000,1679000.000,126000.000,,,,8000.000,,,24000.000,21000.000,132000.000,52000.000,163000.000,68000.000,86000.000
FairValueOptionLoansHeldAsAssetsAggregateAmountInNonaccrualStatus,,,,,,,,,,,,,,,,,,20000.000,19000.000,16000.000,1000.000
FinancingReceivableAllowanceForCreditLosses,,,,,,,,,,,,,27000.000,27000.000,50000.000,50000.000,55000.000,55000.000,55000.000,,55000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,,,,,,,,,27000.000,27000.000,50000.000,50000.000,55000.000,55000.000,55000.000,,55000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,,,,,,,,,3254000.000,2868000.000,2178000.000,1830000.000,1481000.000,1136000.000,733000.000,,267000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,,,,,,,,,,,,,,,10000.000,,,
FinancingReceivableRecordedInvestmentCurrent,,,,,,,,,,,,,3243000.000,2860000.000,2173000.000,1827000.000,1469000.000,1124000.000,732000.000,496000.000,267000.000
FinancingReceivableRecordedInvestmentPastDue,,,,,,,,,,,,,,,,,10000.000,10000.000,,,
ImpairedFinancingReceivableRecordedInvestment,,,,,,,,,,,,,89000.000,86000.000,83000.000,81000.000,78000.000,75000.000,74000.000,71000.000,56000.000
ImpairedFinancingReceivableRelatedAllowance,,,,,,,,,,,,,27000.000,27000.000,50000.000,50000.000,55000.000,55000.000,55000.000,55000.000,55000.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,,,,,,,,,,89000.000,86000.000,83000.000,81000.000,78000.000,75000.000,74000.000,71000.000,56000.000
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,,,,,,,,,,,,,89000.000,86000.000,83000.000,81000.000,78000.000,75000.000,74000.000,71000.000,56000.000
ImpairedFinancingReceivableWithRelatedAllowanceUnpaidPrincipalBalance,,,,,,,,,,,,,89000.000,86000.000,83000.000,81000.000,78000.000,75000.000,74000.000,71000.000,56000.000
Investments,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,32000.000,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,283000.000,300000.000,317000.000,166000.000,183000.000,183000.000
InvestmentsFairValueDisclosure,,,,,32000.000,32000.000,32000.000,32000.000,32000.000,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,283000.000,,,,183000.000,
LeasesReceivableCommercialLeaseFinancing,,,,,,,,,,,,,,,,,,,,9000.000,
