,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,8047000.000,9524000.000,12193000.000,12404000.000,12156000.000,8367000.000,9684000.000,9756000.000,10470000.000,12786000.000,14371000.000,12289000.000,11290000.000,9669000.000,11006000.000
AccountsReceivableNetCurrent,10981000.000,13018000.000,13456000.000,14370000.000,13954000.000,10618000.000,10716000.000,13430000.000,14885000.000,17298000.000,18219000.000,12769000.000,8079000.000,8426000.000,7400000.000
AccountsReceivableNetNoncurrent,,,,,,1585000.000,1579000.000,1722000.000,1722000.000,,,0.000,,0.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,9751000.000,10706000.000,11648000.000,12333000.000,13271000.000,14391000.000,15271000.000,16195000.000,17320000.000,18277000.000,19205000.000
AdditionalPaidInCapitalCommonStock,114338000.000,118054000.000,119068000.000,119841000.000,121261000.000,122036000.000,123209000.000,123749000.000,124045000.000,124249000.000,124461000.000,124623000.000,124841000.000,125076000.000,125197000.000
AllowanceForDoubtfulAccountsReceivableCurrent,294000.000,300000.000,400000.000,500000.000,553000.000,250000.000,64000.000,307000.000,548000.000,533000.000,655000.000,297000.000,312000.000,508000.000,589000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,1710000.000,1710000.000,1710000.000,1710000.000,3431000.000,3431000.000,3431000.000,3431000.000,3431000.000,3431000.000
Assets,65546000.000,76478000.000,75811000.000,72155000.000,58784000.000,49907000.000,49057000.000,50352000.000,51425000.000,51579000.000,50722000.000,47697000.000,40106000.000,38068000.000,36824000.000
AssetsCurrent,26135000.000,24042000.000,24984000.000,22343000.000,21129000.000,15323000.000,15101000.000,20050000.000,21304000.000,23324000.000,23021000.000,20012000.000,12835000.000,11313000.000,10640000.000
AssetsHeldForSaleCurrent,,,,,2517000.000,,,210000.000,,,,,,,
Cash,,,,,3706000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,13482000.000,10119000.000,10394000.000,6787000.000,,3696000.000,3067000.000,4806000.000,4847000.000,5069000.000,3711000.000,6676000.000,4311000.000,2438000.000,2288000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000,65000000.000
CommonStockSharesIssued,21274000.000,22009000.000,22082000.000,22083000.000,22095000.000,22172000.000,22844000.000,22877000.000,23035000.000,23038000.000,23227000.000,23230000.000,23230000.000,23294000.000,23306000.000
CommonStockSharesOutstanding,21274000.000,22009000.000,22082000.000,22083000.000,22095000.000,22172000.000,22844000.000,22877000.000,23035000.000,23038000.000,23227000.000,23230000.000,23230000.000,23294000.000,23306000.000
CommonStockValue,0.000,0.000,,0.000,,,,,,,,0.000,,0.000,0.000
ConvertibleDebtFairValueDisclosures,,,,,,,,,,,,,,,1701000.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,4754000.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,2433000.000
DebtInstrumentFeeAmount,,,,,10000.000,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,1996000.000,1773000.000,1533000.000,1276000.000,999000.000,,383000.000,3893000.000
DeferredIncomeTaxLiabilities,,,,,,4176000.000,,,,3920000.000,,,,4074000.000,
DeferredRentCreditCurrent,602000.000,578000.000,551000.000,553000.000,485000.000,452000.000,642000.000,424000.000,371000.000,323000.000,273000.000,224000.000,171000.000,116000.000,63000.000
DeferredRevenueCurrent,381000.000,1931000.000,313000.000,254000.000,229000.000,203000.000,243000.000,194000.000,162000.000,202000.000,195000.000,192000.000,164000.000,109000.000,142000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,2984000.000,,,,2934000.000,,,,2573000.000,
DeferredTaxAssetsGross,,,,,,38140000.000,,,,40471000.000,,,,43553000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,-408000.000,,,,-538000.000,,,,-667000.000,
DeferredTaxAssetsNet,,,,,,3768000.000,,,,3382000.000,,,,3407000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,30505000.000,,,,31619000.000,,,,34645000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,957000.000,,,,1059000.000,,,,1650000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,2083000.000,,,,2479000.000,,,,2438000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,738000.000,,,,682000.000,,,,559000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,873000.000,,,,1698000.000,,,,1688000.000,
DeferredTaxAssetsValuationAllowance,,,,,,34372000.000,,,,37089000.000,,,,40146000.000,
