,2012-07-31,2013-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-2815.000,38269.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,-177793.000
CostsAndExpenses,43914.000,482590.000
DeferredPolicyAcquisitionCostAmortizationExpense,,-15000.000
DepreciationAndAmortization,1690.000,1830.000
GeneralAndAdministrativeExpense,12023.000,376020.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.010
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1982.000,38416.000
IncreaseDecreaseInDeferredRevenue,,-3624.000
IncreaseDecreaseInInterestPayableNet,4258.000,6038.000
InterestExpense,4258.000,9391.000
InterestPaid,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,43362.000,231062.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,43362.000,231062.000
NetCashProvidedByUsedInInvestingActivities,-5935.000,-15000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5935.000,-15000.000
NetCashProvidedByUsedInOperatingActivities,-40242.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-40242.000,
NetIncomeLoss,-48172.000,-491981.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,4258.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,6038.000
PaymentsToAcquirePropertyPlantAndEquipment,5935.000,
ProceedsFromNotesPayable,30204.000,228375.000
ProceedsFromRepaymentsOfRelatedPartyDebt,13158.000,2687.000
ProfessionalFees,30201.000,104740.000
ProfitLoss,48172.000,-491981.000
ShareBasedCompensation,,271528.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue,,271528.000
StockGrantedDuringPeriodValueSharebasedCompensation,,59027.000
StockIssuedDuringPeriodValueShareBasedCompensation,,212500.000
