,2013-09-30,2015-09-30,2016-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-12601.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,921288.000
AllocatedShareBasedCompensationExpense,,299602.000,131075.000
AmortizationOfDeferredCharges,,27772.000,0.000
CapitalizedComputerSoftwareAdditions,,-41500.000,
CapitalizedComputerSoftwareAmortization1,,,13833.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2500.000,27397.000,-201329.000
ComprehensiveIncomeNetOfTax,2500.000,,
DebtInstrumentIncreaseAccruedInterest,,49849.000,0.000
DeferredRevenueAdditions,,-11740.000,-60000.000
DepreciationAndAmortization,,2217.000,
DepreciationDepletionAndAmortization,,,14956.000
EarningsPerShareBasic,0.000,,
EarningsPerShareBasicAndDiluted,,-0.100,-0.130
EarningsPerShareDiluted,0.000,,
EffectiveIncomeTaxRateContinuingOperations,,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.031
EscrowDepositsRelatedToPropertySales,,-200000.000,-725000.000
GainsLossesOnExtinguishmentOfDebt,,,-991939.000
GeneralAndAdministrativeExpense,,835501.000,583739.000
IncomeLossFromContinuingOperations,,-1807469.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2500.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2500.000,,
IncomeTaxesPaid,,,0.000
IncreaseDecreaseInAccountsPayable,15101.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,59783.000,300082.000
IncreaseDecreaseInAccountsPayableRelatedParties,,-16357.000,0.000
IncreaseDecreaseInAccruedInterestReceivableNet,,-5975.000,-3454.000
IncreaseDecreaseInBookOverdrafts,,0.000,
IncreaseDecreaseInCustomerAdvances,,-1021270.000,-128744.000
IncreaseDecreaseInInterestPayableNet,,,8924.000
IncreaseDecreaseInOperatingCapital,15101.000,,
IncreaseDecreaseInOtherAccountsPayable,,44657.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,9957.000,3211.000
IncreaseDecreaseInPrepaidExpense,,-25050.000,-24032.000
InterestExpense,,-73198.000,162834.000
InterestExpenseRelatedParty,,-62342.000,109825.000
InterestPaid,,36357.000,151925.000
InvestmentIncomeInterest,,213665.000,183255.000
LeaseAndRentalExpense,,34140.000,35145.000
MarketingAndAdvertisingExpense,,15172.000,21312.000
MarketingExpense,,32000.000,
NetCashProvidedByUsedInFinancingActivities,,1669006.000,972044.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1669006.000,972044.000
NetCashProvidedByUsedInInvestingActivities,,-849075.000,-632510.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-849075.000,-632510.000
NetCashProvidedByUsedInOperatingActivities,2500.000,-792534.000,-540863.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2500.000,-792534.000,-540863.000
NetIncomeLoss,2500.000,-1729344.000,-2210764.000
NonoperatingIncomeExpense,15101.000,,
OperatingExpenses,12601.000,1947469.000,1189421.000
OperatingIncomeLoss,-12601.000,,-1129421.000
OperatingLeasesRentExpenseNet,,7953.000,
OtherCostAndExpenseOperating,12601.000,,
OtherDepreciationAndAmortization,,28542.000,0.000
OtherNonoperatingIncomeExpense,15101.000,,
OtherOperatingIncomeExpenseNet,,78125.000,-1081343.000
PaymentsForDepositsAppliedToDebtRetirements,,100000.000,0.000
PaymentsForLoans,,650000.000,0.000
PaymentsForPurchaseOfOtherAssets,,0.000,
PaymentsForRepurchaseOfCommonStock,,0.000,
